chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr11	4910806	4911806	Amillepora26703	10	5	6	8	5	8	5	7	15	19	27	16	15	9	20	9
chr11	4988014	4989014	Amillepora26707	82	89	78	90	74	67	70	87	60	86	88	61	44	37	35	23
chr11	4984530	4985530	Amillepora26706	62	69	64	66	44	49	48	57	24	35	49	36	27	30	28	18
chr11	4917559	4918559	Amillepora26704	62	61	55	59	61	53	48	68	51	62	65	30	76	64	58	31
chr11	4909861	4910861	Amillepora26702	5	2	3	3	4	5	8	9	8	8	10	7	22	14	15	9
chr11	5025306	5026306	Amillepora26708	2	5	4	0	4	7	3	3	2	6	2	0	10	5	3	3
chr11	5034740	5035740	Amillepora26712	69	48	66	62	60	66	67	99	45	51	62	41	81	58	47	39
chr11	5033028	5034028	Amillepora26711	17	10	11	20	37	38	38	30	13	15	14	11	30	13	13	4
chr11	5032250	5033250	Amillepora26710	11	4	7	11	13	21	16	18	14	17	21	15	21	9	10	8
chr11	5092208	5093208	Amillepora26714	17	12	40	12	30	34	26	30	65	91	95	47	115	86	82	68
chr11	5107604	5108604	Amillepora26715	17	13	14	8	13	23	20	18	34	44	39	30	72	36	49	51
chr11	5045876	5046876	Amillepora26713	12	8	15	13	10	10	12	17	28	43	33	40	36	26	21	28
chr11	5152749	5153749	Amillepora26716	18	12	20	28	37	39	28	46	55	74	69	46	84	77	61	50
chr11	5158940	5159940	Amillepora26718	24	14	32	22	27	30	17	17	48	66	75	59	89	51	71	67
chr11	5177639	5178639	Amillepora26722	49	35	53	33	24	26	24	30	76	101	106	80	65	59	65	50
chr11	5174271	5175271	Amillepora26720	27	16	28	32	9	24	12	23	57	79	94	68	51	37	59	31
chr11	5165691	5166691	Amillepora26719	17	20	33	22	15	36	11	20	71	83	92	66	49	52	71	42
chr11	5174985	5175985	Amillepora26721	51	31	43	41	11	25	19	27	71	92	111	70	64	46	57	27
chr11	5181867	5182867	Amillepora26723	28	8	21	19	17	17	12	17	53	93	101	65	77	56	62	52
chr11	5243776	5244776	Amillepora26727	27	7	28	20	31	34	25	32	86	85	95	75	123	74	94	74
chr11	5279244	5280244	Amillepora26730	5	2	7	3	15	13	8	20	16	20	22	13	57	30	38	33
chr11	5227742	5228742	Amillepora26725	28	12	16	23	24	22	12	24	66	90	107	58	71	56	70	49
chr11	5269244	5270244	Amillepora26729	42	22	38	21	44	48	31	47	108	126	133	100	167	103	128	91
chr11	5260390	5261390	Amillepora26728	36	17	33	20	35	59	30	42	103	126	136	83	148	110	127	112
chr11	5183039	5184039	Amillepora26724	43	23	46	33	19	26	25	23	75	91	119	71	93	53	71	47
chr11	5340748	5341748	Amillepora26737	7	5	7	2	1	4	7	3	15	15	14	12	15	10	7	5
chr11	5378229	5379229	Amillepora26739	2	1	0	2	0	3	2	1	5	2	4	2	9	0	2	3
chr11	5370939	5371939	Amillepora26738	43	30	40	49	13	12	15	16	11	23	15	13	18	15	8	16
chr11	5309447	5310447	Amillepora26733	44	14	41	27	58	63	40	43	117	117	131	102	177	121	164	127
chr11	5330480	5331480	Amillepora26735	3	2	3	4	4	4	5	8	7	18	12	6	30	18	19	17
chr11	5298967	5299967	Amillepora26732	73	24	68	50	60	90	62	86	190	199	219	166	296	185	244	194
chr11	5320778	5321778	Amillepora26734	9	4	4	4	13	16	9	6	16	17	29	28	26	30	33	21
chr11	5339634	5340634	Amillepora26736	5	3	8	7	11	13	8	10	21	23	31	15	35	24	23	22
chr11	5290235	5291235	Amillepora26731	21	5	15	11	17	23	13	20	52	55	64	55	89	46	60	53
chr11	5394012	5395012	Amillepora26740	69	36	52	44	34	39	37	42	77	82	101	87	92	67	64	50
chr11	5460444	5461444	Amillepora26742	18	16	17	21	28	33	13	39	15	18	21	12	54	43	40	39
chr11	5424331	5425331	Amillepora26741	25	24	22	27	52	55	55	62	25	30	44	22	63	38	48	44
chr11	5465678	5466678	Amillepora26743	93	107	75	90	27	42	41	32	20	33	26	14	17	19	8	7
chr11	5481418	5482418	Amillepora26746	50	50	44	56	73	68	85	101	38	38	47	43	73	59	48	31
chr11	5470925	5471925	Amillepora26745	43	32	41	35	7	11	7	15	26	25	35	27	33	20	12	16
chr11	5470024	5471024	Amillepora26744	37	28	37	42	10	16	14	16	30	30	43	31	37	25	21	19
chr11	5496833	5497833	Amillepora26747	5	3	5	8	7	2	3	7	13	8	14	9	13	13	10	10
chr11	5550496	5551496	Amillepora26752	14	8	18	13	17	27	18	24	27	33	33	23	48	46	46	36
chr11	5555449	5556449	Amillepora26753	24	9	16	13	15	23	13	12	34	32	49	27	80	50	46	31
chr11	5577995	5578995	Amillepora26755	12	3	11	4	19	21	8	22	52	40	59	25	84	65	65	48
chr11	5538690	5539690	Amillepora26751	22	9	20	13	12	15	9	19	43	52	54	41	53	34	50	22
chr11	5514138	5515138	Amillepora26750	74	58	59	66	48	56	51	86	39	62	77	33	66	35	41	45
chr11	5584501	5585501	Amillepora26756	36	18	28	17	33	45	23	48	69	89	81	57	119	106	105	95
chr11	5562668	5563668	Amillepora26754	6	5	8	4	23	21	10	15	17	21	26	17	65	35	46	22
chr11	5511351	5512351	Amillepora26748	89	88	90	80	80	89	99	129	48	47	42	41	103	60	46	33
chr11	5511991	5512991	Amillepora26749	135	107	105	96	88	112	113	156	58	66	48	49	104	69	55	40
chr11	5677493	5678493	Amillepora26765	21	18	23	20	36	42	42	44	58	63	71	69	139	85	110	92
chr11	5649230	5650230	Amillepora26764	90	76	86	83	69	66	75	93	63	88	60	51	73	53	44	25
chr11	5644327	5645327	Amillepora26762	30	19	41	31	38	37	26	61	71	87	84	55	100	52	68	40
chr11	5629446	5630446	Amillepora26761	36	18	23	28	35	51	40	66	63	78	90	59	116	58	65	62
chr11	5598385	5599385	Amillepora26757	16	10	18	11	20	25	13	13	47	52	68	42	70	60	63	37
chr11	5614619	5615619	Amillepora26760	21	11	10	16	21	20	20	29	25	31	36	29	54	36	63	44
chr11	5606621	5607621	Amillepora26758	15	7	17	5	21	35	13	34	31	32	41	22	81	68	70	69
chr11	5763282	5764282	Amillepora26775	20	11	21	24	28	36	23	40	27	34	40	27	55	48	60	42
chr11	5746011	5747011	Amillepora26773	51	42	49	53	73	119	95	130	34	37	51	31	65	45	34	24
chr11	5712046	5713046	Amillepora26767	91	88	71	90	191	233	180	194	26	43	28	20	35	45	24	8
chr11	5737849	5738849	Amillepora26770	0	0	0	0	80	83	95	85	0	0	0	0	28	30	8	7
chr11	5722277	5723277	Amillepora26768	17	15	24	26	112	111	135	116	11	6	14	8	36	40	17	8
chr11	5739418	5740418	Amillepora26772	22	5	14	7	213	265	193	230	23	32	33	29	65	65	22	15
chr11	5747284	5748284	Amillepora26774	23	21	29	16	80	84	102	97	25	27	23	17	47	27	10	11
chr11	5739080	5740080	Amillepora26771	10	3	4	3	159	191	142	160	7	15	13	8	31	43	15	8
chr11	5734160	5735160	Amillepora26769	7	2	6	3	86	97	90	120	3	6	7	7	45	32	17	9
chr11	5850737	5851737	Amillepora26778	20	6	13	12	13	26	17	21	40	48	47	45	65	50	50	37
chr11	5867250	5868250	Amillepora26782	10	8	14	9	18	12	15	16	23	29	53	32	35	25	42	21
chr11	5803214	5804214	Amillepora26776	24	21	21	15	22	26	23	24	9	12	13	12	35	18	19	13
chr11	5839884	5840884	Amillepora26777	18	7	19	7	17	15	13	20	47	36	45	42	51	38	49	40
chr11	5904275	5905275	Amillepora26787	17	14	16	18	15	12	10	12	47	35	64	29	39	27	30	17
chr11	5947863	5948863	Amillepora26790	0	1	1	0	1	1	0	0	0	0	1	2	9	1	2	1
chr11	5959523	5960523	Amillepora26791	4	1	2	2	1	3	1	1	8	9	14	10	3	3	5	6
chr11	5930363	5931363	Amillepora26789	25	7	18	11	0	1	1	1	58	42	53	56	3	2	1	1
chr11	5972071	5973071	Amillepora26792	16	11	19	15	13	28	24	33	48	35	55	34	86	47	51	46
chr11	5915092	5916092	Amillepora26788	21	16	24	26	17	21	23	28	25	27	28	18	30	27	19	15
chr11	5900148	5901148	Amillepora26786	20	16	24	22	14	16	25	31	34	50	55	30	72	37	58	40
chr11	5874724	5875724	Amillepora26783	12	11	15	11	15	15	18	23	34	46	59	39	52	31	42	44
chr11	5883967	5884967	Amillepora26784	26	9	18	17	17	25	14	33	41	47	45	40	59	42	32	30
chr11	5894261	5895261	Amillepora26785	25	15	21	17	6	6	4	12	44	48	60	34	24	15	11	10
chr11	6051479	6052479	Amillepora26802	18	6	17	12	20	18	8	21	34	38	41	29	47	34	42	36
chr11	6076943	6077943	Amillepora26804	29	19	32	17	31	27	21	34	64	73	83	52	90	63	43	40
chr11	6016752	6017752	Amillepora26798	25	10	30	19	19	24	18	29	53	59	58	47	63	59	70	52
chr11	5976357	5977357	Amillepora26793	17	6	10	13	14	19	13	31	28	30	49	26	51	31	36	23
chr11	5988054	5989054	Amillepora26795	22	10	26	21	34	45	35	51	40	45	58	40	100	88	82	49
chr11	5982213	5983213	Amillepora26794	18	9	16	17	22	29	26	38	32	30	45	30	47	30	45	29
chr11	5999743	6000743	Amillepora26796	10	4	8	5	13	2	6	13	20	23	16	15	21	19	24	9
chr11	6008693	6009693	Amillepora26797	18	11	18	15	13	19	13	11	28	34	38	37	38	32	31	19
chr11	6075900	6076900	Amillepora26803	31	18	28	26	21	39	23	29	55	64	86	60	95	66	64	52
chr11	6040865	6041865	Amillepora26800	24	5	14	9	13	14	7	9	28	46	45	44	47	27	29	35
chr11	6028151	6029151	Amillepora26799	159	146	130	150	46	41	45	56	55	57	56	49	53	36	47	45
chr11	6131095	6132095	Amillepora26808	25	17	35	24	33	37	34	33	80	77	82	64	112	66	103	71
chr11	6131867	6132867	Amillepora26807	24	24	38	29	27	37	22	34	68	71	80	52	112	56	68	61
chr11	6109537	6110537	Amillepora26806	32	21	31	22	30	32	27	30	62	89	87	60	91	70	108	74
chr11	6173392	6174392	Amillepora26809	62	38	30	28	39	52	32	44	75	66	82	54	111	68	71	56
chr11	6094517	6095517	Amillepora26805	83	73	83	75	65	71	63	78	52	74	70	69	84	55	22	21
chr11	6172544	6173544	Amillepora26810	29	23	32	30	36	35	23	30	69	82	61	42	104	52	71	44
chr11	6175535	6176535	Amillepora26811	135	111	125	108	69	72	69	91	39	49	33	36	83	68	36	26
chr11	6257735	6258735	Amillepora26817	47	31	39	34	44	44	35	50	68	71	88	50	113	83	79	63
chr11	6233389	6234389	Amillepora26815	34	11	24	23	19	27	21	31	52	81	101	61	113	76	92	70
chr11	6208498	6209498	Amillepora26813	41	18	26	20	36	27	21	29	80	91	82	59	89	77	61	64
chr11	6201819	6202819	Amillepora26812	22	18	38	23	30	31	26	32	70	79	77	58	97	71	78	65
chr11	6258081	6259081	Amillepora26816	45	31	43	40	40	42	33	61	66	72	97	58	112	88	75	53
chr11	6230687	6231687	Amillepora26814	29	17	35	19	23	36	27	30	79	62	93	65	95	84	92	56
chr11	6344218	6345218	Amillepora26824	57	57	57	64	39	47	40	63	60	58	74	55	104	66	80	58
chr11	6281198	6282198	Amillepora26819	1	0	0	2	0	0	0	0	0	0	0	0	3	2	3	1
chr11	6426191	6427191	Amillepora26827	32	18	27	25	33	40	31	33	50	76	81	67	89	70	65	54
chr11	6469320	6470320	Amillepora26832	27	19	37	27	26	49	17	33	59	70	62	36	77	47	59	34
chr11	6437231	6438231	Amillepora26828	36	39	37	47	33	39	52	53	57	63	78	49	73	54	49	42
chr11	6410676	6411676	Amillepora26825	17	15	18	20	17	27	16	28	27	38	42	23	53	41	41	37
chr11	6426876	6427876	Amillepora26826	36	17	24	27	30	34	35	44	63	58	87	57	108	83	78	71
chr11	6446919	6447919	Amillepora26829	25	26	24	26	43	50	38	50	71	97	102	78	100	99	84	66
chr11	6465016	6466016	Amillepora26830	40	17	34	35	27	27	37	51	60	65	96	67	87	71	73	53
chr11	6569225	6570225	Amillepora26838	28	19	29	25	36	29	19	29	69	88	79	74	91	65	75	58
chr11	6501407	6502407	Amillepora26835	30	8	21	21	27	44	27	45	69	75	98	61	111	87	63	57
chr11	6544815	6545815	Amillepora26837	30	13	22	16	18	37	28	32	63	74	75	66	102	65	94	63
chr11	6500097	6501097	Amillepora26834	26	11	37	19	26	29	12	29	61	76	79	55	100	58	70	49
chr11	6579483	6580483	Amillepora26839	17	9	25	17	31	39	30	23	77	74	84	43	98	75	85	69
chr11	6655549	6656549	Amillepora26843	37	17	30	29	34	34	34	42	62	74	70	70	113	71	72	55
chr11	6641600	6642600	Amillepora26841	28	13	25	23	30	31	31	34	39	56	71	46	84	46	68	57
chr11	6667701	6668701	Amillepora26844	38	13	30	26	26	36	25	35	73	92	108	74	119	88	72	90
chr11	6607085	6608085	Amillepora26840	38	30	52	36	39	39	20	52	68	70	89	58	58	47	52	43
chr11	6768810	6769810	Amillepora26850	23	8	10	6	20	15	8	20	39	55	54	36	51	32	38	35
chr11	6706750	6707750	Amillepora26848	25	7	26	16	23	30	20	30	62	79	72	44	88	50	71	55
chr11	6692882	6693882	Amillepora26847	33	17	30	32	42	29	30	47	56	79	104	71	90	78	100	86
chr11	6784730	6785730	Amillepora26851	1	0	0	1	21	26	13	23	0	0	0	0	61	34	39	28
chr11	6762256	6763256	Amillepora26849	39	16	28	26	29	32	31	44	39	49	44	39	70	44	58	36
chr11	6688313	6689313	Amillepora26846	46	26	57	48	53	52	37	68	86	97	101	86	143	88	105	74
chr11	6855220	6856220	Amillepora26857	17	9	9	17	18	15	13	26	25	42	50	23	51	49	47	22
chr11	6836942	6837942	Amillepora26855	0	1	2	4	4	1	2	3	3	7	6	6	13	2	4	6
chr11	6816408	6817408	Amillepora26854	0	0	1	0	0	0	0	2	2	2	1	1	1	0	0	0
chr11	6788574	6789574	Amillepora26852	0	0	2	0	19	13	12	18	0	2	1	0	50	39	43	28
chr11	6804402	6805402	Amillepora26853	16	13	18	15	19	24	17	17	26	31	31	16	36	33	34	32
chr11	6880618	6881618	Amillepora26858	27	19	21	22	21	28	23	35	37	52	61	41	51	46	36	42
chr11	6855714	6856714	Amillepora26856	19	13	13	19	13	18	24	34	28	37	51	34	52	38	39	26
chr11	6897302	6898302	Amillepora26860	6	5	2	4	11	8	6	8	3	4	6	6	36	34	26	26
chr11	6924555	6925555	Amillepora26863	128	148	124	145	79	106	75	93	36	39	31	48	51	41	34	30
chr11	6987092	6988092	Amillepora26867	4	1	1	2	4	3	1	0	5	1	2	5	9	3	3	5
chr11	6897539	6898539	Amillepora26859	1	2	0	1	14	14	6	11	3	2	5	1	42	34	31	26
chr11	6960576	6961576	Amillepora26865	35	27	33	27	30	30	27	46	60	49	64	43	71	63	53	42
chr11	6940194	6941194	Amillepora26864	68	46	69	61	55	65	43	60	135	189	166	123	140	98	88	49
chr11	7042559	7043559	Amillepora26872	35	19	30	16	20	19	19	34	45	39	48	41	46	33	30	35
chr11	7027888	7028888	Amillepora26871	27	10	23	19	27	30	21	31	66	56	63	48	79	49	56	41
chr11	7015606	7016606	Amillepora26870	57	56	62	40	27	33	19	35	37	59	70	45	35	33	25	14
chr11	6965715	6966715	Amillepora26866	15	7	11	7	14	17	9	17	32	29	38	24	50	35	46	49
chr11	6987851	6988851	Amillepora26868	0	0	0	0	5	8	5	8	1	0	1	0	13	11	5	10
chr11	7001562	7002562	Amillepora26869	1	2	1	2	0	0	0	0	1	4	3	1	1	1	1	1
chr11	7086502	7087502	Amillepora26874	29	16	20	28	29	35	34	34	73	96	91	56	99	73	88	57
chr11	7071803	7072803	Amillepora26873	14	14	16	8	26	23	12	24	32	42	49	25	68	42	53	39
chr11	7086879	7087879	Amillepora26875	36	17	25	31	29	34	26	29	78	96	90	52	85	59	70	62
chr11	7123117	7124117	Amillepora26878	28	13	30	20	13	24	19	28	44	58	59	48	67	48	68	52
chr11	7153597	7154597	Amillepora26880	34	26	28	33	18	16	22	26	45	57	56	46	56	40	53	31
chr11	7142473	7143473	Amillepora26879	31	20	28	37	39	34	28	47	64	91	81	54	93	55	72	45
chr11	7315137	7316137	Amillepora26890	8	1	5	7	1	8	3	6	2	17	3	4	14	10	8	6
chr11	7348827	7349827	Amillepora26892	39	19	43	36	31	34	31	31	42	44	68	41	54	49	53	24
chr11	7240619	7241619	Amillepora26884	15	7	21	9	5	13	7	7	35	52	39	30	33	18	25	14
chr11	7289976	7290976	Amillepora26888	20	15	19	11	12	14	8	7	63	71	66	51	51	32	25	16
chr11	7344830	7345830	Amillepora26891	33	17	44	23	45	45	46	61	64	65	72	60	103	83	91	60
chr11	7266738	7267738	Amillepora26886	15	13	13	12	9	3	4	13	23	29	28	30	18	19	24	15
chr11	7278280	7279280	Amillepora26887	3	1	1	1	4	8	1	2	5	3	8	4	9	8	3	2
chr11	7373444	7374444	Amillepora26893	41	27	35	45	42	33	41	51	62	65	70	53	83	77	62	43
chr11	7250866	7251866	Amillepora26885	0	0	1	0	0	2	0	0	0	2	2	4	0	1	1	0
chr11	7387116	7388116	Amillepora26897	61	48	67	62	55	73	68	58	54	74	65	52	62	62	31	24
chr11	7377694	7378694	Amillepora26896	45	38	50	42	38	52	41	51	78	72	79	62	94	61	75	45
chr11	7566328	7567328	Amillepora26904	212	207	166	181	125	136	143	161	46	64	49	61	54	51	21	21
chr11	7489795	7490795	Amillepora26899	19	9	17	17	8	10	7	23	14	18	21	11	31	21	23	20
chr11	7553349	7554349	Amillepora26902	82	72	78	80	109	118	116	139	29	57	29	37	119	93	85	65
chr11	7471100	7472100	Amillepora26898	24	11	31	11	14	19	16	15	25	43	52	39	48	35	37	32
chr11	7497250	7498250	Amillepora26900	79	89	90	96	155	159	143	187	20	24	14	19	57	55	18	10
chr11	7558781	7559781	Amillepora26903	86	74	70	75	112	109	134	167	43	40	38	28	115	101	65	47
chr11	7526048	7527048	Amillepora26901	1	0	1	3	5	10	10	6	3	2	3	2	7	5	9	4
chr11	7678201	7679201	Amillepora26913	37	25	43	26	20	26	26	40	62	72	70	62	79	54	45	41
chr11	7652228	7653228	Amillepora26910	28	15	28	16	25	36	20	47	54	67	70	55	97	72	67	55
chr11	7661159	7662159	Amillepora26911	20	15	24	16	20	25	16	22	61	65	90	53	76	51	71	52
chr11	7674213	7675213	Amillepora26912	22	9	32	20	21	30	13	28	65	86	89	47	70	42	56	40
chr11	7588560	7589560	Amillepora26908	83	82	86	87	68	62	66	68	30	28	37	28	44	44	20	10
chr11	7587661	7588661	Amillepora26907	110	102	93	112	102	121	122	138	29	35	38	29	66	54	18	8
chr11	7750295	7751295	Amillepora26918	11	3	10	8	35	33	31	39	21	25	21	19	127	71	105	91
chr11	7760838	7761838	Amillepora26921	27	7	21	16	19	20	12	19	51	106	86	53	65	53	52	48
chr11	7750767	7751767	Amillepora26917	33	16	29	29	45	50	48	55	45	68	78	47	112	73	112	83
chr11	7772704	7773704	Amillepora26922	99	89	106	110	53	63	63	87	51	58	78	46	97	56	64	45
chr11	7717458	7718458	Amillepora26915	31	17	20	18	35	25	23	32	58	80	84	52	87	71	70	61
chr11	7740895	7741895	Amillepora26916	42	20	30	27	40	41	25	40	62	84	106	66	100	80	70	55
chr11	7700056	7701056	Amillepora26914	49	37	46	43	21	20	16	28	79	96	86	55	40	22	29	30
chr11	7761956	7762956	Amillepora26920	22	11	33	19	37	33	18	31	48	82	92	51	101	79	81	59
chr11	7754983	7755983	Amillepora26919	41	18	42	33	33	41	24	35	77	81	109	63	96	70	82	61
chr11	7881826	7882826	Amillepora26929	34	20	35	21	26	41	23	36	63	80	86	65	93	90	70	60
chr11	7802178	7803178	Amillepora26925	29	28	63	42	42	48	47	58	82	94	119	75	95	73	91	74
chr11	7811601	7812601	Amillepora26926	62	35	45	38	37	52	33	37	112	111	128	91	135	99	104	62
chr11	7844170	7845170	Amillepora26927	28	30	32	32	41	40	23	49	84	97	85	73	98	88	60	45
chr11	7854225	7855225	Amillepora26928	42	26	27	25	29	36	27	39	53	61	66	69	99	69	39	56
chr11	7771672	7772672	Amillepora26923	78	56	73	64	48	48	43	69	92	89	92	77	114	79	77	66
chr11	7948301	7949301	Amillepora26933	39	25	36	32	39	38	31	51	61	69	82	56	120	73	87	60
chr11	7907035	7908035	Amillepora26932	27	21	29	29	34	47	27	53	65	73	79	58	124	81	80	62
chr11	7983054	7984054	Amillepora26941	20	8	29	23	36	46	31	33	69	77	70	57	116	70	76	56
chr11	7978442	7979442	Amillepora26940	26	23	31	33	33	25	21	35	84	76	114	55	107	78	83	65
chr11	7894848	7895848	Amillepora26930	37	25	29	30	27	28	19	26	72	92	95	63	106	83	76	74
chr11	8050605	8051605	Amillepora26946	26	14	24	22	24	35	17	25	67	74	105	49	111	75	74	48
chr11	8065905	8066905	Amillepora26947	43	29	41	42	38	43	43	62	70	69	79	65	103	72	64	46
chr11	8049597	8050597	Amillepora26945	27	15	31	22	30	40	29	38	64	84	107	67	113	76	88	73
chr11	7993541	7994541	Amillepora26942	68	71	71	91	55	64	49	53	43	39	56	34	39	45	34	21
chr11	7996140	7997140	Amillepora26943	89	107	111	119	93	83	82	77	55	59	59	42	53	29	35	30
chr11	8110631	8111631	Amillepora26948	31	19	34	38	47	54	28	50	71	85	93	63	133	102	94	78
chr11	8161927	8162927	Amillepora26951	13	10	13	14	33	48	22	28	41	46	51	27	118	72	82	42
chr11	8129363	8130363	Amillepora26950	17	4	14	12	29	28	22	37	28	31	32	29	92	93	100	72
chr11	8195248	8196248	Amillepora26954	38	7	24	16	28	34	20	30	74	55	70	53	113	87	71	65
chr11	8246258	8247258	Amillepora26960	24	8	15	16	71	79	51	77	48	62	74	57	263	183	186	134
chr11	8251890	8252890	Amillepora26961	22	9	14	8	20	31	14	21	47	46	45	30	71	40	50	54
chr11	8237595	8238595	Amillepora26959	26	15	7	30	26	29	19	21	54	65	61	45	78	56	52	42
chr11	8195475	8196475	Amillepora26953	31	11	25	14	29	32	19	33	72	61	74	58	111	84	75	64
chr11	8202887	8203887	Amillepora26955	35	24	50	28	22	38	25	36	69	73	88	58	96	53	49	49
chr11	8257397	8258397	Amillepora26962	21	7	18	18	44	60	35	44	29	44	53	36	161	107	112	82
chr11	8222105	8223105	Amillepora26957	28	6	15	16	30	25	13	27	48	60	86	49	76	62	40	36
chr11	8288904	8289904	Amillepora26965	14	15	28	15	20	27	17	23	54	73	74	56	92	52	63	57
chr11	8217539	8218539	Amillepora26956	32	10	28	18	20	28	16	20	47	69	85	60	89	61	49	53
chr11	8263237	8264237	Amillepora26963	19	7	10	9	41	44	17	31	49	41	52	29	102	80	75	58
chr11	8229433	8230433	Amillepora26958	19	13	21	8	18	28	21	22	36	52	52	40	67	54	51	32
chr11	8270865	8271865	Amillepora26964	49	33	50	29	68	100	37	77	95	95	121	78	216	151	160	136
chr11	8338820	8339820	Amillepora26969	34	9	26	20	21	36	17	28	61	71	67	56	123	72	91	71
chr11	8292633	8293633	Amillepora26966	17	12	16	16	37	45	32	62	35	50	57	27	153	95	115	84
chr11	8335672	8336672	Amillepora26968	33	16	38	22	27	26	26	30	71	73	86	53	100	79	69	43
chr11	8300098	8301098	Amillepora26967	69	58	68	60	40	57	60	64	75	101	108	72	134	94	74	76
chr11	8411695	8412695	Amillepora26975	31	31	33	39	45	54	43	56	43	69	62	52	156	110	139	80
chr11	8466324	8467324	Amillepora26978	32	21	32	31	50	48	44	71	69	72	96	64	124	109	89	89
chr11	8447129	8448129	Amillepora26976	47	22	39	27	45	39	29	51	68	73	95	58	122	70	81	69
chr11	8396919	8397919	Amillepora26973	27	19	25	30	25	38	31	48	61	62	75	50	100	62	81	60
chr11	8402725	8403725	Amillepora26974	49	36	46	40	41	52	42	56	30	37	55	35	89	81	56	61
chr11	8510447	8511447	Amillepora26981	38	5	24	23	24	29	16	35	80	81	86	56	109	65	79	75
chr11	8504843	8505843	Amillepora26980	31	16	31	20	30	34	14	25	65	74	85	53	124	67	80	63
chr11	8516923	8517923	Amillepora26982	38	26	33	27	28	37	26	51	80	66	95	77	100	64	89	62
chr11	8474867	8475867	Amillepora26979	37	14	38	26	29	33	19	30	63	64	83	57	123	73	106	75
chr11	8578415	8579415	Amillepora26985	27	14	44	27	33	49	26	28	90	108	127	67	117	93	125	98
chr11	8586186	8587186	Amillepora26986	45	34	41	31	42	59	47	66	67	86	87	64	129	75	111	82
chr11	8593520	8594520	Amillepora26987	38	26	38	26	45	60	44	63	67	80	82	64	163	108	104	99
chr11	8599000	8600000	Amillepora26988	19	16	24	22	19	16	20	17	20	35	39	28	41	30	34	30
chr11	8767999	8768999	Amillepora26993	69	68	65	62	90	104	72	110	22	38	28	24	85	83	25	29
chr11	8765652	8766652	Amillepora26992	60	56	50	54	97	95	90	136	38	47	42	38	103	78	37	29
chr11	8702855	8703855	Amillepora26991	61	47	60	49	10	10	8	8	33	27	25	22	27	22	25	19
chr11	8773042	8774042	Amillepora26994	47	36	44	45	46	55	55	50	59	86	79	52	87	65	67	53
chr11	8671194	8672194	Amillepora26990	30	20	41	30	27	25	18	32	68	81	107	72	55	34	32	32
chr11	8788944	8789944	Amillepora26996	16	12	24	23	25	27	24	25	64	58	72	50	96	68	97	71
chr11	8836032	8837032	Amillepora27000	20	20	29	32	35	39	26	48	64	71	82	50	103	80	82	58
chr11	8853312	8854312	Amillepora27002	27	14	27	26	29	34	28	39	77	71	79	54	96	68	44	47
chr11	8831069	8832069	Amillepora26999	40	19	45	41	33	34	28	43	87	109	113	87	128	82	98	68
chr11	8848108	8849108	Amillepora27001	23	16	19	15	33	30	14	25	46	54	61	53	77	62	52	48
chr11	8808934	8809934	Amillepora26997	18	4	14	9	30	42	15	27	40	51	58	38	107	76	81	71
chr11	8820037	8821037	Amillepora26998	57	35	53	34	46	38	33	49	54	50	80	45	105	56	75	58
chr11	8867277	8868277	Amillepora27003	38	19	30	24	33	40	18	40	67	72	97	66	93	66	64	52
chr11	8883812	8884812	Amillepora27004	10	7	22	13	9	25	13	24	40	44	46	22	34	27	41	23
chr11	9049665	9050665	Amillepora27006	20	11	25	21	46	45	26	49	79	97	95	79	141	104	126	99
chr11	9072706	9073706	Amillepora27007	31	19	45	22	39	52	35	62	75	86	112	89	174	121	141	105
chr11	9043347	9044347	Amillepora27005	35	12	21	20	20	23	6	18	57	74	76	69	51	44	49	35
chr11	9094435	9095435	Amillepora27010	20	15	18	13	35	27	20	33	45	55	54	26	90	61	78	48
chr11	9079826	9080826	Amillepora27008	42	20	27	39	37	46	43	64	95	112	118	86	171	114	158	121
chr11	9170000	9171000	Amillepora27012	24	11	28	21	25	42	34	51	36	49	52	34	83	54	66	37
chr11	9192864	9193864	Amillepora27015	17	12	24	16	13	29	19	18	49	59	64	53	55	46	45	29
chr11	9184689	9185689	Amillepora27014	24	10	17	23	16	20	12	22	84	77	96	55	81	42	58	39
chr11	9352210	9353210	Amillepora27027	54	46	50	46	35	35	31	41	56	80	103	53	90	62	84	61
chr11	9298576	9299576	Amillepora27025	31	18	28	28	35	23	23	49	63	89	90	71	118	74	69	62
chr11	9293671	9294671	Amillepora27024	48	48	56	42	48	69	61	76	82	96	116	84	150	97	113	79
chr11	9261431	9262431	Amillepora27020	26	14	17	20	30	37	30	56	39	58	56	36	83	51	58	38
chr11	9287393	9288393	Amillepora27023	31	13	30	22	25	36	23	32	53	73	91	68	104	86	76	74
chr11	9267616	9268616	Amillepora27021	35	18	31	33	60	68	56	75	48	58	58	33	142	96	81	81
chr11	9240363	9241363	Amillepora27018	14	9	21	11	14	34	9	28	42	41	55	37	56	47	54	44
