chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr10	9858445	9858945	Amillepora17745	16	13	9	14	17	10	11	12	11	7	11	14	15	10	7	11
chr10	9810605	9811105	Amillepora17743	4	0	2	0	11	14	13	24	3	3	6	2	34	14	31	30
chr10	9789894	9790394	Amillepora17738	5	4	9	5	6	3	4	3	10	10	8	5	14	8	9	5
chr10	9788968	9789468	Amillepora17737	5	1	3	0	1	3	2	4	3	7	7	1	0	2	3	4
chr10	9792051	9792551	Amillepora17741	4	1	6	2	4	1	4	4	1	11	12	8	14	11	3	7
chr10	9793573	9794073	Amillepora17742	2	2	1	1	0	0	0	0	5	6	6	3	0	0	0	0
chr10	9865780	9866280	Amillepora17746	0	0	1	2	2	1	1	1	2	0	0	0	1	2	1	1
chr10	9791619	9792119	Amillepora17740	3	1	2	1	1	0	3	3	6	10	11	8	8	6	2	6
chr10	9791007	9791507	Amillepora17739	8	2	4	0	3	5	2	6	9	13	13	11	20	12	13	4
chr10	9844755	9845255	Amillepora17744	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr10	9933689	9934189	Amillepora17753	54	41	33	33	36	45	49	46	46	53	59	40	67	40	34	34
chr10	9886421	9886921	Amillepora17751	24	14	14	9	14	19	12	23	29	34	38	35	70	45	52	38
chr10	9953097	9953597	Amillepora17754	45	16	30	23	32	47	36	38	35	40	41	45	79	42	65	50
chr10	9873150	9873650	Amillepora17749	12	7	13	6	19	17	13	10	34	42	44	28	53	30	44	30
chr10	9887516	9888016	Amillepora17752	15	10	16	11	5	12	8	11	35	40	60	46	51	27	26	22
chr10	10028941	10029441	Amillepora17756	42	38	35	37	31	38	41	42	31	34	54	51	74	43	48	44
chr10	10025821	10026321	Amillepora17755	39	39	55	51	24	26	26	27	51	55	73	44	57	30	46	29
chr10	10045213	10045713	Amillepora17758	14	8	21	11	10	16	12	11	35	39	43	28	62	28	36	33
chr10	10042006	10042506	Amillepora17757	14	5	15	9	13	11	14	7	32	28	49	45	53	33	40	40
chr10	10172975	10173475	Amillepora17766	12	5	9	7	5	16	9	8	15	29	22	18	45	19	22	20
chr10	10131432	10131932	Amillepora17763	24	9	17	17	16	20	13	17	38	52	55	31	60	28	42	35
chr10	10110375	10110875	Amillepora17762	11	8	14	7	19	16	6	16	21	39	45	35	56	27	45	23
chr10	10104617	10105117	Amillepora17761	16	13	12	9	21	20	14	26	33	46	63	39	35	36	41	28
chr10	10096462	10096962	Amillepora17759	14	2	10	10	9	19	6	13	13	29	33	19	44	29	29	34
chr10	10162584	10163084	Amillepora17764	10	8	4	5	8	8	6	5	13	13	7	10	19	16	6	8
chr10	10201096	10201596	Amillepora17769	20	12	11	6	21	21	21	19	35	49	53	33	53	23	36	36
chr10	10222383	10222883	Amillepora17771	8	5	17	8	10	17	4	14	30	42	45	43	50	41	40	38
chr10	10259721	10260221	Amillepora17773	25	14	27	23	19	26	13	41	57	74	70	54	53	33	42	37
chr10	10202562	10203062	Amillepora17767	27	28	21	27	28	43	38	53	32	38	49	34	55	51	23	14
chr10	10241223	10241723	Amillepora17772	14	3	11	6	13	17	10	10	26	41	58	28	55	48	34	35
chr10	10208675	10209175	Amillepora17770	13	10	10	11	16	23	14	25	24	30	40	23	61	32	32	37
chr10	10304425	10304925	Amillepora17778	18	6	15	10	17	19	16	25	26	43	38	28	49	36	51	37
chr10	10355780	10356280	Amillepora17783	17	18	22	18	18	17	21	41	39	34	44	36	65	42	43	28
chr10	10346345	10346845	Amillepora17782	25	12	24	15	14	27	17	30	52	39	44	38	50	33	32	29
chr10	10384541	10385041	Amillepora17786	92	92	81	93	46	57	64	81	25	17	28	31	41	39	21	11
chr10	10328228	10328728	Amillepora17780	11	3	18	9	17	16	16	24	38	47	45	26	53	36	62	40
chr10	10340095	10340595	Amillepora17781	18	5	19	9	16	19	10	18	26	39	37	33	46	37	46	23
chr10	10297165	10297665	Amillepora17777	8	12	18	12	17	32	21	26	21	43	32	32	51	39	41	29
chr10	10424838	10425338	Amillepora17792	96	53	66	81	28	33	37	35	16	35	34	22	22	21	20	12
chr10	10424105	10424605	Amillepora17791	148	132	123	128	67	64	60	82	39	67	68	58	52	43	23	19
chr10	10411878	10412378	Amillepora17790	232	237	175	236	166	192	176	191	33	45	47	42	53	52	35	20
chr10	10477591	10478091	Amillepora17795	27	41	32	29	24	32	29	39	7	12	15	14	32	22	30	21
chr10	10432970	10433470	Amillepora17793	172	217	168	235	96	148	88	114	21	17	37	18	22	20	30	20
chr10	10480708	10481208	Amillepora17796	56	40	41	47	16	20	30	23	21	25	18	15	49	30	49	35
chr10	10387070	10387570	Amillepora17787	83	63	55	77	54	82	55	57	21	41	35	31	68	42	45	40
chr10	10391440	10391940	Amillepora17788	79	67	63	74	47	56	47	55	7	13	7	6	13	18	4	2
chr10	10384096	10384596	Amillepora17785	51	50	52	49	32	44	51	62	17	28	28	23	54	35	19	12
chr10	10383690	10384190	Amillepora17784	67	47	56	58	42	59	39	57	14	34	22	22	48	33	22	13
chr10	10476405	10476905	Amillepora17794	73	61	61	86	67	75	57	66	27	27	34	30	69	41	44	40
chr10	10558563	10559063	Amillepora17805	41	38	32	32	51	64	40	44	15	17	20	10	48	25	27	14
chr10	10490564	10491064	Amillepora17797	136	165	119	150	54	62	65	90	23	32	32	25	28	24	16	9
chr10	10562613	10563113	Amillepora17806	29	22	23	21	17	11	10	9	28	24	28	14	28	16	13	10
chr10	10495668	10496168	Amillepora17799	82	61	76	58	35	39	37	53	39	55	60	41	38	28	18	19
chr10	10495486	10495986	Amillepora17798	99	65	83	70	43	49	45	53	48	73	70	42	48	36	21	24
chr10	10558313	10558813	Amillepora17803	38	37	30	35	49	56	37	38	18	20	21	10	47	25	23	18
chr10	10528479	10528979	Amillepora17801	45	58	44	39	40	38	35	43	17	24	30	22	57	29	27	27
chr10	10533125	10533625	Amillepora17802	67	54	55	75	26	26	30	24	24	23	24	21	30	25	14	10
chr10	10526266	10526766	Amillepora17800	93	102	85	86	72	84	89	130	42	35	55	35	73	79	60	43
chr10	10630279	10630779	Amillepora17808	16	3	18	8	19	12	8	10	36	60	60	27	51	42	37	30
chr10	10672918	10673418	Amillepora17811	51	40	45	34	38	34	26	40	18	17	19	13	35	25	14	12
chr10	10626937	10627437	Amillepora17807	10	5	11	10	13	21	13	21	34	32	38	20	58	39	39	24
chr10	10727244	10727744	Amillepora17814	27	14	23	18	13	17	10	16	44	53	59	59	57	33	26	23
chr10	10759490	10759990	Amillepora17816	15	2	16	10	8	17	15	10	23	60	47	36	62	38	38	27
chr10	10753279	10753779	Amillepora17815	35	11	23	22	16	26	14	27	53	71	69	43	50	43	39	27
chr10	10713264	10713764	Amillepora17812	16	18	30	21	26	18	12	18	46	48	69	62	58	50	44	25
chr10	10865596	10866096	Amillepora17822	157	133	127	134	111	110	96	125	11	30	23	23	28	26	8	8
chr10	10840827	10841327	Amillepora17819	69	84	70	77	43	53	45	74	14	18	8	11	22	17	9	4
chr10	10880177	10880677	Amillepora17824	83	71	54	76	43	53	38	46	22	29	32	27	46	34	11	19
chr10	10815505	10816005	Amillepora17817	62	58	61	61	43	33	47	53	9	14	6	12	22	23	10	4
chr10	10842990	10843490	Amillepora17821	46	50	39	60	25	22	26	38	14	15	16	6	21	20	8	1
chr10	10842429	10842929	Amillepora17820	67	51	61	61	40	39	47	36	10	25	10	22	14	18	3	2
chr10	10900028	10900528	Amillepora17825	111	97	78	88	57	75	81	83	24	32	15	22	37	42	13	3
chr10	10954836	10955336	Amillepora17827	35	19	32	29	15	16	13	22	76	83	83	68	62	57	49	32
chr10	10943528	10944028	Amillepora17826	16	18	18	24	26	20	16	27	31	42	61	27	69	38	52	32
chr10	10982808	10983308	Amillepora17828	11	12	20	18	19	14	14	24	37	39	37	32	61	31	45	42
chr10	11028679	11029179	Amillepora17833	165	196	141	169	89	96	98	110	8	12	7	16	12	32	2	1
chr10	11058242	11058742	Amillepora17836	93	65	56	69	43	56	39	60	5	10	5	7	14	16	7	6
chr10	11053775	11054275	Amillepora17835	58	44	47	50	63	45	51	76	24	24	30	29	33	37	10	14
chr10	11019565	11020065	Amillepora17832	179	180	130	164	118	112	107	110	10	14	19	22	34	22	12	0
chr10	11058455	11058955	Amillepora17837	59	42	49	64	50	46	43	49	6	9	3	13	20	13	5	6
chr10	11059590	11060090	Amillepora17838	52	57	58	50	55	67	61	69	14	24	17	14	28	20	6	3
chr10	11017705	11018205	Amillepora17830	168	140	143	139	86	72	85	102	11	16	10	18	26	35	1	2
chr10	11067475	11067975	Amillepora17839	149	149	143	157	90	102	78	100	36	35	37	32	44	37	27	13
chr10	11017264	11017764	Amillepora17829	124	125	107	119	82	77	87	101	18	22	20	15	35	32	4	7
chr10	11018530	11019030	Amillepora17831	106	95	92	103	66	72	71	89	16	24	27	17	26	36	10	8
chr10	11070235	11070735	Amillepora17840	12	6	14	7	30	23	10	20	34	45	42	23	48	48	40	37
chr10	11176476	11176976	Amillepora17847	24	20	35	19	18	33	24	32	47	64	59	43	58	48	40	28
chr10	11165857	11166357	Amillepora17845	95	63	93	75	156	148	138	173	67	90	100	70	120	105	82	72
chr10	11100113	11100613	Amillepora17843	13	7	17	15	14	22	13	23	35	32	50	42	59	42	31	15
chr10	11168506	11169006	Amillepora17846	60	58	51	57	83	123	109	160	67	79	96	65	120	83	83	60
chr10	11209081	11209581	Amillepora17852	110	107	131	110	89	88	99	149	123	119	130	109	151	105	102	65
chr10	11233878	11234378	Amillepora17856	21	6	20	16	17	19	12	13	58	51	60	44	45	34	52	26
chr10	11212545	11213045	Amillepora17855	86	84	92	92	80	72	107	131	105	122	110	77	138	98	66	56
chr10	11248724	11249224	Amillepora17857	8	6	12	10	35	32	19	31	38	40	38	28	86	64	65	65
chr10	11211306	11211806	Amillepora17854	95	55	79	79	70	95	94	107	87	134	155	87	134	111	88	71
chr10	11208488	11208988	Amillepora17851	138	125	138	132	87	100	141	151	90	98	108	85	86	89	52	31
chr10	11192508	11193008	Amillepora17849	204	129	210	173	177	223	214	288	338	351	406	291	367	311	326	290
chr10	11187590	11188090	Amillepora17848	114	98	88	85	66	55	92	116	62	89	101	68	131	80	93	59
chr10	11211015	11211515	Amillepora17853	65	39	58	59	52	68	79	94	76	99	118	82	105	77	68	43
chr10	11345616	11346116	Amillepora17863	27	24	26	17	1	3	2	6	32	54	58	44	7	5	4	4
chr10	11283872	11284372	Amillepora17860	34	40	39	37	42	28	21	36	8	11	9	17	24	18	25	19
chr10	11376910	11377410	Amillepora17864	15	7	15	9	8	9	7	17	33	35	35	32	24	23	23	15
chr10	11453653	11454153	Amillepora17870	13	4	20	16	36	35	28	30	33	32	45	37	84	51	70	58
chr10	11423844	11424344	Amillepora17867	8	2	9	4	3	13	9	4	23	20	21	15	22	24	29	12
chr10	11415276	11415776	Amillepora17866	0	0	0	0	21	17	14	23	0	0	0	0	50	39	57	50
chr10	11414709	11415209	Amillepora17865	2	3	6	2	30	18	33	46	6	3	4	4	70	40	46	22
chr10	11453540	11454040	Amillepora17868	16	5	21	15	29	31	26	30	33	32	51	34	86	50	68	59
chr10	11480800	11481300	Amillepora17872	73	59	67	57	51	63	59	81	38	30	57	37	54	44	23	16
chr10	11489356	11489856	Amillepora17874	20	8	18	19	13	21	10	20	62	65	62	52	65	43	58	45
chr10	11482794	11483294	Amillepora17873	26	16	30	28	26	35	32	43	27	37	36	25	53	32	29	34
chr10	11572682	11573182	Amillepora17882	13	8	13	11	8	10	8	13	46	44	56	36	26	26	28	27
chr10	11550051	11550551	Amillepora17878	25	7	24	18	15	24	11	13	77	81	98	71	67	49	55	30
chr10	11547062	11547562	Amillepora17877	19	11	15	22	11	14	4	11	49	52	50	38	44	32	36	21
chr10	11554887	11555387	Amillepora17879	23	13	15	18	8	26	7	26	50	72	61	44	48	34	34	21
chr10	11557617	11558117	Amillepora17881	12	16	16	11	10	15	16	15	34	42	47	33	50	43	47	31
chr10	11555506	11556006	Amillepora17880	20	13	23	24	23	24	25	27	58	67	85	50	56	47	40	40
chr10	11585717	11586217	Amillepora17883	4	2	11	4	8	8	5	7	13	24	16	18	23	10	17	10
chr10	11520343	11520843	Amillepora17875	9	3	7	11	0	0	0	1	13	20	24	19	0	0	0	0
chr10	11540558	11541058	Amillepora17876	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
chr10	11622333	11622833	Amillepora17887	13	8	17	15	22	23	10	15	38	45	55	36	57	52	47	35
chr10	11641516	11642016	Amillepora17889	12	10	15	17	13	25	15	21	33	47	54	29	63	36	36	28
chr10	11657398	11657898	Amillepora17890	19	12	26	20	15	25	23	37	35	34	49	29	62	40	43	26
chr10	11632882	11633382	Amillepora17888	13	7	12	8	12	13	12	5	40	35	36	27	41	44	27	20
chr10	11685238	11685738	Amillepora17891	19	10	23	10	16	26	19	25	38	42	40	42	52	44	43	40
chr10	11599472	11599972	Amillepora17884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	11608632	11609132	Amillepora17885	3	3	6	6	5	6	2	7	12	11	16	10	13	10	12	14
chr10	11612538	11613038	Amillepora17886	19	8	13	10	17	29	9	21	32	34	36	19	57	31	33	26
chr10	11700486	11700986	Amillepora17893	20	22	16	23	20	23	21	36	41	39	53	23	46	35	46	25
chr10	11728211	11728711	Amillepora17895	14	5	15	7	8	13	10	17	41	38	42	30	47	28	38	35
chr10	11718326	11718826	Amillepora17894	29	22	28	24	31	26	31	42	33	32	51	29	48	37	30	19
chr10	11700370	11700870	Amillepora17892	20	22	16	20	21	21	19	34	40	41	52	26	47	32	45	23
chr10	11741882	11742382	Amillepora17896	16	10	18	12	10	9	10	8	30	36	32	19	28	18	23	19
chr10	11781017	11781517	Amillepora17903	17	6	16	4	16	18	13	6	29	39	38	30	45	25	39	27
chr10	11871564	11872064	Amillepora17919	19	7	21	20	22	30	34	18	35	42	59	37	51	44	40	29
chr10	11849211	11849711	Amillepora17918	31	16	34	26	21	30	15	25	67	64	72	59	85	54	48	42
chr10	11836261	11836761	Amillepora17914	44	23	39	42	37	38	36	41	54	74	77	61	109	62	57	39
chr10	11768923	11769423	Amillepora17899	15	11	17	10	19	27	5	14	37	37	42	29	59	40	29	12
chr10	11789022	11789522	Amillepora17906	24	11	14	22	15	18	18	20	19	38	40	28	44	18	24	16
chr10	11777972	11778472	Amillepora17902	27	17	20	15	19	22	14	29	42	54	66	52	41	32	48	35
chr10	11795000	11795500	Amillepora17907	41	26	30	34	22	20	14	27	61	71	72	53	46	40	28	20
chr10	11770363	11770863	Amillepora17900	21	8	19	13	20	16	9	20	51	50	65	30	63	29	33	17
chr10	11798613	11799113	Amillepora17908	33	27	36	29	24	28	28	44	62	86	84	57	69	54	41	30
chr10	11780591	11781091	Amillepora17904	16	7	15	9	20	20	12	11	37	50	42	23	60	42	37	35
chr10	11817777	11818277	Amillepora17912	15	15	22	16	20	22	8	24	37	32	44	38	39	40	40	32
chr10	11775217	11775717	Amillepora17901	12	13	10	17	15	25	11	20	33	35	45	29	47	29	35	18
chr10	11767925	11768425	Amillepora17898	22	12	21	9	17	27	12	15	51	61	55	36	68	64	58	41
chr10	11805253	11805753	Amillepora17909	26	25	34	34	21	31	23	41	68	83	87	46	86	54	41	38
chr10	11808151	11808651	Amillepora17910	35	19	23	29	24	29	24	31	56	51	52	51	65	35	32	21
chr10	11765570	11766070	Amillepora17897	20	8	17	20	29	24	36	32	23	24	25	21	57	47	56	35
chr10	11842647	11843147	Amillepora17916	23	19	24	20	23	22	21	42	41	50	57	37	73	49	39	36
chr10	11877106	11877606	Amillepora17920	10	6	18	13	6	8	11	8	27	41	43	24	39	27	37	15
chr10	11846337	11846837	Amillepora17917	22	16	20	25	20	26	17	18	47	51	76	52	54	29	43	30
chr10	11786026	11786526	Amillepora17905	21	14	25	15	13	20	19	17	44	75	77	49	37	22	23	19
chr10	11831202	11831702	Amillepora17913	15	3	19	10	17	19	10	16	30	30	43	22	29	36	18	9
chr10	11841460	11841960	Amillepora17915	14	13	16	16	11	23	13	11	56	52	53	43	67	35	40	41
chr10	11817221	11817721	Amillepora17911	11	4	13	11	14	15	8	20	35	54	56	35	51	29	22	26
chr10	11877426	11877926	Amillepora17921	16	15	23	14	10	12	5	15	30	31	37	27	33	17	30	20
chr10	11950972	11951472	Amillepora17928	25	20	19	22	28	18	28	55	40	36	44	39	54	44	31	25
chr10	11929090	11929590	Amillepora17925	11	7	29	10	17	16	17	20	46	39	47	34	70	46	33	37
chr10	11904256	11904756	Amillepora17923	17	10	13	5	18	10	13	22	39	38	38	33	54	29	39	27
chr10	11937897	11938397	Amillepora17927	14	13	15	8	18	18	21	29	50	40	48	34	42	45	47	39
chr10	11933056	11933556	Amillepora17926	8	9	7	10	18	28	10	15	42	48	47	44	50	35	44	40
chr10	12030300	12030800	Amillepora17932	27	8	21	12	12	18	7	17	53	56	47	45	48	49	40	32
chr10	12015140	12015640	Amillepora17930	33	15	26	34	30	28	36	33	46	65	66	43	77	43	40	43
chr10	12043260	12043760	Amillepora17933	18	7	19	19	13	29	20	25	51	61	73	49	68	44	49	41
chr10	12075624	12076124	Amillepora17935	97	44	91	57	79	95	76	95	227	260	272	206	285	221	243	185
chr10	12009381	12009881	Amillepora17929	26	10	18	13	15	20	19	31	41	50	55	46	50	39	46	29
chr10	12154656	12155156	Amillepora17939	12	5	12	12	10	22	5	14	29	37	37	27	50	36	34	15
chr10	12095527	12096027	Amillepora17936	16	7	17	15	16	23	14	17	39	48	62	34	59	39	60	40
chr10	12172089	12172589	Amillepora17940	20	11	14	17	13	18	10	29	47	53	63	48	44	33	32	28
chr10	12110943	12111443	Amillepora17937	11	4	9	4	15	16	13	11	34	29	31	23	41	32	42	22
chr10	12137535	12138035	Amillepora17938	14	6	6	5	19	15	5	9	31	43	43	34	49	30	29	23
chr10	12174955	12175455	Amillepora17941	18	12	20	10	21	24	19	27	37	48	44	47	56	49	43	31
chr10	12256874	12257374	Amillepora17946	19	7	20	10	21	15	17	17	33	49	43	32	50	35	31	20
chr10	12192447	12192947	Amillepora17943	12	3	18	12	15	21	13	16	35	36	48	29	51	42	31	30
chr10	12231428	12231928	Amillepora17944	17	5	14	8	21	20	14	17	43	34	22	25	50	39	30	27
chr10	12246558	12247058	Amillepora17945	12	9	20	6	18	23	11	12	34	40	35	39	51	39	37	34
chr10	12301168	12301668	Amillepora17950	20	11	13	17	20	16	18	30	34	45	51	32	62	39	58	34
chr10	12379884	12380384	Amillepora17952	22	10	22	14	12	27	11	18	27	36	40	30	48	35	19	20
chr10	12373193	12373693	Amillepora17951	7	5	11	8	13	17	4	12	26	39	47	28	46	34	22	20
chr10	12295234	12295734	Amillepora17947	13	11	17	18	16	13	13	14	34	38	48	30	58	34	34	21
chr10	12476649	12477149	Amillepora17959	41	38	46	31	31	41	27	56	40	45	59	59	74	37	64	52
chr10	12401479	12401979	Amillepora17953	16	11	17	24	16	29	22	32	31	37	42	31	56	47	43	28
chr10	12461918	12462418	Amillepora17954	9	7	13	10	19	11	17	28	29	46	46	27	46	37	47	33
chr10	12471460	12471960	Amillepora17957	191	140	129	167	66	72	70	101	36	56	37	47	48	52	19	7
chr10	12475415	12475915	Amillepora17958	43	40	35	44	33	41	27	40	41	62	63	50	64	38	51	45
chr10	12572924	12573424	Amillepora17961	7	6	6	4	4	12	12	19	15	6	16	10	37	26	29	14
chr10	12491354	12491854	Amillepora17960	5	7	7	9	6	12	12	12	9	8	10	12	23	14	20	9
chr10	12730584	12731084	Amillepora17966	18	9	19	9	25	19	13	16	26	32	35	19	50	25	39	19
chr10	12678755	12679255	Amillepora17963	89	88	71	77	75	76	56	78	21	23	20	19	39	44	24	14
chr10	12780649	12781149	Amillepora17969	20	10	34	19	17	27	31	31	28	29	45	25	51	32	43	25
chr10	12730425	12730925	Amillepora17965	22	14	17	12	26	19	11	24	30	44	40	22	56	31	46	20
chr10	12693919	12694419	Amillepora17964	42	37	43	38	57	61	73	90	49	77	71	62	127	89	87	75
chr10	12764334	12764834	Amillepora17967	120	112	99	118	66	79	77	91	16	27	19	23	49	32	7	12
chr10	12844228	12844728	Amillepora17974	39	37	42	34	64	41	87	75	15	23	19	17	28	26	5	3
chr10	12864200	12864700	Amillepora17977	15	7	22	12	18	16	14	23	38	38	42	32	37	29	31	14
chr10	12883925	12884425	Amillepora17979	63	56	64	68	68	79	74	71	66	75	79	58	110	80	87	66
chr10	12871237	12871737	Amillepora17978	11	13	18	18	12	16	12	30	24	40	45	26	52	27	34	29
chr10	12849758	12850258	Amillepora17975	19	11	17	13	26	26	12	29	27	54	65	31	56	34	37	36
chr10	12842145	12842645	Amillepora17972	23	3	22	17	18	28	21	36	28	32	47	24	61	48	36	25
chr10	12803469	12803969	Amillepora17970	16	10	13	10	28	26	20	18	35	35	53	29	47	35	37	34
chr10	12863433	12863933	Amillepora17976	7	8	14	8	6	18	10	11	24	25	36	24	53	26	35	27
chr10	12943064	12943564	Amillepora17981	21	5	13	18	6	8	4	5	39	48	47	40	13	5	9	6
chr10	12950032	12950532	Amillepora17982	6	3	4	4	2	2	0	1	7	6	9	10	3	1	0	1
chr10	12936645	12937145	Amillepora17980	27	18	24	18	35	38	23	30	44	54	58	46	62	42	46	42
chr10	13066566	13067066	Amillepora17990	10	6	12	4	14	14	13	18	24	18	23	19	42	29	30	20
chr10	13003839	13004339	Amillepora17985	5	2	5	5	0	0	0	3	9	16	17	11	4	5	5	8
chr10	13076270	13076770	Amillepora17991	10	5	10	6	15	15	11	22	32	42	34	32	90	59	63	58
chr10	13182166	13182666	Amillepora17994	14	11	19	8	27	29	20	37	28	42	47	31	88	70	69	48
chr10	13170545	13171045	Amillepora17993	9	3	12	7	7	9	4	14	36	36	39	30	45	41	32	25
chr10	13207609	13208109	Amillepora17998	21	12	10	18	9	17	15	19	39	46	48	23	58	37	35	33
chr10	13207001	13207501	Amillepora17996	19	21	22	16	19	28	9	20	29	30	45	23	67	41	34	24
chr10	13269261	13269761	Amillepora17999	20	10	21	19	24	21	12	19	31	30	33	32	47	45	39	24
chr10	13190718	13191218	Amillepora17995	16	8	10	12	14	20	14	18	37	35	48	27	55	34	36	29
chr10	13305154	13305654	Amillepora18004	5	5	4	4	7	5	11	7	5	11	21	14	26	11	14	13
chr10	13359684	13360184	Amillepora18007	11	6	12	9	12	13	13	17	14	23	32	20	39	24	28	26
chr10	13385847	13386347	Amillepora18008	15	5	16	13	7	8	5	17	27	39	49	37	35	21	26	25
chr10	13290154	13290654	Amillepora18001	9	9	10	16	9	21	15	29	22	30	26	20	45	29	31	26
chr10	13349809	13350309	Amillepora18006	30	24	28	20	17	17	17	16	28	43	41	44	32	22	22	18
chr10	13290529	13291029	Amillepora18003	22	15	26	22	12	21	19	25	34	44	49	28	54	34	38	33
chr10	13403212	13403712	Amillepora18011	28	8	31	23	23	31	19	34	50	73	79	57	97	56	70	48
chr10	13401352	13401852	Amillepora18010	14	11	9	10	7	17	11	17	34	42	53	38	63	45	42	25
chr10	13458052	13458552	Amillepora18012	17	8	21	10	12	15	14	14	34	39	40	34	50	39	50	29
chr10	13476746	13477246	Amillepora18013	26	5	15	12	19	14	18	17	45	42	46	35	52	34	36	28
chr10	13571117	13571617	Amillepora18017	2	3	6	1	1	0	0	0	8	13	14	14	0	1	1	1
chr10	13580327	13580827	Amillepora18018	22	11	22	9	5	7	6	6	36	43	41	47	23	15	20	16
chr10	13566484	13566984	Amillepora18016	4	2	3	5	0	3	1	1	3	3	7	4	8	4	2	5
chr10	13672097	13672597	Amillepora18023	2	1	1	3	7	8	1	1	7	7	9	3	17	9	12	12
chr10	13661441	13661941	Amillepora18022	2	1	1	0	0	4	0	3	6	5	6	3	6	1	6	2
chr10	13606247	13606747	Amillepora18020	7	0	8	2	3	4	2	3	11	18	13	13	10	12	16	8
chr10	13616499	13616999	Amillepora18021	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
chr10	13595560	13596060	Amillepora18019	1	0	1	0	0	0	0	1	3	5	1	1	0	1	2	1
chr10	13772339	13772839	Amillepora18030	79	96	80	91	93	108	94	98	23	34	22	17	23	20	12	7
chr10	13702145	13702645	Amillepora18024	4	1	3	4	1	2	0	3	1	1	2	2	1	0	3	0
chr10	13744193	13744693	Amillepora18029	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
chr10	13733401	13733901	Amillepora18027	0	0	2	1	1	6	5	6	5	2	10	3	32	14	32	22
chr10	13734134	13734634	Amillepora18028	7	2	3	6	2	4	7	8	34	19	23	17	14	16	17	15
chr10	13826769	13827269	Amillepora18033	24	19	17	31	16	19	14	16	38	51	46	19	30	17	27	11
chr10	13824909	13825409	Amillepora18032	15	14	8	13	6	1	5	6	13	9	9	6	7	0	3	1
chr10	13813905	13814405	Amillepora18031	57	48	42	45	4	3	4	4	1	1	1	2	13	14	10	14
chr10	13926832	13927332	Amillepora18039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	13948791	13949291	Amillepora18041	0	6	4	0	6	10	7	7	5	14	12	7	18	9	20	8
chr10	13931301	13931801	Amillepora18040	15	13	12	13	16	16	8	16	22	18	29	23	37	19	20	19
chr10	13866635	13867135	Amillepora18034	23	13	12	22	12	21	14	13	17	32	29	20	28	24	18	15
chr10	13921803	13922303	Amillepora18037	3	2	3	0	3	4	7	11	4	0	2	1	5	5	6	5
chr10	13890520	13891020	Amillepora18035	2	0	0	0	7	13	5	5	0	0	0	0	18	8	7	10
chr10	13924952	13925452	Amillepora18038	6	5	10	8	5	10	6	4	12	8	9	13	8	6	6	3
chr10	14081319	14081819	Amillepora18050	1	1	0	0	0	0	2	0	1	1	1	0	3	7	1	1
chr10	14033307	14033807	Amillepora18045	0	0	0	2	6	5	2	6	2	3	2	4	10	4	8	15
chr10	14049093	14049593	Amillepora18046	5	4	6	5	3	6	1	6	7	5	9	4	4	5	3	3
chr10	14020780	14021280	Amillepora18044	9	7	8	13	9	6	6	7	27	36	30	26	16	16	10	16
chr10	13976829	13977329	Amillepora18042	23	18	23	19	28	24	20	31	39	39	58	31	79	50	64	49
chr10	14010855	14011355	Amillepora18043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	14171713	14172213	Amillepora18055	8	9	19	15	6	10	7	15	12	15	22	18	15	8	5	6
chr10	14068454	14068954	Amillepora18047	15	10	11	12	3	4	2	3	16	12	18	9	8	7	7	4
chr10	14071204	14071704	Amillepora18048	9	7	6	7	5	9	4	14	17	11	15	17	9	11	11	10
chr10	14093468	14093968	Amillepora18051	4	4	5	2	6	13	6	16	4	8	6	3	14	11	12	0
chr10	14156456	14156956	Amillepora18054	1	0	2	2	0	0	0	1	3	2	2	2	6	3	1	0
chr10	14125637	14126137	Amillepora18052	5	2	0	0	4	5	0	1	5	4	3	2	7	4	4	8
chr10	14263678	14264178	Amillepora18059	25	23	10	18	12	13	13	22	12	20	12	16	20	19	14	14
chr10	14217979	14218479	Amillepora18056	2	2	2	3	0	4	2	4	7	3	7	5	10	5	8	5
chr10	14240079	14240579	Amillepora18057	5	5	6	6	5	4	7	10	4	4	9	10	12	3	11	5
chr10	14240738	14241238	Amillepora18058	8	4	6	5	1	2	2	1	14	12	11	10	7	12	3	3
chr10	14341792	14342292	Amillepora18064	20	5	22	17	27	25	21	29	54	48	45	32	64	47	62	54
chr10	14334850	14335350	Amillepora18063	11	8	17	8	11	14	13	20	41	37	63	35	45	42	35	36
