chr	start	stop	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr1	21998204	21999204	Amillepora01895	11	1	0	0	0	0	2	0	0	2	6	0	7	3	0	2	1	2	5	0	0	3	2	9
chr1	22070364	22071364	Amillepora01902	18	41	21	13	20	36	56	42	26	43	65	59	14	13	5	11	4	4	14	9	7	5	9	20
chr1	22070774	22071774	Amillepora01903	18	41	21	13	20	34	13	12	10	9	15	10	11	11	3	10	3	4	12	9	4	5	7	15
chr1	22067082	22068082	Amillepora01900	23	12	5	10	9	15	21	9	9	13	25	17	34	43	24	30	25	43	14	18	10	15	25	42
chr1	22087646	22088646	Amillepora01904	4	6	15	16	7	10	2	24	42	5	6	11	40	51	32	30	24	46	14	9	21	24	16	24
chr1	22181135	22182135	Amillepora01915	1	3	1	0	0	2	7	5	5	6	3	6	32	13	12	14	5	5	35	18	11	26	29	37
chr1	22099530	22100530	Amillepora01906	17	9	0	2	0	2	4	0	0	4	0	0	4	1	0	2	0	1	3	1	1	2	1	3
chr1	22125574	22126574	Amillepora01910	25	7	4	3	0	0	5	0	0	0	5	4	5	4	2	4	3	3	7	5	10	6	10	17
chr1	22189162	22190162	Amillepora01916	34	10	1	0	0	4	10	4	1	1	0	2	2	0	1	3	0	2	3	3	3	3	2	5
chr1	22140739	22141739	Amillepora01913	29	4	1	1	0	2	5	0	0	1	2	1	11	4	2	4	0	4	2	2	0	1	0	2
chr1	22135197	22136197	Amillepora01912	28	3	0	1	1	0	3	4	0	0	2	0	3	7	2	4	5	7	1	0	2	2	0	3
chr1	22121098	22122098	Amillepora01909	35	15	13	6	8	19	10	26	40	19	20	19	37	33	43	31	29	45	46	70	44	59	63	118
chr1	22135623	22136623	Amillepora01911	26	5	7	2	7	1	2	5	0	0	4	0	16	12	9	13	13	19	3	0	1	3	0	3
chr1	22097464	22098464	Amillepora01905	27	16	18	24	29	20	20	20	21	22	19	23	9	10	6	6	12	13	11	4	8	9	14	18
chr1	22275367	22276367	Amillepora01919	16	2	3	0	1	0	0	0	0	1	0	0	14	9	8	6	1	6	7	2	1	4	4	11
chr1	22276204	22277204	Amillepora01920	15	15	17	4	6	18	10	4	3	9	3	6	89	69	56	53	26	60	48	27	30	46	21	90
chr1	22314671	22315671	Amillepora01922	924	695	418	548	420	604	475	272	206	303	457	448	112	157	113	86	104	202	106	62	65	84	108	150
chr1	22317016	22318016	Amillepora01923	503	277	466	492	398	420	409	363	259	274	417	378	132	123	73	104	86	118	116	76	87	68	79	149
chr1	22318444	22319444	Amillepora01924	14	4	12	8	8	7	5	14	11	10	3	2	18	12	9	13	8	16	14	10	13	7	17	16
chr1	22318675	22319675	Amillepora01925	0	0	2	0	0	0	0	0	0	0	1	0	2	2	2	1	5	6	0	0	3	2	1	0
chr1	22425543	22426543	Amillepora01935	174	110	152	182	153	152	154	124	107	131	209	181	201	240	169	143	125	215	159	166	151	149	185	258
chr1	22440442	22441442	Amillepora01936	59	18	11	12	8	10	41	6	3	10	41	32	24	27	12	24	12	25	26	16	6	12	13	32
chr1	22412207	22413207	Amillepora01929	7	0	0	0	0	0	3	0	0	2	1	0	9	2	1	4	3	2	3	1	2	4	4	10
chr1	22489508	22490508	Amillepora01939	20	2	17	6	14	6	62	27	23	44	76	60	36	29	23	17	14	26	26	28	29	29	31	44
chr1	22523099	22524099	Amillepora01944	2	2	0	0	0	0	0	2	0	0	0	1	7	4	6	7	4	5	15	12	3	13	8	11
chr1	22520350	22521350	Amillepora01943	0	0	0	1	0	0	2	3	0	1	0	2	2	4	3	2	0	3	6	1	4	3	0	4
chr1	22567148	22568148	Amillepora01945	63	247	248	182	235	239	51	231	190	234	44	97	50	40	47	26	30	56	34	31	23	36	41	50
chr1	22618350	22619350	Amillepora01947	7	4	0	0	0	1	1	0	0	0	2	0	7	5	1	3	0	2	8	0	4	2	2	4
chr1	22671361	22672361	Amillepora01948	31	44	11	18	17	17	21	18	13	22	21	28	88	90	57	85	44	88	88	45	82	62	64	148
chr1	22670605	22671605	Amillepora01950	110	84	5	29	9	28	34	2	4	16	23	22	38	15	15	17	10	27	29	4	14	17	9	20
chr1	22772434	22773434	Amillepora01956	1010	865	782	804	728	967	711	961	672	749	978	788	249	313	247	211	190	332	327	285	294	256	330	555
chr1	22724024	22725024	Amillepora01951	33	27	18	19	7	14	4	3	11	9	7	4	28	36	26	24	17	29	18	17	18	18	23	35
chr1	22762923	22763923	Amillepora01955	47	23	10	8	1	4	25	15	7	25	43	21	86	88	58	74	48	84	93	67	77	78	60	112
chr1	22754933	22755933	Amillepora01954	36	22	40	26	36	29	33	30	26	14	44	28	64	35	25	49	27	42	48	28	25	36	17	45
chr1	22852714	22853714	Amillepora01963	15	2	0	0	0	0	2	0	0	1	0	0	4	3	0	2	0	1	5	2	0	0	0	3
chr1	22791128	22792128	Amillepora01957	234	211	133	198	95	178	393	211	147	256	343	317	75	60	39	51	38	64	77	76	98	68	76	129
chr1	22796741	22797741	Amillepora01960	147	99	152	128	136	179	142	213	158	135	206	151	88	75	54	71	43	95	71	59	51	66	67	128
chr1	22796101	22797101	Amillepora01959	50	51	87	61	56	99	42	85	59	53	68	46	75	62	47	43	33	68	69	41	38	47	34	92
chr1	22852507	22853507	Amillepora01962	17	4	0	0	0	0	2	0	0	2	0	0	6	3	0	2	0	1	5	2	0	0	0	3
chr1	22792824	22793824	Amillepora01958	150	117	77	78	92	105	89	105	91	79	160	85	116	106	68	72	64	91	87	61	63	82	69	140
chr1	22899260	22900260	Amillepora01966	0	0	0	2	0	0	0	0	0	0	2	0	3	1	0	3	1	2	8	1	2	1	1	4
chr1	22938873	22939873	Amillepora01970	12	9	4	8	0	0	3	10	8	5	7	6	29	19	20	18	20	21	25	20	8	14	11	37
chr1	22935241	22936241	Amillepora01969	3	0	0	0	0	0	0	0	1	0	4	0	5	0	0	0	0	1	6	0	2	1	1	3
chr1	22895003	22896003	Amillepora01965	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	0	1	1	3	1	0	0	1	1
chr1	22908243	22909243	Amillepora01967	3	0	0	0	0	0	2	0	0	1	0	0	5	3	0	3	0	0	3	0	1	1	0	2
chr1	22955745	22956745	Amillepora01971	2	1	4	1	0	0	2	0	0	0	0	2	19	14	5	16	10	12	14	8	13	8	16	23
chr1	22965140	22966140	Amillepora01973	1	0	0	1	0	2	2	0	0	0	0	1	6	1	0	0	2	1	3	0	1	1	2	0
chr1	23004553	23005553	Amillepora01977	70	53	102	101	80	118	9	23	17	16	20	13	59	47	47	32	37	55	21	13	12	12	7	19
chr1	23003523	23004523	Amillepora01974	115	154	115	132	90	143	126	71	47	84	86	82	121	104	87	93	63	134	83	56	58	59	29	100
chr1	23075750	23076750	Amillepora01979	120	87	39	65	41	66	160	122	84	98	200	121	86	89	66	56	60	75	87	93	97	80	125	170
chr1	23079334	23080334	Amillepora01980	285	178	190	179	168	206	452	637	492	392	658	481	38	50	22	34	30	28	85	88	100	82	106	158
chr1	23079908	23080908	Amillepora01981	147	89	117	95	92	105	232	259	218	187	290	215	43	46	24	37	36	33	84	70	87	75	100	150
chr1	23158120	23159120	Amillepora01983	7	5	1	0	0	1	4	9	6	9	3	8	67	23	13	15	16	28	63	32	36	36	64	88
chr1	23096730	23097730	Amillepora01982	188	142	192	140	152	180	103	148	164	147	120	139	72	101	65	66	64	110	96	38	54	63	57	126
chr1	23240186	23241186	Amillepora01995	27	4	2	10	1	7	5	8	25	2	2	3	35	23	17	18	10	19	24	5	14	15	5	16
chr1	23270454	23271454	Amillepora01997	16	4	6	5	1	1	1	4	7	7	3	2	39	25	20	18	11	26	10	11	16	11	16	22
chr1	23199280	23200280	Amillepora01990	4	2	0	0	0	0	0	0	0	4	0	4	7	5	4	2	1	2	4	4	1	4	1	6
chr1	23165999	23166999	Amillepora01988	61	17	0	1	1	4	10	2	0	0	5	0	12	3	1	5	2	1	4	1	1	3	2	2
chr1	23199022	23200022	Amillepora01989	18	5	2	2	0	0	4	0	0	4	0	2	8	4	4	1	1	2	3	2	1	2	1	4
chr1	23165200	23166200	Amillepora01987	43	21	5	4	9	5	21	10	5	9	11	12	52	27	22	23	23	31	32	24	26	25	27	61
chr1	23365387	23366387	Amillepora02001	32	6	0	1	1	1	2	1	0	0	2	0	8	2	1	5	3	0	6	2	2	1	1	6
chr1	23280642	23281642	Amillepora01999	8	4	0	2	0	2	2	0	0	1	0	2	3	0	2	3	3	3	9	1	0	1	0	2
chr1	23374737	23375737	Amillepora02002	2	0	0	0	0	2	0	0	0	0	0	0	5	1	1	2	2	0	4	0	0	0	0	3
chr1	23299185	23300185	Amillepora01998	54	24	3	9	2	10	49	12	10	9	11	15	18	17	2	6	5	5	33	11	11	9	9	31
chr1	23223432	23224432	Amillepora01992	14	0	0	0	0	0	14	1	2	4	10	6	6	3	1	5	3	1	34	17	13	23	24	36
chr1	23347725	23348725	Amillepora02000	4	3	2	7	0	4	5	5	0	9	9	2	29	35	18	15	24	37	20	22	11	22	18	24
chr1	23271284	23272284	Amillepora01996	17	3	0	0	0	0	0	0	0	1	0	2	9	7	1	6	3	2	6	2	1	0	1	0
chr1	23241139	23242139	Amillepora01993	102	45	14	28	19	36	12	9	0	10	13	6	22	14	8	17	7	13	36	12	4	11	4	25
chr1	23473537	23474537	Amillepora02012	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	2	0	0	1	2	1
chr1	23384668	23385668	Amillepora02003	7	2	0	0	0	0	0	0	0	0	1	0	2	1	0	5	1	4	5	0	0	1	1	2
chr1	23439359	23440359	Amillepora02009	10	12	2	3	3	5	1	2	0	1	0	0	61	46	23	43	36	56	28	17	36	29	33	51
chr1	23390582	23391582	Amillepora02004	17	6	0	3	1	0	4	1	0	3	5	0	10	14	6	10	12	10	18	7	8	8	10	19
chr1	23456803	23457803	Amillepora02011	6	0	0	0	0	0	0	0	0	0	2	0	2	5	0	0	0	1	2	0	1	0	2	3
chr1	23430662	23431662	Amillepora02008	21	11	12	13	10	12	4	4	5	9	26	5	21	17	17	11	13	18	13	11	6	10	12	28
chr1	23422652	23423652	Amillepora02006	30	12	6	4	2	12	6	0	0	0	4	7	19	15	9	11	10	8	12	11	6	6	18	28
chr1	23427228	23428228	Amillepora02007	137	84	88	104	101	110	88	76	66	81	127	98	59	63	45	52	43	48	44	36	28	40	46	75
chr1	23563050	23564050	Amillepora02017	2	2	0	0	0	0	0	0	0	0	0	0	2	5	1	3	0	4	4	0	2	1	1	2
chr1	23513630	23514630	Amillepora02014	1	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	1	1	3	0	2	1	0	0
chr1	23569923	23570923	Amillepora02019	7	1	0	0	0	0	3	0	0	1	0	0	5	1	1	5	1	2	11	0	0	2	0	2
chr1	23562040	23563040	Amillepora02016	2	0	0	2	0	0	0	0	0	0	0	0	4	3	1	2	0	4	5	3	0	2	4	2
chr1	23496465	23497465	Amillepora02013	11	2	0	0	0	0	8	10	1	6	7	7	5	1	2	3	0	0	6	4	4	5	2	13
chr1	23595823	23596823	Amillepora02022	18	5	2	0	1	0	8	1	0	2	0	3	9	5	3	4	5	3	8	2	0	3	0	1
chr1	23627557	23628557	Amillepora02025	9	2	0	0	0	3	0	0	0	0	2	0	7	1	4	1	1	2	5	1	2	2	1	1
chr1	23613324	23614324	Amillepora02023	1	1	0	0	0	0	0	0	0	2	0	0	2	4	1	3	0	0	4	0	2	0	2	3
chr1	23596624	23597624	Amillepora02021	188	156	194	194	191	193	204	159	133	146	267	186	140	116	55	91	72	100	69	41	66	53	62	112
chr1	23647328	23648328	Amillepora02024	59	22	10	8	4	11	36	4	4	9	10	16	26	23	13	23	23	16	43	10	15	17	12	23
chr1	23586245	23587245	Amillepora02020	41	11	3	1	1	0	4	0	2	0	8	6	16	14	4	2	7	5	5	1	2	5	1	4
chr1	23707299	23708299	Amillepora02026	17	4	0	0	0	0	2	2	0	0	2	0	7	3	1	4	0	4	2	0	1	2	1	1
chr1	23749492	23750492	Amillepora02030	46	11	1	3	0	1	16	6	2	3	11	11	16	10	6	10	4	16	43	15	23	20	26	41
chr1	23748352	23749352	Amillepora02029	37	15	3	7	5	3	2	9	5	10	3	1	26	19	7	13	8	24	46	32	32	33	36	57
chr1	23745725	23746725	Amillepora02028	23	6	2	0	1	1	4	0	2	2	6	3	35	19	9	11	12	11	24	6	10	13	10	30
chr1	23726837	23727837	Amillepora02027	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	2	0	0	2	0	2
chr1	23853178	23854178	Amillepora02034	0	0	0	0	0	0	0	0	0	2	0	0	7	3	1	3	0	1	2	0	0	3	0	2
chr1	23804280	23805280	Amillepora02031	227	272	204	179	240	294	490	525	376	513	435	460	71	66	42	65	38	95	176	127	136	131	140	265
chr1	23831498	23832498	Amillepora02033	117	33	15	25	18	13	20	14	8	14	17	18	34	37	25	30	22	41	25	24	24	13	19	34
chr1	23809993	23810993	Amillepora02032	79	64	89	50	83	93	109	97	81	97	114	92	41	33	31	43	34	59	56	59	47	43	55	108
chr1	23909524	23910524	Amillepora02040	2	0	0	1	0	0	2	0	0	0	2	4	5	0	0	2	1	1	8	0	0	1	0	7
chr1	23889849	23890849	Amillepora02038	40	12	1	1	0	0	5	0	1	5	2	0	24	18	9	12	9	11	16	3	9	6	6	17
chr1	23882904	23883904	Amillepora02037	39	8	0	2	0	1	3	0	0	2	0	2	3	1	1	2	2	2	6	2	2	2	0	7
chr1	23936510	23937510	Amillepora02041	39	11	2	4	0	3	33	39	26	30	37	24	52	29	23	32	13	29	8	9	11	13	11	26
chr1	23962490	23963490	Amillepora02045	14	17	17	8	2	22	15	11	8	20	17	15	32	18	20	23	22	32	34	14	14	22	15	56
chr1	24010888	24011888	Amillepora02048	214	92	76	92	64	112	67	57	60	56	71	49	46	37	41	40	24	43	57	22	31	21	31	51
chr1	24037771	24038771	Amillepora02051	151	74	91	91	78	86	107	54	57	60	131	90	83	91	67	67	64	109	106	89	89	61	109	168
chr1	24033348	24034348	Amillepora02050	351	232	421	320	401	524	427	710	679	489	707	523	134	124	79	90	83	161	159	134	142	139	142	265
chr1	24051418	24052418	Amillepora02052	452	393	615	511	505	712	451	717	639	548	748	560	123	136	117	116	106	196	117	110	124	90	134	191
chr1	24063575	24064575	Amillepora02053	243	219	312	274	297	315	537	683	691	639	802	636	128	155	113	129	94	181	231	223	274	221	250	406
chr1	24085849	24086849	Amillepora02055	366	340	373	340	346	371	221	213	157	165	234	228	119	175	134	128	99	182	116	110	134	90	110	194
chr1	24069136	24070136	Amillepora02054	150	119	147	112	107	152	187	235	135	171	190	213	88	93	75	62	61	82	126	84	93	71	77	175
chr1	24010380	24011380	Amillepora02047	562	267	143	202	162	244	281	129	100	168	229	168	86	73	74	64	54	98	57	46	59	52	49	106
chr1	23976099	23977099	Amillepora02046	21	27	13	25	8	32	107	228	183	163	150	127	75	66	47	51	37	63	91	65	88	69	90	143
chr1	24149203	24150203	Amillepora02059	564	322	340	307	322	444	360	394	347	323	534	438	95	95	64	85	70	106	122	86	85	92	98	165
chr1	24099359	24100359	Amillepora02056	506	378	356	398	310	421	392	264	146	201	413	312	253	212	156	173	137	248	177	158	175	176	155	288
chr1	24105367	24106367	Amillepora02058	780	462	384	368	304	403	694	530	459	410	748	583	105	121	70	86	81	130	130	82	111	101	100	206
chr1	24099858	24100858	Amillepora02057	209	185	160	151	139	198	98	62	43	69	134	88	244	212	157	172	153	243	204	166	188	183	164	294
chr1	24228872	24229872	Amillepora02064	7	8	17	9	9	16	24	53	46	50	22	54	60	35	28	29	17	38	57	25	35	30	21	66
chr1	24170478	24171478	Amillepora02061	76	34	30	27	29	59	51	39	39	37	68	37	72	42	29	39	28	66	165	125	129	110	109	219
chr1	24230952	24231952	Amillepora02065	164	84	58	115	49	115	131	65	41	77	83	100	35	38	26	20	11	33	37	10	21	14	16	25
chr1	24180156	24181156	Amillepora02062	41	10	20	7	14	14	11	4	0	4	15	8	69	73	59	51	66	87	37	28	30	29	26	61
chr1	24287817	24288817	Amillepora02067	19	37	46	36	29	44	23	20	19	30	18	12	148	166	115	97	85	171	95	86	103	97	99	156
chr1	24222039	24223039	Amillepora02063	212	162	246	239	245	293	132	175	170	136	136	156	95	72	51	60	49	92	99	62	68	78	76	146
chr1	24284443	24285443	Amillepora02066	380	216	201	245	211	225	188	143	134	122	237	149	141	160	113	110	93	170	83	65	52	64	73	111
chr1	24172328	24173328	Amillepora02060	133	74	111	157	151	160	83	92	86	67	110	106	59	82	59	71	53	76	40	33	43	28	46	71
chr1	24345993	24346993	Amillepora02073	221	149	135	97	110	200	282	206	136	251	189	217	97	154	86	102	86	131	179	125	163	160	107	230
chr1	24343312	24344312	Amillepora02072	97	52	11	34	10	13	86	28	26	46	24	32	21	19	11	11	9	16	47	26	34	26	14	61
chr1	24296306	24297306	Amillepora02070	50	57	27	53	35	51	110	51	56	72	88	80	17	18	11	15	21	30	77	44	44	52	59	127
chr1	24365183	24366183	Amillepora02074	485	260	285	316	221	353	599	375	273	342	638	511	149	162	128	120	111	169	149	111	141	112	138	213
chr1	24331473	24332473	Amillepora02071	34	39	101	82	95	114	477	583	541	446	749	538	51	34	39	27	35	43	145	149	131	131	163	283
chr1	24291147	24292147	Amillepora02069	161	147	282	221	261	230	166	290	290	193	238	187	184	232	178	154	156	269	124	127	125	105	159	236
chr1	24288209	24289209	Amillepora02068	139	200	268	240	279	270	85	146	109	122	187	135	154	195	124	119	102	189	91	88	106	103	117	177
chr1	24464371	24465371	Amillepora02081	288	146	194	181	200	219	461	335	183	305	565	342	61	70	46	46	33	94	113	93	107	73	94	178
chr1	24445739	24446739	Amillepora02079	291	160	129	164	161	158	307	289	161	206	395	260	111	102	67	85	72	101	107	107	102	101	138	181
chr1	24421645	24422645	Amillepora02076	1	0	0	0	0	0	148	92	74	92	128	125	2	2	0	0	0	1	42	14	25	36	26	51
chr1	24447015	24448015	Amillepora02080	238	145	70	87	76	123	183	211	172	177	314	225	75	77	45	43	47	77	88	69	74	79	74	153
chr1	24469695	24470695	Amillepora02082	2	3	8	3	5	22	24	46	49	42	27	38	53	50	34	35	41	66	78	70	75	76	66	169
chr1	24482881	24483881	Amillepora02084	9	3	4	2	2	2	288	303	322	292	347	291	32	27	29	28	23	50	80	83	88	57	95	143
chr1	24444470	24445470	Amillepora02077	301	217	200	284	241	313	207	263	201	257	382	275	111	122	84	94	94	143	147	94	115	113	120	237
chr1	24391545	24392545	Amillepora02075	86	62	100	92	83	120	66	136	107	99	71	106	97	99	90	75	65	104	74	48	61	61	63	112
chr1	24445129	24446129	Amillepora02078	154	88	45	85	54	62	177	127	57	113	192	132	82	103	42	63	63	73	138	80	100	94	123	182
chr1	24562834	24563834	Amillepora02087	42	77	37	39	23	43	28	23	2	27	18	31	19	9	6	11	3	11	24	9	10	20	15	19
chr1	24482664	24483664	Amillepora02085	12	8	7	9	6	13	185	192	188	182	228	152	31	35	25	24	21	39	86	89	92	60	103	163
chr1	24469890	24470890	Amillepora02083	3	8	35	8	31	62	50	78	65	62	44	63	62	62	41	42	47	80	78	74	83	79	75	172
chr1	24524958	24525958	Amillepora02086	146	262	252	98	188	326	271	263	209	273	274	229	173	204	142	127	130	215	228	172	224	203	206	362
chr1	24611386	24612386	Amillepora02091	0	0	0	0	0	0	167	148	145	114	243	172	0	0	0	0	0	0	91	94	103	87	107	168
chr1	24610013	24611013	Amillepora02090	7	0	0	0	0	0	78	42	20	61	96	74	4	0	1	0	0	1	39	27	25	41	34	54
chr1	24586886	24587886	Amillepora02088	625	367	318	365	229	398	730	615	491	580	921	652	92	88	52	50	43	81	153	80	89	98	93	195
chr1	24596779	24597779	Amillepora02089	321	197	169	176	145	191	376	367	297	285	416	361	121	116	99	86	58	154	126	71	96	99	73	178
chr1	24630719	24631719	Amillepora02092	98	74	55	27	31	82	60	43	19	35	44	37	32	26	11	19	8	35	54	34	33	29	19	52
chr1	24676700	24677700	Amillepora02095	143	224	296	178	261	358	141	94	79	105	118	133	96	52	37	65	55	72	44	30	31	33	41	39
chr1	24658020	24659020	Amillepora02093	3	1	0	0	0	0	2	0	0	0	0	0	2	2	0	3	0	0	2	0	1	2	1	1
chr1	24674721	24675721	Amillepora02094	1	0	0	0	0	2	0	0	0	0	0	0	20	14	10	11	6	10	8	1	6	3	3	8
chr1	24717061	24718061	Amillepora02097	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
chr1	24797673	24798673	Amillepora02102	14	3	0	0	0	0	2	1	0	0	0	3	4	4	2	1	3	1	10	2	0	2	1	5
chr1	24789306	24790306	Amillepora02101	2	0	1	6	2	2	2	2	2	2	2	0	20	16	15	13	15	28	12	10	7	13	9	24
chr1	24788199	24789199	Amillepora02100	67	47	64	73	75	56	72	131	137	102	90	118	24	19	16	12	12	17	39	12	22	22	24	36
chr1	25072370	25073370	Amillepora02117	22	31	47	18	48	36	5	4	1	1	4	4	55	65	44	62	48	73	41	23	32	42	31	52
chr1	25061925	25062925	Amillepora02116	37	24	14	13	22	28	37	20	16	23	32	31	59	61	43	37	39	55	83	52	53	52	63	105
chr1	24985824	24986824	Amillepora02110	15	4	0	1	0	0	2	0	1	2	1	0	20	3	3	8	2	7	7	5	3	2	9	7
chr1	25021933	25022933	Amillepora02111	301	189	185	185	130	195	81	136	84	106	114	149	47	26	31	33	25	41	27	11	18	20	21	27
chr1	25036080	25037080	Amillepora02113	2	2	0	0	0	0	0	0	0	0	0	0	9	1	2	2	2	1	1	1	2	3	3	2
chr1	25023000	25024000	Amillepora02112	10	2	0	2	0	2	4	0	0	0	5	0	5	4	2	5	2	6	10	1	0	4	6	7
chr1	24951218	24952218	Amillepora02106	19	2	0	5	0	1	0	0	0	0	1	0	10	4	2	6	2	6	6	1	5	3	4	8
chr1	25129918	25130918	Amillepora02123	2	0	3	0	0	0	2	1	0	2	0	0	6	5	2	4	4	6	9	3	8	7	4	12
chr1	25088448	25089448	Amillepora02119	2	0	11	16	7	11	4	11	7	7	10	11	32	25	12	17	20	23	12	13	17	9	17	31
chr1	25158742	25159742	Amillepora02125	65	92	57	74	60	72	159	98	73	116	166	148	92	90	83	71	70	104	105	71	73	76	67	149
chr1	25100603	25101603	Amillepora02120	7	8	5	5	6	15	12	26	29	23	23	10	20	40	22	20	20	27	30	39	40	26	50	46
chr1	25215252	25216252	Amillepora02128	9	0	0	2	0	2	0	0	0	0	0	1	25	34	24	17	20	37	17	17	16	14	8	27
chr1	25196977	25197977	Amillepora02126	16	20	25	17	16	44	0	3	10	2	2	4	41	48	28	26	28	45	12	9	8	9	15	29
chr1	25264675	25265675	Amillepora02129	36	6	0	0	0	4	0	0	0	0	0	2	9	6	7	9	5	9	6	2	3	3	1	1
chr1	25327842	25328842	Amillepora02133	1	15	8	4	8	20	11	43	31	35	6	52	24	23	11	17	17	16	44	32	23	35	21	50
chr1	25310393	25311393	Amillepora02132	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	2	1	1	3
chr1	25309879	25310879	Amillepora02131	6	2	0	1	0	0	0	0	0	0	2	0	1	2	0	4	0	0	3	2	2	1	1	2
chr1	25384755	25385755	Amillepora02134	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	4	0	0	5	1	1	4	3	2
chr1	25412899	25413899	Amillepora02137	18	24	13	15	10	28	0	0	1	0	0	0	3	0	1	1	3	0	0	2	1	0	0	0
chr1	25394639	25395639	Amillepora02136	25	16	7	16	19	15	5	7	10	6	3	7	69	65	49	51	45	63	41	24	41	23	48	78
chr1	25440587	25441587	Amillepora02138	1	0	0	0	0	1	0	0	1	1	3	2	7	8	3	4	3	3	2	7	5	4	4	7
chr1	25551867	25552867	Amillepora02184	13	1	0	0	0	0	0	0	0	3	0	0	7	3	0	3	0	3	5	3	0	1	1	3
chr1	25550028	25551028	Amillepora02183	17	0	0	3	2	3	2	0	0	0	3	2	80	68	39	56	36	75	30	21	25	22	18	44
chr1	25505014	25506014	Amillepora02178	260	138	178	159	166	243	27	10	7	19	15	14	68	69	54	62	48	67	42	32	29	29	36	78
chr1	25502062	25503062	Amillepora02177	163	109	104	140	117	149	103	128	121	101	168	138	58	43	49	52	36	83	57	60	62	55	62	87
chr1	25648321	25649321	Amillepora02194	1394	1141	1179	1053	1074	1445	838	750	708	751	1021	782	192	203	171	156	132	221	134	115	128	132	147	214
chr1	25666348	25667348	Amillepora02195	170	350	238	251	183	384	122	179	119	204	125	186	171	161	93	101	84	150	131	86	104	94	90	178
chr1	25613030	25614030	Amillepora02187	118	70	78	91	57	100	62	62	76	64	63	73	84	73	68	53	53	84	106	46	61	55	32	96
chr1	25615910	25616910	Amillepora02188	156	267	367	259	318	391	133	330	380	247	129	143	122	112	101	90	89	133	84	59	83	88	92	151
chr1	25670022	25671022	Amillepora02196	332	304	235	252	220	264	273	331	322	286	326	310	194	263	163	139	169	228	158	127	140	132	139	255
chr1	25647101	25648101	Amillepora02193	566	429	496	518	478	635	410	428	321	380	573	423	240	249	223	191	153	268	194	152	218	184	196	312
chr1	25630298	25631298	Amillepora02189	320	186	213	239	186	313	289	233	166	302	373	324	174	127	103	109	78	146	134	66	84	99	94	177
chr1	25705939	25706939	Amillepora02198	216	140	266	192	213	278	131	92	70	132	215	117	91	77	71	57	65	98	71	55	56	41	51	84
chr1	25749850	25750850	Amillepora02204	458	417	423	408	380	527	513	502	306	462	569	586	191	232	185	176	203	298	214	197	197	195	226	381
chr1	25682944	25683944	Amillepora02197	7	9	1	3	3	5	4	4	2	1	7	2	64	60	42	42	34	58	52	36	33	40	46	82
chr1	25738266	25739266	Amillepora02201	381	365	412	280	376	542	167	233	244	217	189	132	277	246	175	217	183	241	176	132	128	128	129	265
chr1	25721045	25722045	Amillepora02200	743	590	505	557	504	667	595	595	547	520	772	693	115	135	111	130	107	162	108	76	99	72	63	209
chr1	25714688	25715688	Amillepora02199	200	143	213	250	178	278	104	183	150	131	152	158	125	148	104	121	87	140	141	97	115	110	119	224
chr1	25882828	25883828	Amillepora02206	140	72	73	80	83	61	69	71	54	46	89	57	78	59	63	40	50	56	59	34	54	47	59	85
chr1	25948293	25949293	Amillepora02211	15	19	39	23	21	21	105	68	42	61	106	78	23	30	27	26	22	38	40	24	37	27	46	66
chr1	25963839	25964839	Amillepora02212	0	0	0	0	0	0	1	3	1	0	2	1	0	0	0	1	1	1	11	2	6	5	6	6
chr1	25890522	25891522	Amillepora02207	165	83	121	87	96	132	49	71	55	65	67	69	111	74	86	79	73	129	59	45	50	41	40	73
chr1	25946431	25947431	Amillepora02210	61	57	21	26	30	37	220	299	270	286	268	196	1	0	1	5	1	3	59	31	24	31	37	81
chr1	25987263	25988263	Amillepora02213	13	5	0	0	0	1	2	21	31	10	2	11	0	1	0	1	3	0	42	47	50	32	51	99
chr1	26077840	26078840	Amillepora02214	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
chr1	26216292	26217292	Amillepora02217	29	9	2	9	2	5	10	9	5	3	5	2	17	10	8	16	13	8	23	16	10	12	14	19
chr1	26224420	26225420	Amillepora02219	229	118	167	164	140	174	111	127	103	92	149	97	92	94	58	74	62	91	74	49	68	53	62	122
