chr	start	stop	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr10	20797842	20798342	Amillepora18614	48	36	45	45	17	35	40	37	9	32	85	36	14	9	6	13	10	15	23	8	18	7	16	35
chr10	20810061	20810561	Amillepora18617	155	103	99	112	47	106	11	2	7	2	4	0	27	28	10	15	11	19	12	11	6	8	7	6
chr10	20802627	20803127	Amillepora18616	190	99	75	90	76	88	48	15	7	12	44	38	39	45	27	38	27	42	33	15	16	21	21	46
chr10	20870752	20871252	Amillepora18626	8	2	1	2	2	0	0	0	0	2	1	0	6	2	0	1	0	2	4	4	3	1	3	6
chr10	20885085	20885585	Amillepora18628	90	120	118	99	109	201	161	133	76	178	176	185	46	42	39	40	41	48	59	67	77	65	84	131
chr10	20972334	20972834	Amillepora18635	36	4	0	9	8	3	7	1	0	6	5	3	10	5	3	5	5	7	17	11	16	13	9	12
chr10	20930034	20930534	Amillepora18632	22	10	15	14	15	19	10	13	4	6	13	15	5	3	2	4	3	3	11	3	1	2	4	7
chr10	20894722	20895222	Amillepora18629	35	85	189	85	87	167	45	168	182	117	56	59	90	111	68	79	67	125	81	72	69	66	73	142
chr10	20959117	20959617	Amillepora18634	9	3	6	2	3	7	12	13	8	9	16	8	19	11	8	7	10	8	21	13	15	10	9	31
chr10	21040507	21041007	Amillepora18643	5	1	0	0	0	0	16	4	2	9	5	3	9	3	0	5	3	6	53	17	17	28	9	31
chr10	20979820	20980320	Amillepora18636	8	6	28	20	23	25	8	83	60	38	4	34	69	64	37	52	24	65	52	33	53	47	29	68
chr10	21029815	21030315	Amillepora18638	9	2	0	0	0	0	0	0	0	4	0	0	2	1	0	1	0	0	4	1	2	2	1	2
chr10	21012685	21013185	Amillepora18637	26	42	127	34	55	102	46	52	41	53	56	65	76	85	53	57	16	84	31	38	38	43	44	84
chr10	21306013	21306513	Amillepora18650	37	12	20	20	27	22	8	6	8	7	12	3	20	14	10	16	10	25	12	6	10	9	8	14
chr10	21306630	21307130	Amillepora18651	83	56	44	54	57	81	20	25	20	27	40	25	30	22	17	7	11	32	7	7	18	8	16	22
chr10	21307685	21308185	Amillepora18653	58	39	27	32	27	43	40	23	23	46	62	50	15	9	9	8	10	13	12	0	13	8	11	21
chr10	21307367	21307867	Amillepora18652	50	35	23	22	21	38	51	41	21	38	65	74	18	15	12	13	13	16	14	12	18	14	18	25
chr10	21469259	21469759	Amillepora18657	71	144	47	33	33	83	7	19	14	13	4	8	46	54	44	41	48	75	35	20	15	24	17	39
chr10	21502484	21502984	Amillepora18658	10	4	3	0	2	1	3	3	4	6	3	4	6	5	3	7	6	10	14	8	11	14	16	22
chr10	21678840	21679340	Amillepora18671	566	393	348	399	277	429	232	170	131	140	280	195	37	47	37	36	27	48	34	28	28	27	31	61
chr10	21695275	21695775	Amillepora18670	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	21754400	21754900	Amillepora18675	2	1	0	0	0	0	0	0	2	0	0	0	3	1	1	0	0	4	0	0	1	1	2	1
chr10	21753916	21754416	Amillepora18674	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	2	2	2	0	2	0	1	0	2
chr11	5169	5669	Amillepora26258	168	26	2	16	1	3	29	2	2	10	19	6	14	5	4	9	1	7	12	2	2	5	7	13
chr11	150473	150973	Amillepora26276	29	0	0	0	0	0	3	0	0	1	0	0	0	2	0	2	0	1	0	0	0	1	1	0
chr11	149833	150333	Amillepora26275	22	2	0	0	0	0	0	0	0	0	2	0	4	2	0	0	0	0	1	0	1	1	1	1
chr11	151093	151593	Amillepora26277	18	4	0	0	0	0	3	1	0	1	1	2	1	1	0	3	0	1	5	2	0	3	1	5
chr11	148058	148558	Amillepora26274	6	3	0	1	0	0	1	0	0	0	0	0	0	3	0	3	1	2	1	0	0	0	1	1
chr11	168667	169167	Amillepora26279	1	4	0	0	0	0	1	0	0	0	2	0	3	0	1	0	1	3	1	0	0	0	0	2
chr11	172818	173318	Amillepora26281	12	9	1	4	1	5	1	0	0	0	3	0	8	10	5	7	6	13	8	9	10	8	5	9
chr11	169839	170339	Amillepora26280	12	1	0	0	0	0	2	0	0	0	2	2	2	1	3	5	0	1	5	1	1	1	2	3
chr11	100015	100515	Amillepora26269	7	7	0	0	0	0	2	0	0	1	0	1	4	0	1	2	0	1	1	0	0	0	0	1
chr11	154755	155255	Amillepora26278	1	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	3	2	2	2	1	4	0	4
chr11	140221	140721	Amillepora26273	6	0	2	0	0	1	1	0	0	2	0	1	5	2	0	2	3	1	6	0	0	4	1	3
chr11	48152	48652	Amillepora26259	2	0	0	1	0	0	2	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	3
chr11	105455	105955	Amillepora26270	4	1	0	0	0	0	1	0	0	0	1	0	4	1	1	4	0	2	2	2	2	2	0	3
chr11	118629	119129	Amillepora26271	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	2	4	0	0	0	2	2
chr11	63104	63604	Amillepora26261	8	1	0	0	0	0	1	0	0	0	6	2	0	1	0	1	0	0	1	0	0	1	0	1
chr11	72426	72926	Amillepora26264	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	2	2
chr11	94670	95170	Amillepora26268	27	2	0	2	1	0	5	1	0	0	2	0	1	1	1	1	3	1	2	0	1	0	1	0
chr11	66332	66832	Amillepora26262	3	0	1	4	0	0	0	0	0	0	0	0	4	1	0	2	0	2	0	0	0	2	0	0
chr11	74015	74515	Amillepora26265	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1
chr11	84454	84954	Amillepora26266	7	0	0	1	0	1	0	0	0	1	0	2	0	1	0	0	2	0	1	0	0	0	0	1
chr11	68977	69477	Amillepora26263	2	2	0	0	0	0	2	0	0	0	0	0	7	4	4	6	6	1	17	4	5	3	4	8
chr11	134120	134620	Amillepora26272	5	0	2	0	0	0	0	0	0	0	0	0	5	2	0	3	3	0	0	0	0	3	0	0
chr11	251128	251628	Amillepora26289	2	0	0	0	0	0	0	0	0	0	0	0	6	2	1	2	1	5	0	1	0	1	0	0
chr11	250615	251115	Amillepora26288	1	0	0	0	0	0	0	0	0	0	0	0	20	8	7	9	6	13	1	0	1	2	3	1
chr11	220427	220927	Amillepora26284	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	2	0	0	2	0	2
chr11	284799	285299	Amillepora26290	5	0	1	4	0	1	0	1	1	2	0	5	8	1	3	4	3	8	7	5	4	1	3	8
chr11	217317	217817	Amillepora26283	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr11	193585	194085	Amillepora26282	11	2	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	2	5	1	1	1	0	4
chr11	230399	230899	Amillepora26285	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0
chr11	239161	239661	Amillepora26286	4	2	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	1	0	1	0	1	0	0
chr11	243732	244232	Amillepora26287	12	3	0	7	3	6	2	0	1	0	2	0	6	11	10	6	12	8	7	4	4	9	6	15
chr11	323925	324425	Amillepora26292	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	3	0	1	0	0	4
chr11	359562	360062	Amillepora26295	0	1	1	2	0	0	1	0	0	1	0	0	4	1	0	1	2	0	1	0	0	0	0	0
chr11	333700	334200	Amillepora26293	2	0	1	0	0	0	0	0	0	0	0	0	8	1	0	1	1	1	2	0	0	0	1	3
chr11	369337	369837	Amillepora26296	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0
chr11	321070	321570	Amillepora26291	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	3	0	0	0	1	0	1
chr11	356677	357177	Amillepora26294	2	2	0	0	0	0	2	0	2	0	0	0	1	0	0	1	2	1	3	0	2	2	0	3
chr11	372694	373194	Amillepora26297	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
chr11	429581	430081	Amillepora26299	4	1	0	0	0	0	0	0	0	1	0	0	6	0	1	2	0	0	4	2	2	0	0	4
chr11	424449	424949	Amillepora26298	0	3	0	0	0	1	0	0	0	0	1	0	2	2	0	1	0	2	1	1	0	1	2	3
chr11	471861	472361	Amillepora26301	36	27	16	23	30	33	83	43	15	37	71	67	24	26	17	13	14	18	18	11	13	16	20	26
chr11	458408	458908	Amillepora26300	9	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	3	0	0	0	1	2
chr11	567203	567703	Amillepora26316	48	15	24	16	14	29	35	12	12	20	34	27	96	61	40	51	56	69	60	38	40	48	50	109
chr11	477986	478486	Amillepora26305	23	8	0	0	0	0	2	0	0	0	0	0	3	3	0	2	1	2	2	1	2	3	3	1
chr11	481667	482167	Amillepora26306	4	0	0	0	0	0	0	0	0	0	0	0	6	1	0	3	1	2	2	1	2	2	2	2
chr11	513707	514207	Amillepora26312	33	0	0	3	0	0	1	0	0	0	0	2	3	3	0	6	2	3	8	2	4	0	1	8
chr11	518667	519167	Amillepora26313	2	1	1	0	0	1	15	0	2	4	7	5	10	2	2	3	2	9	4	1	0	8	1	6
chr11	516220	516720	Amillepora26311	12	3	0	2	2	2	0	1	0	2	0	2	63	47	29	37	32	31	37	19	20	32	14	53
chr11	498637	499137	Amillepora26310	9	0	0	0	0	0	3	0	0	1	0	3	1	0	1	1	1	0	5	0	1	0	0	0
chr11	557092	557592	Amillepora26315	10	2	0	0	0	0	1	0	0	0	3	1	4	0	2	1	3	4	13	1	1	1	3	9
chr11	556547	557047	Amillepora26314	21	5	0	0	0	0	2	2	0	0	4	2	4	2	3	1	3	4	3	1	1	0	4	6
chr11	612279	612779	Amillepora26319	6	10	4	2	1	3	4	2	1	3	3	4	9	7	3	6	5	8	1	1	0	1	0	2
chr11	623798	624298	Amillepora26320	9	0	0	1	0	0	2	0	0	2	1	4	6	0	1	2	2	2	4	1	1	4	2	18
chr11	626926	627426	Amillepora26322	17	7	0	6	3	3	6	1	1	0	3	0	22	13	5	17	8	15	14	9	5	3	6	11
chr11	624370	624870	Amillepora26321	13	5	0	1	0	2	0	2	2	3	0	0	3	1	1	2	1	2	8	4	2	7	4	5
chr11	736243	736743	Amillepora26329	9	1	0	0	0	0	2	2	0	0	0	0	6	5	6	3	3	3	0	2	1	0	2	4
chr11	706233	706733	Amillepora26326	33	21	6	25	14	25	21	11	11	18	20	6	23	32	9	18	8	13	12	15	10	10	11	20
chr11	727181	727681	Amillepora26327	239	118	111	136	104	138	169	93	48	89	178	121	117	124	94	104	92	111	50	27	53	37	61	99
chr11	723098	723598	Amillepora26325	2	3	1	0	0	0	0	0	0	1	0	0	3	0	0	3	1	5	8	5	4	2	0	5
chr11	773956	774456	Amillepora26332	0	3	0	0	0	0	0	0	0	0	0	0	8	2	3	3	0	4	0	1	3	4	2	2
chr11	774065	774565	Amillepora26337	2	3	0	0	0	0	1	0	0	0	0	0	7	1	2	2	2	3	0	1	1	4	1	4
chr11	871462	871962	Amillepora26352	16	2	2	0	0	0	3	0	0	0	2	2	5	3	0	4	0	5	5	3	1	1	0	7
chr11	883274	883774	Amillepora26355	2	2	0	0	0	0	0	0	0	2	4	2	3	6	5	5	2	9	7	4	5	7	6	6
chr11	977139	977639	Amillepora26384	56	37	20	28	20	37	19	9	4	2	4	7	51	48	44	34	44	62	26	23	24	13	24	32
chr11	998343	998843	Amillepora26385	81	59	58	51	56	55	40	46	66	21	70	25	172	163	120	112	99	190	169	105	136	129	164	295
chr11	1023380	1023880	Amillepora26391	250	199	232	219	221	286	33	57	58	32	48	45	110	94	61	72	77	96	69	41	51	58	56	75
chr11	1001539	1002039	Amillepora26386	124	82	56	74	63	69	52	37	34	40	110	52	51	64	43	44	40	69	50	31	48	39	42	80
chr11	1017335	1017835	Amillepora26390	1	1	0	0	2	1	7	9	8	6	4	12	10	6	3	9	5	9	20	4	14	14	3	19
chr11	1016346	1016846	Amillepora26389	266	218	269	237	229	305	191	175	116	157	212	139	57	56	46	41	28	55	29	15	20	20	26	50
chr11	1029457	1029957	Amillepora26392	7	14	1	0	0	6	4	0	0	1	1	7	11	13	8	19	9	14	11	8	4	5	8	8
chr11	1008391	1008891	Amillepora26388	127	97	64	69	53	68	8	12	1	6	15	11	74	83	35	61	45	89	19	15	22	16	13	34
chr11	1074684	1075184	Amillepora26396	347	189	139	186	129	189	52	22	5	30	36	47	82	87	81	72	73	100	40	25	41	26	24	62
chr11	1063327	1063827	Amillepora26394	428	325	354	309	310	420	163	179	175	143	139	128	61	77	61	59	59	81	25	19	26	24	30	44
chr11	1078922	1079422	Amillepora26397	161	181	212	220	151	251	18	136	140	82	31	77	84	85	72	66	72	103	33	21	27	23	26	49
chr11	1065757	1066257	Amillepora26395	143	120	173	101	130	182	42	39	24	29	51	34	68	55	51	42	43	76	17	9	20	12	9	14
chr11	1062239	1062739	Amillepora26393	318	172	289	213	202	287	72	101	71	55	91	76	86	96	74	65	54	102	20	27	31	20	22	48
chr11	1131884	1132384	Amillepora26401	95	69	116	125	111	131	183	224	142	176	292	175	35	28	16	24	11	40	51	36	41	44	52	76
chr11	1142235	1142735	Amillepora26402	45	9	9	19	6	11	73	31	14	31	50	36	16	14	6	9	5	12	23	11	25	14	20	38
chr11	1094390	1094890	Amillepora26398	75	142	190	135	166	241	11	44	40	50	10	20	39	30	31	25	29	53	5	3	3	3	5	7
chr11	1102080	1102580	Amillepora26399	276	251	417	259	275	424	95	101	78	78	97	80	59	60	50	57	46	108	15	6	14	11	17	23
chr11	1177803	1178303	Amillepora26407	85	73	66	59	46	93	17	30	13	20	15	21	69	74	43	55	55	81	24	33	31	28	29	62
chr11	1164393	1164893	Amillepora26404	156	119	47	62	46	68	39	14	11	26	30	27	52	37	34	28	25	39	30	18	27	24	21	38
chr11	1130558	1131058	Amillepora26400	0	0	0	0	0	0	27	18	17	16	22	11	0	0	0	0	0	0	28	20	25	29	22	40
chr11	1258192	1258692	Amillepora26416	631	411	366	377	286	520	340	231	182	253	346	279	187	208	140	142	133	188	96	58	91	75	91	160
chr11	1256748	1257248	Amillepora26415	755	607	898	737	730	1019	247	276	211	247	367	326	124	146	90	113	87	136	99	60	92	81	54	133
chr11	1166474	1166974	Amillepora26405	107	95	170	94	128	151	71	60	61	63	88	77	39	36	28	28	25	37	34	12	22	16	10	40
chr11	1167312	1167812	Amillepora26406	93	73	80	79	66	86	90	53	43	55	79	94	39	45	39	36	28	54	57	62	48	38	33	105
chr11	1178588	1179088	Amillepora26408	28	25	20	12	11	20	5	8	6	4	7	8	111	121	91	86	88	116	52	27	37	36	41	71
chr11	1253683	1254183	Amillepora26414	361	413	491	335	425	577	165	278	327	258	179	159	148	132	120	135	101	181	109	64	89	76	57	149
chr11	1219799	1220299	Amillepora26412	570	298	226	253	178	279	225	94	84	113	202	164	44	39	39	48	24	48	40	27	27	29	42	57
chr11	1198913	1199413	Amillepora26410	61	28	16	19	22	31	92	70	33	42	83	60	66	87	58	60	67	104	85	73	73	71	90	144
chr11	1211260	1211760	Amillepora26411	177	122	130	169	119	165	287	192	158	174	256	240	60	77	65	55	44	91	102	102	144	96	139	224
chr11	1229156	1229656	Amillepora26413	88	53	34	40	36	44	44	26	11	28	51	40	103	119	114	101	88	147	79	64	58	55	65	131
chr11	1196283	1196783	Amillepora26409	46	20	33	29	18	35	40	29	23	23	41	33	30	29	27	21	17	41	41	16	34	27	30	71
chr11	1385845	1386345	Amillepora26424	178	88	34	44	22	76	51	3	8	19	23	32	28	18	9	21	11	14	13	10	5	4	2	16
chr11	1332210	1332710	Amillepora26420	829	449	608	548	536	578	435	362	324	361	610	435	163	143	86	112	91	132	110	56	56	57	75	135
chr11	1351693	1352193	Amillepora26422	134	114	103	127	95	149	93	49	61	56	94	71	129	143	73	80	73	152	74	61	87	75	84	123
chr11	1357074	1357574	Amillepora26423	35	16	26	9	13	29	9	9	9	8	9	16	35	60	24	34	28	71	11	14	17	20	16	34
chr11	1292905	1293405	Amillepora26417	13	11	0	0	0	1	0	0	0	0	0	0	30	25	13	19	14	25	6	0	4	2	3	5
chr11	1309970	1310470	Amillepora26418	894	515	393	456	417	531	1072	769	460	710	1308	1032	209	270	193	170	179	270	297	242	321	253	328	537
chr11	1388307	1388807	Amillepora26425	95	69	35	50	28	28	23	10	10	21	27	18	25	37	29	39	29	45	35	21	24	29	30	52
chr11	1350366	1350866	Amillepora26421	19	7	0	6	1	2	3	1	1	2	4	4	35	19	20	18	7	17	23	13	14	21	10	34
chr11	1459868	1460368	Amillepora26432	131	81	18	41	25	32	52	25	12	31	61	44	63	24	20	33	18	35	81	23	35	36	30	57
chr11	1389926	1390426	Amillepora26426	106	61	31	37	29	48	0	0	0	1	0	1	64	66	39	43	40	87	5	7	2	3	7	10
chr11	1461306	1461806	Amillepora26433	106	46	57	77	38	57	6	5	2	12	18	14	69	84	66	64	49	67	19	9	17	15	14	31
chr11	1402995	1403495	Amillepora26430	129	131	282	239	293	250	2	0	1	0	0	2	40	31	35	33	21	36	7	1	5	2	3	2
chr11	1463830	1464330	Amillepora26434	258	237	165	146	126	175	1	6	5	1	5	0	72	70	67	49	58	102	11	14	9	8	14	17
chr11	1414518	1415018	Amillepora26431	91	92	132	134	129	123	78	58	55	61	87	101	100	132	111	103	90	153	82	67	76	75	93	136
chr11	1400637	1401137	Amillepora26428	45	16	5	6	0	5	0	0	0	2	0	2	34	21	11	23	7	27	12	1	4	8	3	16
chr11	1402941	1403441	Amillepora26429	171	150	282	245	294	252	3	0	0	0	0	2	40	32	36	29	22	36	6	0	4	1	1	0
chr11	1396472	1396972	Amillepora26427	74	48	75	70	45	86	112	74	17	67	153	96	23	8	10	18	14	14	10	2	6	4	4	3
chr11	1522971	1523471	Amillepora26442	144	175	314	163	216	327	23	74	48	63	22	31	77	65	43	61	46	73	45	39	45	29	22	56
chr11	1503086	1503586	Amillepora26439	239	227	310	294	251	403	250	283	216	222	335	276	81	144	89	71	64	143	71	62	74	46	66	87
chr11	1573516	1574016	Amillepora26452	69	26	4	20	8	19	10	4	1	6	7	7	81	57	46	46	37	65	31	23	27	16	21	35
chr11	1554997	1555497	Amillepora26449	329	218	214	248	182	279	80	58	39	49	69	65	38	30	21	29	15	19	11	5	4	12	3	10
chr11	1568607	1569107	Amillepora26451	74	51	24	28	23	28	12	4	6	3	9	6	73	71	41	54	50	63	60	46	55	44	60	90
chr11	1575199	1575699	Amillepora26453	172	93	57	94	57	86	88	30	33	66	114	103	48	37	15	24	11	33	11	4	12	9	7	27
chr11	1543355	1543855	Amillepora26445	34	15	5	8	6	6	0	0	0	0	0	0	22	37	9	19	11	31	3	1	2	0	2	6
chr11	1533837	1534337	Amillepora26443	514	306	266	309	242	335	531	473	334	472	691	562	97	112	71	68	63	100	122	105	87	131	98	212
chr11	1556582	1557082	Amillepora26450	93	76	135	125	126	146	4	4	1	5	5	4	28	28	22	34	27	24	10	6	11	7	12	27
chr11	1553800	1554300	Amillepora26448	29	24	47	19	27	49	0	2	2	0	5	2	60	46	36	41	37	57	23	20	22	26	35	41
chr11	1480935	1481435	Amillepora26436	182	150	155	136	132	181	182	110	50	100	196	155	85	83	37	66	50	65	41	33	46	31	44	83
chr11	1549981	1550481	Amillepora26446	34	27	8	6	10	12	10	10	2	7	23	14	24	29	13	18	13	23	16	5	6	9	12	17
chr11	1525645	1526145	Amillepora26438	22	5	2	8	3	7	5	3	2	1	3	3	6	6	3	6	3	3	2	3	4	0	6	11
chr11	1552704	1553204	Amillepora26447	246	201	194	153	157	254	0	0	0	3	0	0	79	96	69	61	78	94	2	1	1	3	3	2
chr11	1670631	1671131	Amillepora26463	18	4	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0
chr11	1650522	1651022	Amillepora26458	225	124	68	73	55	100	145	58	45	93	124	100	196	141	86	128	72	153	271	143	185	192	165	383
chr11	1665433	1665933	Amillepora26462	78	89	50	45	23	67	94	58	25	74	101	90	49	64	35	47	41	56	47	19	35	35	36	51
chr11	1607412	1607912	Amillepora26455	29	25	14	17	18	20	41	18	21	26	57	38	7	5	5	5	2	4	11	1	4	7	7	20
chr11	1645503	1646003	Amillepora26456	372	189	68	117	66	95	967	545	330	539	772	701	169	155	104	113	94	161	601	363	409	367	400	837
chr11	1595769	1596269	Amillepora26454	122	109	138	120	122	138	127	81	87	67	147	122	53	59	42	43	33	68	42	30	32	29	36	62
chr11	1648227	1648727	Amillepora26457	325	158	71	98	72	97	994	498	266	614	723	785	141	94	64	89	55	102	501	275	294	282	286	623
chr11	1679101	1679601	Amillepora26464	229	178	135	174	103	181	0	0	0	0	0	0	48	44	50	38	41	54	0	0	0	0	0	0
chr11	1664080	1664580	Amillepora26461	215	164	150	168	119	226	33	41	30	41	59	45	101	117	85	88	77	137	83	74	81	58	58	128
chr11	1705119	1705619	Amillepora26467	5	3	2	3	2	8	8	6	5	7	14	5	30	19	19	33	17	26	18	16	29	18	24	35
chr11	1696704	1697204	Amillepora26466	121	49	43	70	25	64	60	20	8	17	38	44	108	115	83	90	64	123	79	48	55	65	45	105
chr11	1711003	1711503	Amillepora26469	397	377	328	369	379	417	273	132	87	195	273	197	110	117	72	95	79	135	102	71	98	74	82	160
chr11	1715256	1715756	Amillepora26471	165	110	237	212	198	194	62	139	97	113	96	76	45	51	32	30	39	46	31	15	15	25	24	38
chr11	1682807	1683307	Amillepora26465	221	155	190	242	202	209	259	266	256	181	388	317	87	69	57	55	58	79	47	32	28	30	40	60
chr11	1719950	1720450	Amillepora26472	257	194	151	226	185	238	110	85	46	101	106	81	27	21	7	14	13	9	11	0	7	6	9	15
chr11	1709212	1709712	Amillepora26468	430	327	137	203	181	198	161	83	63	122	204	138	126	164	125	110	96	171	92	77	89	80	97	156
chr11	1734633	1735133	Amillepora26475	47	17	2	8	6	13	23	6	2	10	14	14	14	6	3	9	8	10	11	9	11	13	8	20
chr11	1713347	1713847	Amillepora26470	494	364	292	219	181	374	450	215	173	236	370	276	58	40	19	28	27	41	43	12	17	14	31	40
chr11	1726036	1726536	Amillepora26474	78	81	57	61	56	67	57	76	41	47	58	61	65	49	37	49	30	55	50	39	34	44	45	81
chr11	1723437	1723937	Amillepora26473	42	32	42	37	61	73	39	51	57	42	67	44	20	16	16	15	12	23	26	12	7	20	21	29
chr11	1835026	1835526	Amillepora26478	28	9	0	0	3	0	4	0	0	0	0	2	6	2	1	2	0	1	2	0	2	1	1	4
chr11	1807699	1808199	Amillepora26477	20	0	0	1	0	0	2	0	0	0	0	0	3	0	0	2	2	0	2	1	5	0	0	1
chr11	1875417	1875917	Amillepora26483	3	0	0	3	0	0	0	0	0	1	0	0	5	1	2	2	0	3	1	0	0	1	2	0
chr11	1854734	1855234	Amillepora26480	6	1	0	0	0	0	2	0	0	0	0	0	9	3	1	6	0	2	5	2	0	0	1	1
chr11	1807567	1808067	Amillepora26476	24	0	0	1	0	0	2	0	0	0	0	0	1	0	1	4	3	0	2	2	4	0	1	1
chr11	1854513	1855013	Amillepora26479	10	2	0	0	0	0	1	0	0	2	0	0	5	3	1	3	0	3	6	1	0	0	0	2
chr11	1948618	1949118	Amillepora26490	38	10	2	8	3	9	0	0	0	0	0	0	6	2	0	3	3	3	0	0	0	0	0	0
chr11	1924861	1925361	Amillepora26488	56	32	49	27	19	35	82	119	105	84	105	83	28	47	26	28	28	43	63	52	69	69	87	140
chr11	1886294	1886794	Amillepora26485	9	3	1	2	0	0	2	0	0	1	2	2	10	2	1	6	0	4	4	1	1	3	2	5
chr11	1936713	1937213	Amillepora26489	2	0	0	0	0	0	1	0	0	0	0	0	8	4	0	2	0	1	1	0	0	0	0	0
chr11	1886159	1886659	Amillepora26484	11	4	2	2	0	1	3	0	0	3	4	2	8	3	2	4	0	4	3	1	1	4	1	4
chr11	1872486	1872986	Amillepora26482	49	17	2	11	0	7	47	2	2	9	22	25	11	2	0	2	1	3	7	2	1	8	0	9
chr11	1910866	1911366	Amillepora26487	13	10	10	10	9	26	149	114	78	111	177	108	23	27	18	21	14	30	47	14	15	18	24	45
chr11	1967238	1967738	Amillepora26492	339	268	432	292	371	409	58	93	92	70	73	57	178	248	172	182	159	267	47	52	53	44	49	80
chr11	1970665	1971165	Amillepora26493	230	151	280	209	242	248	45	36	28	42	64	55	212	258	161	176	155	242	48	48	37	41	53	77
chr11	1992288	1992788	Amillepora26497	47	17	27	23	14	28	25	45	38	36	42	35	8	7	4	4	6	7	13	12	10	12	17	24
chr11	2068823	2069323	Amillepora26499	50	25	13	4	11	8	32	16	31	14	23	22	18	10	15	15	16	27	22	22	20	16	25	34
chr11	2057602	2058102	Amillepora26498	16	4	0	2	0	0	0	0	0	0	0	0	3	0	1	6	0	0	0	0	0	0	0	0
chr11	1990418	1990918	Amillepora26494	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
chr11	2130404	2130904	Amillepora26500	1	1	2	0	0	2	0	0	0	0	0	0	6	0	0	2	0	0	3	0	0	0	1	2
chr11	2163355	2163855	Amillepora26501	3	3	2	2	4	2	3	3	2	3	7	6	5	9	11	9	9	10	13	8	8	8	11	14
chr11	2205083	2205583	Amillepora26502	1	0	1	0	0	0	0	6	3	6	0	0	2	2	0	2	1	0	2	0	2	2	0	3
chr11	2225098	2225598	Amillepora26504	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	1	1	0
chr11	2261255	2261755	Amillepora26509	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0
chr11	2244349	2244849	Amillepora26507	7	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	2	3	0	0	0	0	1
chr11	2236633	2237133	Amillepora26505	6	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	2	0	0	0	0	0
chr11	2267378	2267878	Amillepora26510	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	2	1
chr11	2299077	2299577	Amillepora26513	4	0	0	0	0	0	2	0	0	0	0	0	1	1	0	3	0	1	1	0	0	2	0	4
chr11	2291147	2291647	Amillepora26512	13	2	0	1	0	0	3	1	0	2	1	0	3	1	1	1	0	1	4	1	0	2	0	2
chr11	2376008	2376508	Amillepora26521	7	0	0	0	0	0	0	2	0	1	0	2	4	2	1	2	0	2	0	0	1	1	2	0
chr11	2313908	2314408	Amillepora26515	3	0	0	0	0	0	0	0	0	0	0	0	5	5	0	3	1	0	0	0	0	0	0	1
chr11	2257413	2257913	Amillepora26508	12	3	0	4	1	2	1	1	0	3	2	0	4	11	7	6	4	10	10	4	5	5	4	6
chr11	2343867	2344367	Amillepora26517	23	6	0	4	0	0	4	1	0	1	2	0	4	1	2	0	1	0	2	1	1	0	2	2
chr11	2334430	2334930	Amillepora26516	23	8	2	3	0	0	1	0	1	0	4	3	3	4	3	1	0	2	2	0	1	1	1	3
