chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr10	20181388	20181472	RC_278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	20181796	20181828	RC_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	20181796	20181828	RC_280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	20596814	20600000	RC_281	90	46	84	76	89	126	96	143	114	170	168	117	219	168	125	102
chr10	20596814	20600000	RC_282	90	46	84	76	89	126	96	143	114	170	168	117	219	168	125	102
chr10	20600001	20600329	RC_283	15	8	16	11	21	25	15	25	28	21	32	22	37	29	22	18
chr10	20600001	20600329	RC_284	15	8	16	11	21	25	15	25	28	21	32	22	37	29	22	18
chr11	488692	488754	RC_285	12	21	7	14	10	13	10	12	3	8	9	8	7	9	2	3
chr11	488692	488754	RC_286	12	21	7	14	10	13	10	12	3	8	9	8	7	9	2	3
chr11	1034685	1034946	RC_287	14	13	17	13	11	10	12	17	9	21	20	13	23	20	18	9
chr11	1034685	1034946	RC_288	14	13	17	13	11	10	12	17	9	21	20	13	23	20	18	9
chr11	1220799	1221011	RC_289	27	28	25	14	15	19	18	15	21	19	23	20	36	12	25	13
chr11	1220799	1221011	RC_290	27	28	25	14	15	19	18	15	21	19	23	20	36	12	25	13
chr11	1221331	1221842	RC_291	52	61	35	32	22	25	17	33	27	41	42	32	45	34	34	20
chr11	1221331	1221842	RC_292	52	61	35	32	22	25	17	33	27	41	42	32	45	34	34	20
chr11	1580620	1580983	RC_293	22	18	24	24	12	13	16	22	35	28	33	26	37	23	16	12
chr11	1580620	1580983	RC_294	22	18	24	24	12	13	16	22	35	28	33	26	37	23	16	12
chr11	1661783	1663879	RC_295	354	324	320	308	235	213	224	293	57	89	87	63	104	109	36	24
chr11	1661783	1663879	RC_296	354	324	320	308	235	213	224	293	57	89	87	63	104	109	36	24
chr11	1687094	1689833	RC_297	239	211	227	219	123	143	120	147	140	196	196	125	196	149	122	83
chr11	1687094	1689833	RC_298	239	211	227	219	123	143	120	147	140	196	196	125	196	149	122	83
chr11	2097274	2100000	RC_299	123	102	119	113	68	89	88	104	157	228	197	166	152	109	109	76
chr11	2097274	2100000	RC_300	123	102	119	113	68	89	88	104	157	228	197	166	152	109	109	76
chr11	3832515	3833010	RC_301	0	0	0	0	1	3	1	1	1	1	0	1	7	3	7	3
chr11	3832515	3833010	RC_302	0	0	0	0	1	3	1	1	1	1	0	1	7	3	7	3
chr11	4260939	4261044	RC_303	1	0	0	1	3	3	2	3	1	5	7	1	4	5	8	5
chr11	4260939	4261044	RC_304	1	0	0	1	3	3	2	3	1	5	7	1	4	5	8	5
chr11	4261134	4261283	RC_305	1	2	4	4	2	4	1	8	5	3	5	5	11	5	9	14
chr11	4261134	4261283	RC_306	1	2	4	4	2	4	1	8	5	3	5	5	11	5	9	14
chr11	4331948	4332051	RC_307	2	0	2	2	0	6	5	4	2	3	5	3	6	6	10	5
chr11	4331948	4332051	RC_308	2	0	2	2	0	6	5	4	2	3	5	3	6	6	10	5
chr11	4332144	4332293	RC_309	1	2	6	5	5	2	2	4	6	7	2	8	18	3	9	5
chr11	4332144	4332293	RC_310	1	2	6	5	5	2	2	4	6	7	2	8	18	3	9	5
chr11	4447563	4450282	RC_311	240	239	196	176	243	284	207	280	170	193	192	160	320	237	183	136
chr11	4447563	4450282	RC_312	240	239	196	176	243	284	207	280	170	193	192	160	320	237	183	136
chr11	4652037	4653411	RC_313	21	15	31	16	26	34	18	36	61	87	83	45	93	70	74	50
chr11	4652037	4653411	RC_314	21	15	31	16	26	34	18	36	61	87	83	45	93	70	74	50
chr11	5877167	5877690	RC_315	7	1	10	7	9	10	9	8	25	17	24	14	34	17	22	21
chr11	5877167	5877690	RC_316	7	1	10	7	9	10	9	8	25	17	24	14	34	17	22	21
chr11	5878220	5878493	RC_317	7	4	4	6	5	6	6	10	16	18	19	15	19	17	15	4
chr11	5878220	5878493	RC_318	7	4	4	6	5	6	6	10	16	18	19	15	19	17	15	4
chr11	5879150	5879239	RC_319	2	2	2	1	3	2	2	5	4	4	11	4	9	2	6	4
chr11	5879150	5879239	RC_320	2	2	2	1	3	2	2	5	4	4	11	4	9	2	6	4
chr11	5889168	5890244	RC_321	21	9	25	19	26	30	17	26	35	33	55	32	70	33	43	45
chr11	5889168	5890244	RC_322	21	9	25	19	26	30	17	26	35	33	55	32	70	33	43	45
chr11	5992887	5992948	RC_323	0	1	0	3	4	6	4	5	6	2	3	5	17	2	8	4
chr11	5992887	5992948	RC_324	0	1	0	3	4	6	4	5	6	2	3	5	17	2	8	4
chr11	5993237	5994302	RC_325	25	24	33	20	27	35	18	40	58	81	78	55	92	67	72	48
chr11	5993237	5994302	RC_326	25	24	33	20	27	35	18	40	58	81	78	55	92	67	72	48
chr11	6003306	6003373	RC_327	1	0	2	0	1	0	1	0	4	6	4	4	6	3	3	0
chr11	6003306	6003373	RC_328	1	0	2	0	1	0	1	0	4	6	4	4	6	3	3	0
chr11	6004009	6006790	RC_329	30	29	33	19	39	45	24	48	75	105	135	98	125	106	107	88
chr11	6004009	6006790	RC_330	30	29	33	19	39	45	24	48	75	105	135	98	125	106	107	88
chr11	6014069	6014439	RC_331	4	4	6	3	1	5	1	4	14	18	20	12	11	7	5	0
chr11	6014069	6014439	RC_332	4	4	6	3	1	5	1	4	14	18	20	12	11	7	5	0
chr11	7230358	7233181	RC_333	36	36	32	32	35	31	20	32	86	90	81	68	83	49	56	36
chr11	7230358	7233181	RC_334	36	36	32	32	35	31	20	32	86	90	81	68	83	49	56	36
chr11	7406266	7406791	RC_335	26	14	28	14	47	72	59	68	56	69	60	43	67	45	48	35
chr11	7406266	7406791	RC_336	26	14	28	14	47	72	59	68	56	69	60	43	67	45	48	35
chr11	7406878	7407021	RC_337	15	5	10	5	17	13	7	10	16	17	16	26	23	8	15	13
chr11	7406878	7407021	RC_338	15	5	10	5	17	13	7	10	16	17	16	26	23	8	15	13
chr11	7998571	7998934	RC_339	15	10	23	36	17	21	31	30	34	44	42	35	64	38	25	19
chr11	7998571	7998934	RC_340	15	10	23	36	17	21	31	30	34	44	42	35	64	38	25	19
chr11	8223472	8226133	RC_341	114	74	95	70	80	82	66	72	141	127	127	104	93	81	47	32
chr11	8223472	8226133	RC_342	114	74	95	70	80	82	66	72	141	127	127	104	93	81	47	32
chr11	8231616	8234256	RC_343	123	92	102	95	95	100	75	108	121	149	155	117	104	87	57	45
chr11	8231616	8234256	RC_344	123	92	102	95	95	100	75	108	121	149	155	117	104	87	57	45
chr11	8902341	8902600	RC_345	2	1	1	1	1	5	5	4	6	13	13	5	15	9	11	9
chr11	8902341	8902600	RC_346	2	1	1	1	1	5	5	4	6	13	13	5	15	9	11	9
chr11	9864786	9869156	RC_347	58	49	64	54	76	93	89	105	112	106	170	120	211	157	150	130
chr11	9864786	9869156	RC_348	58	49	64	54	76	93	89	105	112	106	170	120	211	157	150	130
chr11	10523704	10524504	RC_349	26	23	31	26	21	31	32	33	29	37	39	29	49	27	25	21
chr11	10523704	10524504	RC_350	26	23	31	26	21	31	32	33	29	37	39	29	49	27	25	21
chr11	10900034	10900312	RC_351	11	7	8	5	8	17	4	14	19	14	16	9	27	16	22	13
chr11	10900034	10900312	RC_352	11	7	8	5	8	17	4	14	19	14	16	9	27	16	22	13
chr11	10901523	10901841	RC_353	5	3	7	4	6	17	2	9	13	18	12	14	28	25	18	17
chr11	10901523	10901841	RC_354	5	3	7	4	6	17	2	9	13	18	12	14	28	25	18	17
chr11	10960480	10962130	RC_355	111	61	106	94	76	83	55	90	179	241	266	190	216	148	182	117
chr11	10960480	10962130	RC_356	111	61	106	94	76	83	55	90	179	241	266	190	216	148	182	117
chr11	11024085	11024207	RC_357	14	2	12	2	4	8	4	6	29	38	32	28	13	12	9	5
chr11	11024085	11024207	RC_358	14	2	12	2	4	8	4	6	29	38	32	28	13	12	9	5
chr11	11031557	11031632	RC_359	6	4	8	2	9	5	6	8	8	10	7	7	11	11	4	1
chr11	11031557	11031632	RC_360	6	4	8	2	9	5	6	8	8	10	7	7	11	11	4	1
chr11	12086686	12087269	RC_361	12	13	11	12	9	24	10	8	9	20	17	12	33	22	17	24
chr11	12086686	12087269	RC_362	12	13	11	12	9	24	10	8	9	20	17	12	33	22	17	24
chr11	12103016	12104885	RC_363	92	64	87	76	43	70	61	92	91	90	109	75	128	106	90	73
chr11	12103016	12104885	RC_364	92	64	87	76	43	70	61	92	91	90	109	75	128	106	90	73
chr11	12449526	12452274	RC_365	142	109	133	128	115	122	95	149	176	207	209	165	192	148	127	94
chr11	12449526	12452274	RC_366	142	109	133	128	115	122	95	149	176	207	209	165	192	148	127	94
chr11	12494120	12497045	RC_367	205	166	181	195	172	200	152	195	143	202	192	161	287	251	185	125
chr11	12494120	12497045	RC_368	205	166	181	195	172	200	152	195	143	202	192	161	287	251	185	125
chr11	12582996	12586248	RC_369	99	80	99	92	75	69	74	72	112	132	160	102	130	105	74	62
chr11	12582996	12586248	RC_370	99	80	99	92	75	69	74	72	112	132	160	102	130	105	74	62
chr11	12590180	12591086	RC_371	22	21	27	28	17	19	16	26	16	29	24	27	40	19	24	15
chr11	12590180	12591086	RC_372	22	21	27	28	17	19	16	26	16	29	24	27	40	19	24	15
chr11	12758772	12758968	RC_373	3	2	5	1	0	0	0	0	1	1	3	2	0	0	0	0
chr11	12758772	12758968	RC_374	3	2	5	1	0	0	0	0	1	1	3	2	0	0	0	0
chr11	14386592	14386667	RC_375	3	8	12	3	2	3	3	6	9	14	9	4	8	7	4	4
chr11	14386592	14386667	RC_376	3	8	12	3	2	3	3	6	9	14	9	4	8	7	4	4
chr11	16447740	16448296	RC_377	5	2	1	4	1	0	0	0	4	10	11	9	4	6	2	1
chr11	16447740	16448296	RC_378	5	2	1	4	1	0	0	0	4	10	11	9	4	6	2	1
chr11	16449675	16449885	RC_379	5	0	4	4	2	3	1	1	16	11	11	5	15	5	7	5
chr11	16449675	16449885	RC_380	5	0	4	4	2	3	1	1	16	11	11	5	15	5	7	5
chr11	16605021	16611935	RC_381	368	338	372	345	294	312	303	341	322	361	365	265	410	295	240	182
chr11	16605021	16611935	RC_382	368	338	372	345	294	312	303	341	322	361	365	265	410	295	240	182
chr12	314824	315664	RC_383	15	14	19	20	18	8	15	18	24	19	21	25	29	18	20	20
chr12	314824	315664	RC_384	15	14	19	20	18	8	15	18	24	19	21	25	29	18	20	20
chr12	367154	367981	RC_385	44	42	35	44	18	22	21	31	38	40	38	39	48	41	49	25
chr12	367154	367981	RC_386	44	42	35	44	18	22	21	31	38	40	38	39	48	41	49	25
chr12	3292305	3292360	RC_387	1	3	4	3	3	4	3	7	8	12	18	6	18	8	12	9
chr12	3292305	3292360	RC_388	1	3	4	3	3	4	3	7	8	12	18	6	18	8	12	9
chr12	4607802	4607842	RC_389	3	0	2	4	0	4	0	2	5	9	14	4	16	4	10	4
chr12	4607802	4607842	RC_390	3	0	2	4	0	4	0	2	5	9	14	4	16	4	10	4
chr12	5243800	5243859	RC_391	3	1	1	2	4	4	3	6	3	3	3	1	3	5	3	4
chr12	5243800	5243859	RC_392	3	1	1	2	4	4	3	6	3	3	3	1	3	5	3	4
chr12	5243960	5245329	RC_393	14	3	12	8	23	22	15	20	29	30	39	25	71	57	33	37
chr12	5243960	5245329	RC_394	14	3	12	8	23	22	15	20	29	30	39	25	71	57	33	37
chr12	7614423	7614534	RC_395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	7614423	7614534	RC_396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	7616181	7616971	RC_397	0	3	1	2	0	2	1	0	0	0	0	1	0	0	0	0
chr12	7616181	7616971	RC_398	0	3	1	2	0	2	1	0	0	0	0	1	0	0	0	0
chr12	8465346	8468638	RC_399	230	198	193	185	314	335	261	378	238	290	305	240	481	331	283	213
chr12	8465346	8468638	RC_400	230	198	193	185	314	335	261	378	238	290	305	240	481	331	283	213
chr12	8870351	8871626	RC_401	199	173	153	178	76	107	73	93	37	47	45	42	49	56	40	25
chr12	8870351	8871626	RC_402	199	173	153	178	76	107	73	93	37	47	45	42	49	56	40	25
chr12	9943612	9943728	RC_403	1	0	0	0	16	9	19	16	0	0	0	0	4	3	0	2
chr12	9943612	9943728	RC_404	1	0	0	0	16	9	19	16	0	0	0	0	4	3	0	2
chr12	9944545	9944713	RC_405	0	0	0	0	25	27	14	25	0	0	0	0	4	3	0	1
chr12	9944545	9944713	RC_406	0	0	0	0	25	27	14	25	0	0	0	0	4	3	0	1
chr12	9945008	9948283	RC_407	26	27	35	34	227	261	215	264	36	42	54	36	164	150	90	81
chr12	9945008	9948283	RC_408	26	27	35	34	227	261	215	264	36	42	54	36	164	150	90	81
chr12	10068832	10072021	RC_409	92	72	104	68	86	78	61	103	162	168	165	113	209	142	109	87
chr12	10068832	10072021	RC_410	92	72	104	68	86	78	61	103	162	168	165	113	209	142	109	87
chr12	10842453	10842816	RC_411	36	22	20	15	25	24	22	31	43	37	30	37	48	33	31	8
chr12	10842453	10842816	RC_412	36	22	20	15	25	24	22	31	43	37	30	37	48	33	31	8
chr12	10960202	10962382	RC_413	38	41	43	52	57	57	54	59	57	63	63	51	109	78	58	60
chr12	10960202	10962382	RC_414	38	41	43	52	57	57	54	59	57	63	63	51	109	78	58	60
chr12	11704204	11704449	RC_415	3	2	3	0	0	0	0	0	13	10	12	5	0	0	0	0
chr12	11704204	11704449	RC_416	3	2	3	0	0	0	0	0	13	10	12	5	0	0	0	0
chr12	11705121	11706346	RC_417	29	13	18	19	11	11	14	35	39	47	53	38	19	14	14	20
chr12	11705121	11706346	RC_418	29	13	18	19	11	11	14	35	39	47	53	38	19	14	14	20
chr12	11707111	11707246	RC_419	3	4	3	5	4	4	2	9	8	12	12	12	15	2	12	4
chr12	11707111	11707246	RC_420	3	4	3	5	4	4	2	9	8	12	12	12	15	2	12	4
chr12	11888471	11888837	RC_421	3	3	16	7	11	9	11	9	11	13	19	9	18	15	13	3
chr12	11888471	11888837	RC_422	3	3	16	7	11	9	11	9	11	13	19	9	18	15	13	3
chr12	13257973	13258025	RC_423	1	1	2	1	1	2	2	5	7	7	10	8	14	9	6	10
chr12	13257973	13258025	RC_424	1	1	2	1	1	2	2	5	7	7	10	8	14	9	6	10
chr12	14371844	14371989	RC_425	11	5	7	7	25	15	14	29	25	24	25	13	21	11	5	5
chr12	14371844	14371989	RC_426	11	5	7	7	25	15	14	29	25	24	25	13	21	11	5	5
chr12	14372952	14373308	RC_427	36	27	34	22	11	16	14	16	45	44	41	33	17	25	19	4
chr12	14372952	14373308	RC_428	36	27	34	22	11	16	14	16	45	44	41	33	17	25	19	4
chr12	14381703	14382059	RC_429	40	28	32	28	20	27	13	26	19	17	20	6	31	18	11	8
chr12	14381703	14382059	RC_430	40	28	32	28	20	27	13	26	19	17	20	6	31	18	11	8
chr12	14382270	14382710	RC_431	23	37	23	27	26	19	22	27	20	29	31	19	31	20	12	4
chr12	14382270	14382710	RC_432	23	37	23	27	26	19	22	27	20	29	31	19	31	20	12	4
chr12	16271484	16271789	RC_433	8	9	9	10	10	18	6	12	26	27	28	22	33	24	15	13
chr12	16271484	16271789	RC_434	8	9	9	10	10	18	6	12	26	27	28	22	33	24	15	13
chr12	19337481	19337539	RC_435	0	0	0	0	3	6	2	12	0	0	0	0	6	4	10	11
chr12	19337481	19337539	RC_436	0	0	0	0	3	6	2	12	0	0	0	0	6	4	10	11
chr12	21537263	21537994	RC_437	2	3	3	0	6	18	7	12	4	8	5	5	25	21	19	12
chr12	21537263	21537994	RC_438	2	3	3	0	6	18	7	12	4	8	5	5	25	21	19	12
chr12	21538039	21539622	RC_439	1	1	0	1	19	28	22	24	3	3	5	1	79	45	62	43
chr12	21538039	21539622	RC_440	1	1	0	1	19	28	22	24	3	3	5	1	79	45	62	43
chr12	21729013	21729070	RC_441	4	0	4	2	2	1	3	6	7	8	5	5	13	9	12	6
chr12	21729013	21729070	RC_442	4	0	4	2	2	1	3	6	7	8	5	5	13	9	12	6
chr13	641804	642160	RC_443	6	5	9	7	4	11	6	8	11	14	15	12	8	10	9	5
chr13	641804	642160	RC_444	6	5	9	7	4	11	6	8	11	14	15	12	8	10	9	5
chr13	2675602	2675748	RC_445	7	7	6	5	5	4	3	7	10	13	22	8	10	8	6	2
chr13	2675602	2675748	RC_446	7	7	6	5	5	4	3	7	10	13	22	8	10	8	6	2
chr13	3266183	3266231	RC_447	1	3	4	6	0	0	0	0	3	7	12	3	0	0	0	0
chr13	3266183	3266231	RC_448	1	3	4	6	0	0	0	0	3	7	12	3	0	0	0	0
chr13	4055994	4056087	RC_449	3	3	3	0	1	5	3	1	10	16	13	12	10	16	7	8
chr13	4055994	4056087	RC_450	3	3	3	0	1	5	3	1	10	16	13	12	10	16	7	8
chr13	4563201	4566199	RC_451	168	142	155	144	124	138	113	161	172	216	177	149	205	185	144	112
chr13	4563201	4566199	RC_452	168	142	155	144	124	138	113	161	172	216	177	149	205	185	144	112
chr13	5359301	5359379	RC_453	4	0	4	1	3	13	7	8	3	10	13	9	31	15	18	25
chr13	5359301	5359379	RC_454	4	0	4	1	3	13	7	8	3	10	13	9	31	15	18	25
chr13	6114689	6115375	RC_455	14	11	15	15	12	6	6	6	8	12	14	3	8	11	4	7
chr13	6114689	6115375	RC_456	14	11	15	15	12	6	6	6	8	12	14	3	8	11	4	7
chr13	6115418	6115512	RC_457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	6115418	6115512	RC_458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	6179625	6179931	RC_459	13	4	5	0	0	0	0	0	10	8	10	7	0	0	0	0
chr13	6179625	6179931	RC_460	13	4	5	0	0	0	0	0	10	8	10	7	0	0	0	0
chr13	6179988	6180082	RC_461	4	4	4	1	0	0	0	0	5	8	8	2	0	0	0	0
chr13	6179988	6180082	RC_462	4	4	4	1	0	0	0	0	5	8	8	2	0	0	0	0
chr13	7459609	7460265	RC_463	26	14	29	28	30	35	26	39	53	66	76	51	78	52	56	33
chr13	7459609	7460265	RC_464	26	14	29	28	30	35	26	39	53	66	76	51	78	52	56	33
chr13	7460349	7461324	RC_465	34	21	30	22	31	36	36	36	74	68	106	68	119	58	76	56
chr13	7460349	7461324	RC_466	34	21	30	22	31	36	36	36	74	68	106	68	119	58	76	56
chr13	8803651	8811941	RC_467	464	359	414	411	504	570	465	577	324	367	395	294	609	519	403	322
chr13	8803651	8811941	RC_468	464	359	414	411	504	570	465	577	324	367	395	294	609	519	403	322
chr13	9606412	9614455	RC_469	420	374	426	420	241	266	231	315	448	495	534	380	479	386	320	280
chr13	9606412	9614455	RC_470	420	374	426	420	241	266	231	315	448	495	534	380	479	386	320	280
chr13	9651604	9652007	RC_471	31	20	27	17	9	11	22	21	34	19	29	17	36	17	11	13
chr13	9651604	9652007	RC_472	31	20	27	17	9	11	22	21	34	19	29	17	36	17	11	13
chr13	11615689	11619521	RC_473	171	160	157	189	206	216	180	242	171	227	251	174	353	231	222	166
chr13	11615689	11619521	RC_474	171	160	157	189	206	216	180	242	171	227	251	174	353	231	222	166
chr13	12241867	12242489	RC_475	25	30	30	31	20	26	24	21	37	51	41	35	42	30	21	18
chr13	12241867	12242489	RC_476	25	30	30	31	20	26	24	21	37	51	41	35	42	30	21	18
chr13	12242749	12242806	RC_477	6	1	3	1	0	0	0	0	6	2	4	2	0	0	0	0
chr13	12242749	12242806	RC_478	6	1	3	1	0	0	0	0	6	2	4	2	0	0	0	0
chr13	14556150	14558341	RC_479	47	33	33	39	34	46	35	46	41	52	57	40	103	65	71	43
chr13	14556150	14558341	RC_480	47	33	33	39	34	46	35	46	41	52	57	40	103	65	71	43
chr13	14560966	14561216	RC_481	22	13	15	8	8	15	4	17	41	30	42	19	44	26	24	21
chr13	14560966	14561216	RC_482	22	13	15	8	8	15	4	17	41	30	42	19	44	26	24	21
chr13	14562384	14563821	RC_483	48	26	52	29	60	70	54	79	81	112	128	93	151	110	127	89
chr13	14562384	14563821	RC_484	48	26	52	29	60	70	54	79	81	112	128	93	151	110	127	89
chr13	14726053	14726291	RC_485	22	25	13	12	5	11	9	15	14	18	19	15	23	18	11	5
chr13	14726053	14726291	RC_486	22	25	13	12	5	11	9	15	14	18	19	15	23	18	11	5
chr13	14744153	14747627	RC_487	756	686	667	630	563	639	587	730	469	587	535	455	882	657	491	359
chr13	14744153	14747627	RC_488	756	686	667	630	563	639	587	730	469	587	535	455	882	657	491	359
chr13	18167227	18169615	RC_489	7	5	8	4	15	25	21	28	10	12	16	10	80	52	73	49
chr13	18167227	18169615	RC_490	7	5	8	4	15	25	21	28	10	12	16	10	80	52	73	49
chr13	18177264	18177435	RC_491	0	0	0	0	6	8	5	4	0	0	0	0	10	10	10	8
chr13	18177264	18177435	RC_492	0	0	0	0	6	8	5	4	0	0	0	0	10	10	10	8
chr13	21586940	21591768	RC_493	260	208	247	205	197	225	182	274	205	282	277	214	341	223	207	177
chr13	21586940	21591768	RC_494	260	208	247	205	197	225	182	274	205	282	277	214	341	223	207	177
chr14	4772329	4773391	RC_495	20	18	25	11	27	32	25	43	38	32	45	35	100	59	62	41
chr14	4772329	4773391	RC_496	20	18	25	11	27	32	25	43	38	32	45	35	100	59	62	41
chr14	4846542	4847307	RC_497	5	5	5	2	13	22	12	14	5	7	1	5	52	44	46	32
chr14	4846542	4847307	RC_498	5	5	5	2	13	22	12	14	5	7	1	5	52	44	46	32
chr14	4952319	4953302	RC_499	196	182	159	171	114	144	116	168	43	48	66	52	64	55	41	38
chr14	4952319	4953302	RC_500	196	182	159	171	114	144	116	168	43	48	66	52	64	55	41	38
chr14	5921352	5928116	RC_501	245	203	238	226	264	304	244	333	258	369	356	237	450	396	299	237
chr14	5921352	5928116	RC_502	245	203	238	226	264	304	244	333	258	369	356	237	450	396	299	237
chr14	6027166	6027235	RC_503	6	0	3	7	9	11	9	10	18	10	23	10	15	19	10	12
chr14	6027166	6027235	RC_504	6	0	3	7	9	11	9	10	18	10	23	10	15	19	10	12
chr14	7233773	7233892	RC_505	2	0	1	2	2	0	0	2	1	4	8	3	5	7	7	0
chr14	7233773	7233892	RC_506	2	0	1	2	2	0	0	2	1	4	8	3	5	7	7	0
chr14	7239958	7242890	RC_507	90	81	81	93	77	107	102	85	98	122	146	106	139	116	92	70
chr14	7239958	7242890	RC_508	90	81	81	93	77	107	102	85	98	122	146	106	139	116	92	70
chr14	7312919	7313202	RC_509	88	90	80	100	34	51	48	54	7	13	6	7	12	16	6	3
chr14	7312919	7313202	RC_510	88	90	80	100	34	51	48	54	7	13	6	7	12	16	6	3
chr14	7313311	7314268	RC_511	76	70	89	79	64	61	75	98	47	50	71	48	82	62	31	13
chr14	7313311	7314268	RC_512	76	70	89	79	64	61	75	98	47	50	71	48	82	62	31	13
chr14	7355219	7355377	RC_513	0	0	0	0	11	21	8	22	0	0	0	0	16	5	7	3
chr14	7355219	7355377	RC_514	0	0	0	0	11	21	8	22	0	0	0	0	16	5	7	3
chr14	7693517	7695677	RC_515	221	200	230	197	156	166	156	232	117	142	130	101	194	142	103	55
chr14	7693517	7695677	RC_516	221	200	230	197	156	166	156	232	117	142	130	101	194	142	103	55
chr14	7702844	7702911	RC_517	9	3	4	2	8	6	2	2	10	8	5	7	10	5	5	2
chr14	7702844	7702911	RC_518	9	3	4	2	8	6	2	2	10	8	5	7	10	5	5	2
chr14	7703550	7704044	RC_519	19	11	20	16	15	19	11	24	28	26	37	30	42	31	23	16
chr14	7703550	7704044	RC_520	19	11	20	16	15	19	11	24	28	26	37	30	42	31	23	16
chr14	7704322	7704722	RC_521	16	8	13	10	12	18	5	12	22	33	27	16	31	23	18	13
chr14	7704322	7704722	RC_522	16	8	13	10	12	18	5	12	22	33	27	16	31	23	18	13
chr14	7834837	7835991	RC_523	177	139	165	158	111	135	141	154	47	68	55	39	87	82	57	28
chr14	7834837	7835991	RC_524	177	139	165	158	111	135	141	154	47	68	55	39	87	82	57	28
chr14	7846836	7847831	RC_525	69	43	53	60	45	66	50	82	62	80	80	52	91	77	50	42
chr14	7846836	7847831	RC_526	69	43	53	60	45	66	50	82	62	80	80	52	91	77	50	42
chr14	7865803	7866265	RC_527	18	27	34	32	44	39	30	55	31	28	32	21	42	37	17	17
chr14	7865803	7866265	RC_528	18	27	34	32	44	39	30	55	31	28	32	21	42	37	17	17
chr14	9107754	9109882	RC_529	100	76	89	92	86	128	94	125	96	112	129	109	189	119	130	102
chr14	9107754	9109882	RC_530	100	76	89	92	86	128	94	125	96	112	129	109	189	119	130	102
chr14	10000001	10002451	RC_531	73	46	66	59	96	106	108	130	98	120	120	70	173	129	132	89
chr14	10000001	10002451	RC_532	73	46	66	59	96	106	108	130	98	120	120	70	173	129	132	89
chr14	10608074	10608439	RC_533	8	4	12	6	3	9	3	4	14	17	23	10	6	9	5	1
chr14	10608074	10608439	RC_534	8	4	12	6	3	9	3	4	14	17	23	10	6	9	5	1
chr14	11106971	11107661	RC_535	41	28	34	27	37	25	25	37	65	72	84	51	87	61	34	27
chr14	11106971	11107661	RC_536	41	28	34	27	37	25	25	37	65	72	84	51	87	61	34	27
chr14	11107721	11109188	RC_537	85	68	71	64	59	82	52	68	108	137	152	101	189	123	104	74
chr14	11107721	11109188	RC_538	85	68	71	64	59	82	52	68	108	137	152	101	189	123	104	74
chr14	11526799	11529996	RC_539	788	741	717	704	594	650	530	657	433	537	539	418	923	710	597	427
chr14	11526799	11529996	RC_540	788	741	717	704	594	650	530	657	433	537	539	418	923	710	597	427
chr14	11899303	11899794	RC_541	7	5	7	4	8	11	6	17	9	12	6	6	16	19	3	6
chr14	11899303	11899794	RC_542	7	5	7	4	8	11	6	17	9	12	6	6	16	19	3	6
chr14	11900354	11901011	RC_543	7	6	10	7	12	14	6	8	9	14	10	6	29	14	19	7
chr14	11900354	11901011	RC_544	7	6	10	7	12	14	6	8	9	14	10	6	29	14	19	7
chr14	11901687	11903332	RC_545	10	11	9	11	36	23	17	26	20	26	23	16	47	31	15	19
chr14	11901687	11903332	RC_546	10	11	9	11	36	23	17	26	20	26	23	16	47	31	15	19
chr14	11903589	11904123	RC_547	8	9	7	5	7	11	9	6	5	7	11	7	19	18	12	4
chr14	11903589	11904123	RC_548	8	9	7	5	7	11	9	6	5	7	11	7	19	18	12	4
chr14	11904701	11904943	RC_549	3	4	10	3	8	9	3	10	0	9	3	6	14	6	7	8
chr14	11904701	11904943	RC_550	3	4	10	3	8	9	3	10	0	9	3	6	14	6	7	8
chr14	12116562	12117016	RC_551	32	28	27	34	14	23	21	22	30	44	34	34	44	30	32	20
chr14	12116562	12117016	RC_552	32	28	27	34	14	23	21	22	30	44	34	34	44	30	32	20
chr14	12245764	12246178	RC_553	29	28	13	24	22	37	28	49	17	15	16	15	36	19	15	6
chr14	12245764	12246178	RC_554	29	28	13	24	22	37	28	49	17	15	16	15	36	19	15	6
chr14	12501035	12501913	RC_555	78	72	67	66	59	76	54	70	35	71	50	39	59	46	24	19
chr14	12501035	12501913	RC_556	78	72	67	66	59	76	54	70	35	71	50	39	59	46	24	19
chr14	13079231	13079783	RC_557	1	1	4	0	10	7	5	6	6	4	10	5	30	13	18	5
chr14	13079231	13079783	RC_558	1	1	4	0	10	7	5	6	6	4	10	5	30	13	18	5
chr14	13157124	13158292	RC_559	123	107	108	125	75	100	84	89	51	80	91	64	116	81	70	38
