chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr12	364422	364944	DNA_4396	30	17	24	24	21	29	19	24	24	29	36	26	54	41	52	44
chr12	414645	414775	DNA_4397	4	1	7	5	5	4	6	10	15	8	12	19	16	16	17	13
chr12	414645	414775	DNA_4398	4	1	7	5	5	4	6	10	15	8	12	19	16	16	17	13
chr12	419270	419430	DNA_4399	12	9	11	11	11	11	6	8	13	12	12	9	15	16	4	10
chr12	419270	419430	DNA_4400	12	9	11	11	11	11	6	8	13	12	12	9	15	16	4	10
chr12	420096	420253	DNA_4401	28	21	28	23	14	11	16	16	24	31	28	22	41	30	26	24
chr12	420096	420253	DNA_4402	28	21	28	23	14	11	16	16	24	31	28	22	41	30	26	24
chr12	468890	469442	DNA_4403	34	9	18	20	26	26	27	33	43	60	73	46	82	55	67	58
chr12	468890	469442	DNA_4404	34	9	18	20	26	26	27	33	43	60	73	46	82	55	67	58
chr12	537027	537360	DNA_4405	18	6	15	6	10	19	6	17	28	34	53	32	34	19	38	33
chr12	537027	537360	DNA_4406	18	6	15	6	10	19	6	17	28	34	53	32	34	19	38	33
chr12	542994	543211	DNA_4407	12	4	5	4	10	7	6	22	15	28	25	22	28	19	23	22
chr12	542994	543211	DNA_4408	12	4	5	4	10	7	6	22	15	28	25	22	28	19	23	22
chr12	551880	552037	DNA_4409	12	5	7	4	11	9	9	12	10	12	15	17	22	15	30	22
chr12	551880	552037	DNA_4410	12	5	7	4	11	9	9	12	10	12	15	17	22	15	30	22
chr12	614816	615355	DNA_4411	236	238	189	229	134	160	143	172	9	20	20	26	26	29	6	4
chr12	614816	615355	DNA_4412	236	238	189	229	134	160	143	172	9	20	20	26	26	29	6	4
chr12	742593	745601	DNA_4413	113	86	106	110	105	124	93	172	219	280	312	247	359	253	327	213
chr12	742593	745601	DNA_4414	113	86	106	110	105	124	93	172	219	280	312	247	359	253	327	213
chr12	746141	746357	DNA_4415	8	4	9	6	6	7	4	16	14	16	20	15	28	19	33	8
chr12	746141	746357	DNA_4416	8	4	9	6	6	7	4	16	14	16	20	15	28	19	33	8
chr12	840050	840301	DNA_4417	13	6	14	13	15	10	9	21	15	25	24	24	36	19	30	24
chr12	840050	840301	DNA_4418	13	6	14	13	15	10	9	21	15	25	24	24	36	19	30	24
chr12	913295	913899	DNA_4419	22	7	18	14	12	24	18	15	53	55	58	34	61	45	52	49
chr12	913295	913899	DNA_4420	22	7	18	14	12	24	18	15	53	55	58	34	61	45	52	49
chr12	958768	959060	DNA_4421	80	55	57	55	34	33	38	39	13	22	15	14	25	20	7	4
chr12	958768	959060	DNA_4422	80	55	57	55	34	33	38	39	13	22	15	14	25	20	7	4
chr12	964877	966888	DNA_4423	125	79	108	105	80	70	71	90	111	143	142	105	138	117	111	87
chr12	964877	966888	DNA_4424	125	79	108	105	80	70	71	90	111	143	142	105	138	117	111	87
chr12	1031966	1033011	DNA_4425	90	76	93	64	46	69	68	83	114	149	184	119	156	94	117	96
chr12	1031966	1033011	DNA_4426	90	76	93	64	46	69	68	83	114	149	184	119	156	94	117	96
chr12	1045800	1045972	DNA_4427	25	19	23	12	13	19	12	22	12	23	18	7	25	12	16	10
chr12	1045800	1045972	DNA_4428	25	19	23	12	13	19	12	22	12	23	18	7	25	12	16	10
chr12	1046549	1047307	DNA_4429	42	39	45	25	63	60	67	99	46	73	69	50	92	74	54	45
chr12	1046549	1047307	DNA_4430	42	39	45	25	63	60	67	99	46	73	69	50	92	74	54	45
chr12	1049038	1049127	DNA_4431	7	5	3	6	7	7	2	6	9	13	11	9	19	9	13	4
chr12	1049038	1049127	DNA_4432	7	5	3	6	7	7	2	6	9	13	11	9	19	9	13	4
chr12	1090044	1090197	DNA_4433	34	35	24	41	21	33	27	31	10	13	7	10	19	14	5	5
chr12	1090044	1090197	DNA_4434	34	35	24	41	21	33	27	31	10	13	7	10	19	14	5	5
chr12	1236900	1236994	DNA_4435	3	2	7	2	7	8	4	5	11	10	11	8	15	7	11	13
chr12	1236900	1236994	DNA_4436	3	2	7	2	7	8	4	5	11	10	11	8	15	7	11	13
chr12	1352323	1354197	DNA_4437	217	201	211	207	91	112	102	131	135	180	176	122	193	128	132	105
chr12	1352323	1354197	DNA_4438	217	201	211	207	91	112	102	131	135	180	176	122	193	128	132	105
chr12	1484090	1484262	DNA_4439	3	3	4	2	2	5	1	1	5	4	4	1	5	2	1	3
chr12	1484090	1484262	DNA_4440	3	3	4	2	2	5	1	1	5	4	4	1	5	2	1	3
chr12	1570763	1571111	DNA_4441	28	36	32	29	29	35	23	35	26	24	25	21	31	29	14	2
chr12	1570763	1571111	DNA_4442	28	36	32	29	29	35	23	35	26	24	25	21	31	29	14	2
chr12	1680301	1680505	DNA_4443	18	21	24	20	18	16	17	23	21	21	22	15	34	18	13	8
chr12	1680301	1680505	DNA_4444	18	21	24	20	18	16	17	23	21	21	22	15	34	18	13	8
chr12	1682160	1682930	DNA_4445	23	13	24	20	30	29	23	48	43	53	75	47	66	53	59	69
chr12	1682160	1682930	DNA_4446	23	13	24	20	30	29	23	48	43	53	75	47	66	53	59	69
chr12	1708873	1709853	DNA_4447	81	55	55	62	96	116	82	108	16	21	18	12	39	34	9	8
chr12	1708873	1709853	DNA_4448	81	55	55	62	96	116	82	108	16	21	18	12	39	34	9	8
chr12	1731908	1732013	DNA_4449	8	3	7	2	3	4	2	2	12	12	11	11	13	14	12	6
chr12	1731908	1732013	DNA_4450	8	3	7	2	3	4	2	2	12	12	11	11	13	14	12	6
chr12	1774134	1774280	DNA_4451	13	16	13	11	3	13	8	10	9	11	12	8	18	8	9	12
chr12	1774134	1774280	DNA_4452	13	16	13	11	3	13	8	10	9	11	12	8	18	8	9	12
chr12	1774515	1774763	DNA_4453	26	23	30	23	17	23	12	19	31	42	45	31	53	38	37	22
chr12	1774515	1774763	DNA_4454	26	23	30	23	17	23	12	19	31	42	45	31	53	38	37	22
chr12	1904007	1904110	DNA_4455	1	3	6	5	3	8	3	0	5	12	15	9	16	7	10	3
chr12	1904007	1904110	DNA_4456	1	3	6	5	3	8	3	0	5	12	15	9	16	7	10	3
chr12	1994087	1994845	DNA_4457	17	16	33	17	18	22	17	19	39	58	76	55	77	67	63	60
chr12	1994087	1994845	DNA_4458	17	16	33	17	18	22	17	19	39	58	76	55	77	67	63	60
chr12	2222542	2223004	DNA_4459	71	62	60	70	45	46	36	47	18	26	30	27	25	30	14	6
chr12	2222542	2223004	DNA_4460	71	62	60	70	45	46	36	47	18	26	30	27	25	30	14	6
chr12	2231059	2231106	DNA_4461	6	1	7	1	6	5	6	9	5	6	9	9	9	12	4	1
chr12	2231059	2231106	DNA_4462	6	1	7	1	6	5	6	9	5	6	9	9	9	12	4	1
chr12	2303113	2303404	DNA_4463	26	11	26	14	6	13	6	15	44	35	39	31	28	21	18	22
chr12	2303113	2303404	DNA_4464	26	11	26	14	6	13	6	15	44	35	39	31	28	21	18	22
chr12	2398075	2398241	DNA_4465	4	1	6	2	10	4	7	5	15	13	13	13	22	19	9	11
chr12	2398075	2398241	DNA_4466	4	1	6	2	10	4	7	5	15	13	13	13	22	19	9	11
chr12	2497200	2497371	DNA_4467	11	7	8	3	6	14	7	12	28	20	14	5	20	28	19	15
chr12	2497200	2497371	DNA_4468	11	7	8	3	6	14	7	12	28	20	14	5	20	28	19	15
chr12	2629352	2629533	DNA_4469	3	2	6	3	0	0	0	0	9	10	8	7	0	1	0	1
chr12	2629352	2629533	DNA_4470	3	2	6	3	0	0	0	0	9	10	8	7	0	1	0	1
chr12	2629849	2629923	DNA_4471	0	0	4	2	0	0	0	0	2	4	3	4	1	0	1	0
chr12	2629849	2629923	DNA_4472	0	0	4	2	0	0	0	0	2	4	3	4	1	0	1	0
chr12	2710336	2710546	DNA_4473	5	3	7	5	7	9	7	6	17	14	18	22	17	19	19	32
chr12	2710336	2710546	DNA_4474	5	3	7	5	7	9	7	6	17	14	18	22	17	19	19	32
chr12	2776599	2776712	DNA_4475	0	0	2	0	0	4	2	3	2	3	2	1	2	2	7	4
chr12	2776599	2776712	DNA_4476	0	0	2	0	0	4	2	3	2	3	2	1	2	2	7	4
chr12	2777994	2778216	DNA_4477	21	32	12	16	14	7	17	19	7	11	10	6	17	14	11	6
chr12	2777994	2778216	DNA_4478	21	32	12	16	14	7	17	19	7	11	10	6	17	14	11	6
chr12	2809042	2809320	DNA_4479	0	1	0	0	2	1	1	2	3	2	0	4	2	3	0	1
chr12	2809042	2809320	DNA_4480	0	1	0	0	2	1	1	2	3	2	0	4	2	3	0	1
chr12	2810850	2811128	DNA_4481	0	0	1	1	0	1	0	0	0	1	1	2	1	1	0	1
chr12	2810850	2811128	DNA_4482	0	0	1	1	0	1	0	0	0	1	1	2	1	1	0	1
chr12	2812748	2812799	DNA_4483	0	1	1	0	0	1	0	2	2	3	5	5	5	6	5	5
chr12	2812748	2812799	DNA_4484	0	1	1	0	0	1	0	2	2	3	5	5	5	6	5	5
chr12	2813323	2813545	DNA_4485	8	3	6	3	8	5	4	7	15	20	15	17	23	14	21	11
chr12	2813323	2813545	DNA_4486	8	3	6	3	8	5	4	7	15	20	15	17	23	14	21	11
chr12	2828400	2829336	DNA_4487	146	131	137	117	95	106	109	134	51	70	48	41	83	68	31	21
chr12	2828400	2829336	DNA_4488	146	131	137	117	95	106	109	134	51	70	48	41	83	68	31	21
chr12	2833749	2835297	DNA_4489	1253	1263	1078	1216	587	669	582	689	100	195	133	149	178	174	94	66
chr12	2833749	2835297	DNA_4490	1253	1263	1078	1216	587	669	582	689	100	195	133	149	178	174	94	66
chr12	2930926	2931711	DNA_4491	35	37	41	46	30	42	29	47	47	46	57	33	55	39	33	23
chr12	2930926	2931711	DNA_4492	35	37	41	46	30	42	29	47	47	46	57	33	55	39	33	23
chr12	2936906	2937070	DNA_4493	16	12	20	14	16	19	11	24	5	4	6	6	14	11	1	4
chr12	2936906	2937070	DNA_4494	16	12	20	14	16	19	11	24	5	4	6	6	14	11	1	4
chr12	2943994	2944090	DNA_4495	19	14	25	23	11	15	13	16	4	5	1	8	9	8	4	0
chr12	2943994	2944090	DNA_4496	19	14	25	23	11	15	13	16	4	5	1	8	9	8	4	0
chr12	2975308	2975464	DNA_4497	1	1	3	4	5	5	3	2	12	18	18	6	20	16	14	7
chr12	2975308	2975464	DNA_4498	1	1	3	4	5	5	3	2	12	18	18	6	20	16	14	7
chr12	3107065	3107128	DNA_4499	0	0	0	2	0	0	0	1	2	1	0	1	0	2	2	1
chr12	3107065	3107128	DNA_4500	0	0	0	2	0	0	0	1	2	1	0	1	0	2	2	1
chr12	3129010	3132307	DNA_4501	250	211	201	206	175	179	134	190	201	244	247	216	340	248	224	184
chr12	3129010	3132307	DNA_4502	250	211	201	206	175	179	134	190	201	244	247	216	340	248	224	184
chr12	3177452	3177616	DNA_4503	46	39	35	41	24	27	26	32	11	16	9	8	9	12	5	5
chr12	3177452	3177616	DNA_4504	46	39	35	41	24	27	26	32	11	16	9	8	9	12	5	5
chr12	3178130	3178206	DNA_4505	48	35	31	35	7	17	15	15	4	8	5	3	4	4	5	2
chr12	3178130	3178206	DNA_4506	48	35	31	35	7	17	15	15	4	8	5	3	4	4	5	2
chr12	3250955	3251303	DNA_4507	20	9	16	18	10	14	11	23	25	31	48	32	52	35	38	20
chr12	3250955	3251303	DNA_4508	20	9	16	18	10	14	11	23	25	31	48	32	52	35	38	20
chr12	3266961	3267297	DNA_4509	26	12	17	16	13	19	13	32	27	31	41	28	41	25	31	29
chr12	3266961	3267297	DNA_4510	26	12	17	16	13	19	13	32	27	31	41	28	41	25	31	29
chr12	3393443	3393521	DNA_4511	17	16	22	14	13	15	9	19	6	8	5	1	7	10	4	6
chr12	3393443	3393521	DNA_4512	17	16	22	14	13	15	9	19	6	8	5	1	7	10	4	6
chr12	3425178	3425845	DNA_4513	110	81	95	83	126	136	128	153	90	108	124	89	127	108	56	53
chr12	3425178	3425845	DNA_4514	110	81	95	83	126	136	128	153	90	108	124	89	127	108	56	53
chr12	3430263	3431155	DNA_4515	142	132	132	152	184	250	187	212	60	105	96	76	78	78	53	40
chr12	3430263	3431155	DNA_4516	142	132	132	152	184	250	187	212	60	105	96	76	78	78	53	40
chr12	3440359	3440748	DNA_4517	17	10	16	7	14	12	10	12	33	34	35	28	48	30	23	16
chr12	3440359	3440748	DNA_4518	17	10	16	7	14	12	10	12	33	34	35	28	48	30	23	16
chr12	3587884	3588360	DNA_4519	161	177	134	148	55	72	90	103	25	50	47	39	43	42	24	10
chr12	3587884	3588360	DNA_4520	161	177	134	148	55	72	90	103	25	50	47	39	43	42	24	10
chr12	3728924	3730375	DNA_4521	215	178	166	191	273	291	278	308	117	130	150	87	142	119	76	66
chr12	3728924	3730375	DNA_4522	215	178	166	191	273	291	278	308	117	130	150	87	142	119	76	66
chr12	3740206	3740528	DNA_4523	37	44	48	30	8	13	11	17	19	21	16	15	18	10	10	13
chr12	3740206	3740528	DNA_4524	37	44	48	30	8	13	11	17	19	21	16	15	18	10	10	13
chr12	3880767	3881009	DNA_4525	9	5	15	9	9	10	21	14	20	36	30	10	23	21	11	12
chr12	3880767	3881009	DNA_4526	9	5	15	9	9	10	21	14	20	36	30	10	23	21	11	12
chr12	4086164	4086214	DNA_4527	4	1	1	7	4	1	2	1	4	2	3	3	7	6	6	2
chr12	4086164	4086214	DNA_4528	4	1	1	7	4	1	2	1	4	2	3	3	7	6	6	2
chr12	4140756	4141120	DNA_4529	25	13	19	10	31	12	26	16	41	44	55	34	27	19	11	16
chr12	4140756	4141120	DNA_4530	25	13	19	10	31	12	26	16	41	44	55	34	27	19	11	16
chr12	4141372	4142091	DNA_4531	80	46	67	74	39	48	52	50	118	154	157	111	81	62	63	72
chr12	4141372	4142091	DNA_4532	80	46	67	74	39	48	52	50	118	154	157	111	81	62	63	72
chr12	4142518	4143241	DNA_4533	61	47	71	51	46	54	34	57	159	176	197	126	102	72	82	66
chr12	4142518	4143241	DNA_4534	61	47	71	51	46	54	34	57	159	176	197	126	102	72	82	66
chr12	4144814	4145177	DNA_4535	47	18	45	32	24	29	17	41	95	101	117	82	64	46	44	30
chr12	4144814	4145177	DNA_4536	47	18	45	32	24	29	17	41	95	101	117	82	64	46	44	30
chr12	4145408	4146147	DNA_4537	68	59	82	68	48	54	39	62	135	155	171	113	75	72	72	56
chr12	4145408	4146147	DNA_4538	68	59	82	68	48	54	39	62	135	155	171	113	75	72	72	56
chr12	4146574	4147297	DNA_4539	68	28	68	44	34	39	40	39	119	136	158	114	87	68	68	59
chr12	4146574	4147297	DNA_4540	68	28	68	44	34	39	40	39	119	136	158	114	87	68	68	59
chr12	4148874	4149237	DNA_4541	38	26	53	32	23	31	23	40	77	111	110	78	52	36	47	32
chr12	4148874	4149237	DNA_4542	38	26	53	32	23	31	23	40	77	111	110	78	52	36	47	32
chr12	4149469	4150208	DNA_4543	76	49	59	87	48	75	48	55	123	160	186	133	72	64	71	48
chr12	4149469	4150208	DNA_4544	76	49	59	87	48	75	48	55	123	160	186	133	72	64	71	48
chr12	4150635	4151358	DNA_4545	52	32	49	40	46	49	44	42	123	151	158	106	100	73	68	54
chr12	4150635	4151358	DNA_4546	52	32	49	40	46	49	44	42	123	151	158	106	100	73	68	54
chr12	4152935	4153298	DNA_4547	46	19	59	35	32	33	25	32	81	89	100	101	62	50	37	32
chr12	4152935	4153298	DNA_4548	46	19	59	35	32	33	25	32	81	89	100	101	62	50	37	32
chr12	4153530	4154269	DNA_4549	72	56	64	53	58	52	38	71	138	153	160	112	84	63	82	61
chr12	4153530	4154269	DNA_4550	72	56	64	53	58	52	38	71	138	153	160	112	84	63	82	61
chr12	4154696	4155419	DNA_4551	76	38	55	42	51	50	38	48	128	147	165	123	103	61	73	50
chr12	4154696	4155419	DNA_4552	76	38	55	42	51	50	38	48	128	147	165	123	103	61	73	50
chr12	4156996	4157359	DNA_4553	42	25	43	33	26	35	23	28	58	92	98	65	66	48	38	38
chr12	4156996	4157359	DNA_4554	42	25	43	33	26	35	23	28	58	92	98	65	66	48	38	38
chr12	4157591	4158330	DNA_4555	72	59	70	65	69	61	58	57	133	154	162	110	85	62	72	58
chr12	4157591	4158330	DNA_4556	72	59	70	65	69	61	58	57	133	154	162	110	85	62	72	58
chr12	4158757	4159480	DNA_4557	50	34	54	53	40	36	46	50	128	155	159	98	94	55	78	46
chr12	4158757	4159480	DNA_4558	50	34	54	53	40	36	46	50	128	155	159	98	94	55	78	46
chr12	4161057	4161420	DNA_4559	38	15	47	40	27	25	24	33	89	80	106	83	59	29	31	34
chr12	4161057	4161420	DNA_4560	38	15	47	40	27	25	24	33	89	80	106	83	59	29	31	34
chr12	4161652	4162391	DNA_4561	66	59	77	63	36	49	48	60	102	150	179	122	87	73	77	59
chr12	4161652	4162391	DNA_4562	66	59	77	63	36	49	48	60	102	150	179	122	87	73	77	59
chr12	4162998	4163541	DNA_4563	48	40	45	33	26	29	25	29	101	120	123	84	68	54	69	59
chr12	4162998	4163541	DNA_4564	48	40	45	33	26	29	25	29	101	120	123	84	68	54	69	59
chr12	4190846	4191826	DNA_4565	25	26	33	27	34	39	34	42	27	22	33	33	61	47	46	31
chr12	4190846	4191826	DNA_4566	25	26	33	27	34	39	34	42	27	22	33	33	61	47	46	31
chr12	4283274	4283370	DNA_4567	3	3	8	2	3	6	5	3	12	10	10	6	8	11	8	3
chr12	4283274	4283370	DNA_4568	3	3	8	2	3	6	5	3	12	10	10	6	8	11	8	3
chr12	4336299	4338878	DNA_4569	74	54	81	70	151	172	144	158	93	107	108	87	206	123	123	128
chr12	4336299	4338878	DNA_4570	74	54	81	70	151	172	144	158	93	107	108	87	206	123	123	128
chr12	4345296	4345566	DNA_4571	9	9	9	10	7	11	8	15	17	33	33	21	44	31	36	25
chr12	4345296	4345566	DNA_4572	9	9	9	10	7	11	8	15	17	33	33	21	44	31	36	25
chr12	4352731	4352775	DNA_4573	2	4	1	0	2	1	1	3	1	4	5	3	5	2	3	2
chr12	4352731	4352775	DNA_4574	2	4	1	0	2	1	1	3	1	4	5	3	5	2	3	2
chr12	4382724	4383516	DNA_4575	92	71	103	90	84	81	76	98	138	184	209	132	158	132	106	72
chr12	4382724	4383516	DNA_4576	92	71	103	90	84	81	76	98	138	184	209	132	158	132	106	72
chr12	4390882	4392516	DNA_4577	79	60	89	67	88	97	79	104	117	136	164	105	112	61	76	68
chr12	4390882	4392516	DNA_4578	79	60	89	67	88	97	79	104	117	136	164	105	112	61	76	68
chr12	4430292	4430847	DNA_4579	40	30	38	30	27	24	33	44	29	41	31	24	34	30	33	19
chr12	4430292	4430847	DNA_4580	40	30	38	30	27	24	33	44	29	41	31	24	34	30	33	19
chr12	4522205	4522325	DNA_4581	16	16	15	16	13	8	15	15	14	8	10	10	11	14	6	3
chr12	4522205	4522325	DNA_4582	16	16	15	16	13	8	15	15	14	8	10	10	11	14	6	3
chr12	4655414	4655534	DNA_4583	11	5	4	4	2	6	2	11	8	16	16	11	25	10	18	14
chr12	4655414	4655534	DNA_4584	11	5	4	4	2	6	2	11	8	16	16	11	25	10	18	14
chr12	4656748	4657054	DNA_4585	15	7	18	16	22	23	26	27	40	17	35	19	30	28	38	23
chr12	4656748	4657054	DNA_4586	15	7	18	16	22	23	26	27	40	17	35	19	30	28	38	23
chr12	4711905	4712067	DNA_4587	13	12	7	18	10	8	10	22	12	18	24	10	16	18	7	0
chr12	4711905	4712067	DNA_4588	13	12	7	18	10	8	10	22	12	18	24	10	16	18	7	0
chr12	4713627	4714805	DNA_4589	44	26	50	52	41	52	34	64	48	80	86	70	98	70	83	60
chr12	4713627	4714805	DNA_4590	44	26	50	52	41	52	34	64	48	80	86	70	98	70	83	60
chr12	4745340	4745401	DNA_4591	2	1	3	2	3	4	1	2	5	6	5	7	11	6	9	6
chr12	4745340	4745401	DNA_4592	2	1	3	2	3	4	1	2	5	6	5	7	11	6	9	6
chr12	4807981	4808115	DNA_4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	4807981	4808115	DNA_4594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	4835746	4836259	DNA_4595	35	42	47	41	43	55	53	64	37	45	63	43	69	50	64	44
chr12	4835746	4836259	DNA_4596	35	42	47	41	43	55	53	64	37	45	63	43	69	50	64	44
chr12	4839366	4841515	DNA_4597	106	64	102	94	85	112	99	123	114	119	143	99	199	144	170	142
chr12	4839366	4841515	DNA_4598	106	64	102	94	85	112	99	123	114	119	143	99	199	144	170	142
chr12	4854201	4854250	DNA_4599	4	0	2	2	2	1	1	4	7	10	3	8	14	7	10	12
chr12	4854201	4854250	DNA_4600	4	0	2	2	2	1	1	4	7	10	3	8	14	7	10	12
chr12	4958973	4959464	DNA_4601	79	74	64	56	57	59	55	55	32	43	39	35	52	40	32	16
chr12	4958973	4959464	DNA_4602	79	74	64	56	57	59	55	55	32	43	39	35	52	40	32	16
chr12	4964717	4964948	DNA_4603	119	107	79	99	69	66	47	68	9	12	8	12	12	15	2	3
chr12	4964717	4964948	DNA_4604	119	107	79	99	69	66	47	68	9	12	8	12	12	15	2	3
chr12	5058771	5059329	DNA_4605	22	21	21	22	20	22	21	23	51	57	49	34	73	50	56	39
chr12	5058771	5059329	DNA_4606	22	21	21	22	20	22	21	23	51	57	49	34	73	50	56	39
chr12	5084421	5084560	DNA_4607	4	0	4	3	10	10	7	7	13	11	10	11	38	27	24	20
chr12	5084421	5084560	DNA_4608	4	0	4	3	10	10	7	7	13	11	10	11	38	27	24	20
chr12	5108776	5108898	DNA_4609	2	2	4	5	9	13	9	8	20	18	22	14	30	21	29	28
chr12	5108776	5108898	DNA_4610	2	2	4	5	9	13	9	8	20	18	22	14	30	21	29	28
chr12	5109396	5109534	DNA_4611	5	5	3	6	9	6	3	7	14	38	26	13	28	20	26	19
chr12	5109396	5109534	DNA_4612	5	5	3	6	9	6	3	7	14	38	26	13	28	20	26	19
chr12	5282141	5282619	DNA_4613	12	17	13	12	14	24	16	25	14	29	30	19	52	38	32	24
chr12	5282141	5282619	DNA_4614	12	17	13	12	14	24	16	25	14	29	30	19	52	38	32	24
chr12	5286179	5287166	DNA_4615	28	18	28	27	30	25	28	32	50	61	73	41	76	50	76	39
chr12	5286179	5287166	DNA_4616	28	18	28	27	30	25	28	32	50	61	73	41	76	50	76	39
chr12	5478162	5478385	DNA_4617	5	3	6	6	3	8	5	6	19	22	17	16	30	12	30	10
chr12	5478162	5478385	DNA_4618	5	3	6	6	3	8	5	6	19	22	17	16	30	12	30	10
chr12	5523874	5523969	DNA_4619	7	0	3	6	4	3	0	2	7	3	10	9	13	3	9	5
chr12	5523874	5523969	DNA_4620	7	0	3	6	4	3	0	2	7	3	10	9	13	3	9	5
chr12	5572730	5572961	DNA_4621	7	5	13	7	11	5	8	8	13	26	27	20	35	21	27	23
chr12	5572730	5572961	DNA_4622	7	5	13	7	11	5	8	8	13	26	27	20	35	21	27	23
chr12	5573372	5573684	DNA_4623	20	8	20	12	7	24	9	14	41	48	58	32	60	46	54	37
chr12	5573372	5573684	DNA_4624	20	8	20	12	7	24	9	14	41	48	58	32	60	46	54	37
chr12	5630510	5630841	DNA_4625	19	10	20	19	22	16	15	20	25	23	22	23	30	26	12	6
chr12	5630510	5630841	DNA_4626	19	10	20	19	22	16	15	20	25	23	22	23	30	26	12	6
chr12	5632795	5633747	DNA_4627	52	52	47	44	47	60	59	83	86	72	84	59	92	47	67	56
chr12	5632795	5633747	DNA_4628	52	52	47	44	47	60	59	83	86	72	84	59	92	47	67	56
chr12	5776028	5776135	DNA_4629	0	1	0	0	7	7	6	9	0	1	1	0	12	14	3	5
chr12	5776028	5776135	DNA_4630	0	1	0	0	7	7	6	9	0	1	1	0	12	14	3	5
chr12	5780468	5781164	DNA_4631	47	43	38	33	53	60	82	77	38	33	42	46	59	42	50	39
chr12	5780468	5781164	DNA_4632	47	43	38	33	53	60	82	77	38	33	42	46	59	42	50	39
chr12	5842081	5842320	DNA_4633	0	0	0	0	11	19	13	23	0	0	0	0	20	11	8	11
chr12	5842081	5842320	DNA_4634	0	0	0	0	11	19	13	23	0	0	0	0	20	11	8	11
chr12	5849597	5849679	DNA_4635	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
chr12	5849597	5849679	DNA_4636	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
chr12	5850716	5850862	DNA_4637	0	0	0	0	4	0	1	3	0	0	0	0	9	12	12	7
chr12	5850716	5850862	DNA_4638	0	0	0	0	4	0	1	3	0	0	0	0	9	12	12	7
chr12	5851686	5852040	DNA_4639	6	2	3	3	12	11	12	15	1	3	4	2	30	22	12	7
chr12	5851686	5852040	DNA_4640	6	2	3	3	12	11	12	15	1	3	4	2	30	22	12	7
chr12	5927869	5927953	DNA_4641	3	1	5	6	2	6	3	4	12	10	15	8	15	10	12	9
chr12	5927869	5927953	DNA_4642	3	1	5	6	2	6	3	4	12	10	15	8	15	10	12	9
chr12	5938094	5938324	DNA_4643	8	3	8	10	7	12	6	13	26	18	30	23	34	17	30	12
chr12	5938094	5938324	DNA_4644	8	3	8	10	7	12	6	13	26	18	30	23	34	17	30	12
chr12	5945698	5946473	DNA_4645	153	169	148	166	182	194	161	184	16	29	16	22	59	48	9	10
chr12	5945698	5946473	DNA_4646	153	169	148	166	182	194	161	184	16	29	16	22	59	48	9	10
chr12	6042143	6042591	DNA_4647	10	10	4	13	7	11	5	7	8	8	11	10	13	12	9	9
chr12	6042143	6042591	DNA_4648	10	10	4	13	7	11	5	7	8	8	11	10	13	12	9	9
chr12	6068345	6068660	DNA_4649	2	3	3	3	3	4	1	3	23	27	22	16	9	4	9	10
chr12	6068345	6068660	DNA_4650	2	3	3	3	3	4	1	3	23	27	22	16	9	4	9	10
chr12	6078813	6079815	DNA_4651	30	15	26	24	33	51	31	48	73	59	70	57	124	104	93	78
chr12	6078813	6079815	DNA_4652	30	15	26	24	33	51	31	48	73	59	70	57	124	104	93	78
chr12	6188757	6189076	DNA_4653	1	2	2	1	0	0	1	1	4	4	2	4	2	1	5	1
chr12	6188757	6189076	DNA_4654	1	2	2	1	0	0	1	1	4	4	2	4	2	1	5	1
chr12	6216620	6217061	DNA_4655	13	11	20	13	1	3	3	7	20	16	26	21	12	6	9	8
chr12	6216620	6217061	DNA_4656	13	11	20	13	1	3	3	7	20	16	26	21	12	6	9	8
chr12	6230877	6231506	DNA_4657	10	3	11	6	22	20	19	26	16	19	25	15	49	30	33	34
chr12	6230877	6231506	DNA_4658	10	3	11	6	22	20	19	26	16	19	25	15	49	30	33	34
chr12	6279248	6279524	DNA_4659	6	3	4	9	11	10	9	10	9	14	9	4	35	20	21	19
chr12	6279248	6279524	DNA_4660	6	3	4	9	11	10	9	10	9	14	9	4	35	20	21	19
chr12	6279850	6279962	DNA_4661	4	1	1	2	5	9	6	4	6	4	9	6	17	11	10	8
chr12	6279850	6279962	DNA_4662	4	1	1	2	5	9	6	4	6	4	9	6	17	11	10	8
chr12	6280150	6280265	DNA_4663	2	3	1	0	2	5	2	10	7	6	8	5	24	14	18	11
chr12	6280150	6280265	DNA_4664	2	3	1	0	2	5	2	10	7	6	8	5	24	14	18	11
chr12	6313516	6313663	DNA_4665	2	3	3	2	6	5	4	4	4	7	6	5	17	16	16	16
chr12	6313516	6313663	DNA_4666	2	3	3	2	6	5	4	4	4	7	6	5	17	16	16	16
