chr	feature	start	stop	strand	featureID	parentID
chr13	mRNA	12652394	12657660	+	Amillepora16013-RA	Amillepora16013
chr13	mRNA	12725723	12761803	-	Amillepora16017-RA	Amillepora16017
chr13	mRNA	12708449	12709333	+	Amillepora16016-RA	Amillepora16016
chr13	mRNA	12874985	12875941	-	Amillepora16022-RA	Amillepora16022
chr13	mRNA	12792296	12798486	-	Amillepora16021-RA	Amillepora16021
chr13	mRNA	12791150	12791662	-	Amillepora16020-RA	Amillepora16020
chr13	mRNA	12941457	12944100	+	Amillepora16025-RA	Amillepora16025
chr13	mRNA	12950294	12955410	+	Amillepora16026-RA	Amillepora16026
chr13	mRNA	12896641	12897081	-	Amillepora16023-RA	Amillepora16023
chr13	mRNA	12977713	12979696	+	Amillepora16027-RA	Amillepora16027
chr13	mRNA	12899442	12900016	-	Amillepora16024-RA	Amillepora16024
chr13	mRNA	13030431	13033126	+	Amillepora16032-RA	Amillepora16032
chr13	mRNA	13026705	13028688	+	Amillepora16031-RA	Amillepora16031
chr13	mRNA	13010879	13012493	+	Amillepora16030-RA	Amillepora16030
chr13	mRNA	12995514	12996404	+	Amillepora16029-RA	Amillepora16029
chr13	mRNA	13034192	13037874	+	Amillepora16033-RA	Amillepora16033
chr13	mRNA	12995136	12995482	+	Amillepora16028-RA	Amillepora16028
chr13	mRNA	13143674	13149737	+	Amillepora16041-RA	Amillepora16041
chr13	mRNA	13071940	13084847	+	Amillepora16037-RA	Amillepora16037
chr13	mRNA	13058528	13059488	+	Amillepora16034-RA	Amillepora16034
chr13	mRNA	13071555	13071788	+	Amillepora16036-RA	Amillepora16036
chr13	mRNA	13117417	13139292	-	Amillepora16040-RA	Amillepora16040
chr13	mRNA	13084889	13107200	-	Amillepora16039-RA	Amillepora16039
chr13	mRNA	13218584	13225338	+	Amillepora16043-RA	Amillepora16043
chr13	mRNA	13214513	13218567	+	Amillepora16042-RA	Amillepora16042
chr13	mRNA	13254303	13256197	-	Amillepora16044-RA	Amillepora16044
chr13	mRNA	13263923	13288799	+	Amillepora16045-RA	Amillepora16045
chr13	mRNA	13296439	13300801	+	Amillepora16047-RA	Amillepora16047
chr13	mRNA	13344129	13358490	-	Amillepora16049-RA	Amillepora16049
chr13	mRNA	13331716	13341180	-	Amillepora16048-RA	Amillepora16048
chr13	mRNA	13428501	13451696	+	Amillepora16061-RA	Amillepora16061
chr13	mRNA	13402788	13404248	+	Amillepora16059-RA	Amillepora16059
chr13	mRNA	13371992	13372676	-	Amillepora16050-RA	Amillepora16050
chr13	mRNA	13390908	13391240	-	Amillepora16056-RA	Amillepora16056
chr13	mRNA	13409835	13413198	-	Amillepora16060-RA	Amillepora16060
chr13	mRNA	13391515	13394221	-	Amillepora16057-RA	Amillepora16057
chr13	mRNA	13384683	13385626	-	Amillepora16053-RA	Amillepora16053
chr13	mRNA	13389515	13389901	-	Amillepora16054-RA	Amillepora16054
chr13	mRNA	13379655	13383733	-	Amillepora16052-RA	Amillepora16052
chr13	mRNA	13389911	13390596	-	Amillepora16055-RA	Amillepora16055
chr13	mRNA	13378410	13378833	-	Amillepora16051-RA	Amillepora16051
chr13	mRNA	13394340	13396356	-	Amillepora16058-RA	Amillepora16058
chr13	mRNA	13536508	13544351	+	Amillepora16069-RA	Amillepora16069
chr13	mRNA	13500027	13514521	+	Amillepora16066-RA	Amillepora16066
chr13	mRNA	13465129	13477227	+	Amillepora16062-RA	Amillepora16062
chr13	mRNA	13481873	13495130	+	Amillepora16064-RA	Amillepora16064
chr13	mRNA	13527941	13529988	-	Amillepora16068-RA	Amillepora16068
chr13	mRNA	13477889	13481772	-	Amillepora16063-RA	Amillepora16063
chr13	mRNA	13522978	13523841	-	Amillepora16067-RA	Amillepora16067
chr13	mRNA	13632816	13662172	+	Amillepora16078-RA	Amillepora16078
chr13	mRNA	13547034	13566066	+	Amillepora16071-RA	Amillepora16071
chr13	mRNA	13587918	13588988	+	Amillepora16075-RA	Amillepora16075
chr13	mRNA	13581685	13584043	+	Amillepora16074-RA	Amillepora16074
chr13	mRNA	13567346	13568232	+	Amillepora16073-RA	Amillepora16073
chr13	mRNA	13662275	13676881	-	Amillepora16079-RA	Amillepora16079
chr13	mRNA	13601524	13612038	-	Amillepora16077-RA	Amillepora16077
chr13	mRNA	13715419	13724378	+	Amillepora16083-RA	Amillepora16083
chr13	mRNA	13681771	13688216	+	Amillepora16080-RA	Amillepora16080
chr13	mRNA	13705878	13713857	-	Amillepora16082-RA	Amillepora16082
chr13	mRNA	13690994	13696621	-	Amillepora16081-RA	Amillepora16081
chr13	mRNA	13783673	13785317	+	Amillepora16085-RA	Amillepora16085
chr13	mRNA	13824621	13831194	+	Amillepora16089-RA	Amillepora16089
chr13	mRNA	13790302	13793133	+	Amillepora16086-RA	Amillepora16086
chr13	mRNA	13871811	13873721	-	Amillepora16098-RA	Amillepora16098
chr13	mRNA	13859103	13867572	-	Amillepora16096-RA	Amillepora16096
chr13	mRNA	13822294	13824490	-	Amillepora16088-RA	Amillepora16088
chr13	mRNA	13852996	13853782	-	Amillepora16095-RA	Amillepora16095
chr13	mRNA	13831513	13836034	-	Amillepora16090-RA	Amillepora16090
chr13	mRNA	13836179	13852589	-	Amillepora16092-RA	Amillepora16092
chr13	mRNA	13812054	13813762	-	Amillepora16087-RA	Amillepora16087
chr13	mRNA	13915752	13917743	+	Amillepora16102-RA	Amillepora16102
chr13	mRNA	13913541	13914476	+	Amillepora16101-RA	Amillepora16101
chr13	mRNA	13920273	13922474	+	Amillepora16103-RA	Amillepora16103
chr13	mRNA	13939683	13952792	+	Amillepora16107-RA	Amillepora16107
chr13	mRNA	13878125	13911630	+	Amillepora16099-RA	Amillepora16099
chr13	mRNA	13966600	13973855	+	Amillepora16108-RA	Amillepora16108
chr13	mRNA	13976205	13986153	+	Amillepora16110-RA	Amillepora16110
chr13	mRNA	13923202	13927065	-	Amillepora16104-RA	Amillepora16104
chr13	mRNA	13935015	13939564	-	Amillepora16106-RA	Amillepora16106
chr13	mRNA	13933347	13934381	-	Amillepora16105-RA	Amillepora16105
chr13	mRNA	13996124	14023228	+	Amillepora16112-RA	Amillepora16112
chr13	mRNA	14023515	14025227	+	Amillepora16115-RA	Amillepora16115
chr13	mRNA	14038085	14053342	-	Amillepora16116-RA	Amillepora16116
chr13	mRNA	14063845	14069473	-	Amillepora16117-RA	Amillepora16117
chr13	mRNA	13986469	14002215	-	Amillepora16111-RA	Amillepora16111
chr13	mRNA	14146116	14173147	+	Amillepora16126-RA	Amillepora16126
chr13	mRNA	14070662	14091822	+	Amillepora16118-RA	Amillepora16118
chr13	mRNA	14121548	14125649	+	Amillepora16121-RA	Amillepora16121
chr13	mRNA	14126850	14145834	-	Amillepora16122-RA	Amillepora16122
chr13	mRNA	14248606	14256620	+	Amillepora16129-RA	Amillepora16129
chr13	mRNA	14284237	14288354	-	Amillepora16130-RA	Amillepora16130
chr13	mRNA	14382592	14385027	+	Amillepora16131-RA	Amillepora16131
chr13	mRNA	14392287	14433894	+	Amillepora16133-RA	Amillepora16133
chr13	mRNA	14442875	14462728	+	Amillepora16135-RA	Amillepora16135
chr13	mRNA	14465022	14467265	+	Amillepora16136-RA	Amillepora16136
chr13	mRNA	14434035	14442794	-	Amillepora16134-RA	Amillepora16134
chr13	mRNA	14385572	14391843	-	Amillepora16132-RA	Amillepora16132
chr13	mRNA	14537847	14538947	+	Amillepora16140-RA	Amillepora16140
chr13	mRNA	14483492	14485781	-	Amillepora16137-RA	Amillepora16137
chr13	mRNA	14525875	14531259	-	Amillepora16139-RA	Amillepora16139
chr13	mRNA	14490893	14492945	-	Amillepora16138-RA	Amillepora16138
chr13	mRNA	14543019	14544803	+	Amillepora16141-RA	Amillepora16141
chr13	mRNA	14635694	14638963	+	Amillepora16145-RA	Amillepora16145
chr13	mRNA	14758783	14760126	+	Amillepora16151-RA	Amillepora16151
chr13	mRNA	14699655	14701691	+	Amillepora16148-RA	Amillepora16148
chr13	mRNA	14734077	14735912	-	Amillepora16149-RA	Amillepora16149
chr13	mRNA	14736939	14737274	-	Amillepora16150-RA	Amillepora16150
chr13	mRNA	14651398	14668924	-	Amillepora16146-RA	Amillepora16146
chr13	mRNA	14765218	14766797	-	Amillepora16153-RA	Amillepora16153
chr13	mRNA	14764600	14765130	-	Amillepora16152-RA	Amillepora16152
chr13	mRNA	14827195	14832155	+	Amillepora16162-RA	Amillepora16162
chr13	mRNA	14832565	14858876	+	Amillepora16163-RA	Amillepora16163
chr13	mRNA	14808680	14812492	-	Amillepora16158-RA	Amillepora16158
chr13	mRNA	14813252	14821694	-	Amillepora16159-RA	Amillepora16159
chr13	mRNA	14822278	14826986	-	Amillepora16160-RA	Amillepora16160
chr13	mRNA	14797843	14806640	-	Amillepora16157-RA	Amillepora16157
chr13	mRNA	14870903	14873877	-	Amillepora16165-RA	Amillepora16165
chr13	mRNA	14863576	14865736	-	Amillepora16164-RA	Amillepora16164
chr13	mRNA	14784952	14791052	+	Amillepora16156-RA	Amillepora16156
chr13	mRNA	14898235	14918641	+	Amillepora16170-RA	Amillepora16170
chr13	mRNA	14885389	14890416	+	Amillepora16168-RA	Amillepora16168
chr13	mRNA	14882058	14885317	+	Amillepora16167-RA	Amillepora16167
chr13	mRNA	14890739	14898148	+	Amillepora16169-RA	Amillepora16169
chr13	mRNA	14965224	14968675	-	Amillepora16174-RA	Amillepora16174
chr13	mRNA	14920489	14924012	-	Amillepora16172-RA	Amillepora16172
chr13	mRNA	14958755	14960922	-	Amillepora16173-RA	Amillepora16173
chr13	mRNA	14899432	14903141	-	Amillepora16171-RA	Amillepora16171
chr13	mRNA	14976773	14979424	-	Amillepora16176-RA	Amillepora16176
chr13	mRNA	14982690	14989006	-	Amillepora16177-RA	Amillepora16177
chr13	mRNA	15061250	15065907	+	Amillepora16184-RA	Amillepora16184
chr13	mRNA	15028407	15039345	+	Amillepora16180-RA	Amillepora16180
chr13	mRNA	15046396	15057999	+	Amillepora16183-RA	Amillepora16183
chr13	mRNA	15019113	15024321	+	Amillepora16179-RA	Amillepora16179
chr13	mRNA	15003963	15012563	+	Amillepora16178-RA	Amillepora16178
chr13	mRNA	15103481	15111597	+	Amillepora16189-RA	Amillepora16189
chr13	mRNA	15167376	15179718	+	Amillepora16194-RA	Amillepora16194
chr13	mRNA	15078369	15089524	+	Amillepora16185-RA	Amillepora16185
chr13	mRNA	15155279	15163780	+	Amillepora16193-RA	Amillepora16193
chr13	mRNA	15145854	15158939	-	Amillepora16192-RA	Amillepora16192
chr13	mRNA	15137872	15142452	-	Amillepora16191-RA	Amillepora16191
chr13	mRNA	15090429	15098147	-	Amillepora16188-RA	Amillepora16188
chr13	mRNA	15236156	15238224	-	Amillepora16199-RA	Amillepora16199
chr13	mRNA	15179732	15195132	-	Amillepora16197-RA	Amillepora16197
chr13	mRNA	15204038	15210188	-	Amillepora16198-RA	Amillepora16198
chr13	mRNA	15372537	15382474	-	Amillepora16206-RA	Amillepora16206
chr13	mRNA	15332063	15334180	-	Amillepora16204-RA	Amillepora16204
chr13	mRNA	15345834	15349275	-	Amillepora16205-RA	Amillepora16205
chr13	mRNA	15322091	15324922	-	Amillepora16202-RA	Amillepora16202
chr13	mRNA	15273119	15286833	-	Amillepora16201-RA	Amillepora16201
chr13	mRNA	15428985	15431093	+	Amillepora16208-RA	Amillepora16208
chr13	mRNA	15387816	15401050	+	Amillepora16207-RA	Amillepora16207
chr13	mRNA	15444232	15447818	-	Amillepora16209-RA	Amillepora16209
chr13	mRNA	15470678	15473158	-	Amillepora16210-RA	Amillepora16210
chr13	mRNA	15535892	15540050	+	Amillepora16215-RA	Amillepora16215
chr13	mRNA	15529888	15535535	-	Amillepora16214-RA	Amillepora16214
chr13	mRNA	15486035	15491043	-	Amillepora16211-RA	Amillepora16211
chr13	mRNA	15515849	15527611	-	Amillepora16213-RA	Amillepora16213
chr13	mRNA	15542293	15546670	-	Amillepora16217-RA	Amillepora16217
chr13	mRNA	15493536	15501119	-	Amillepora16212-RA	Amillepora16212
chr13	mRNA	15558542	15600732	+	Amillepora16220-RA	Amillepora16220
chr13	mRNA	15606622	15606888	+	Amillepora16224-RA	Amillepora16224
chr13	mRNA	15602915	15603634	+	Amillepora16222-RA	Amillepora16222
chr13	mRNA	15606165	15606593	+	Amillepora16223-RA	Amillepora16223
chr13	mRNA	15629189	15633193	-	Amillepora16229-RA	Amillepora16229
chr13	mRNA	15620591	15621547	-	Amillepora16226-RA	Amillepora16226
chr13	mRNA	15611345	15616633	-	Amillepora16225-RA	Amillepora16225
chr13	mRNA	15624095	15626613	-	Amillepora16227-RA	Amillepora16227
chr13	mRNA	15736808	15740105	+	Amillepora16236-RA	Amillepora16236
chr13	mRNA	15755058	15759295	+	Amillepora16238-RA	Amillepora16238
chr13	mRNA	15647936	15667916	+	Amillepora16231-RA	Amillepora16231
chr13	mRNA	15637032	15643741	+	Amillepora16230-RA	Amillepora16230
chr13	mRNA	15688179	15689244	-	Amillepora16233-RA	Amillepora16233
chr13	mRNA	15696822	15736355	-	Amillepora16235-RA	Amillepora16235
chr13	mRNA	15742796	15754401	-	Amillepora16237-RA	Amillepora16237
chr13	mRNA	15778282	15781177	-	Amillepora16240-RA	Amillepora16240
chr13	mRNA	15759562	15764610	-	Amillepora16239-RA	Amillepora16239
chr13	mRNA	15822128	15825813	+	Amillepora16245-RA	Amillepora16245
chr13	mRNA	15781289	15785534	+	Amillepora16241-RA	Amillepora16241
chr13	mRNA	15801448	15811351	+	Amillepora16243-RA	Amillepora16243
chr13	mRNA	15786421	15792719	+	Amillepora16242-RA	Amillepora16242
chr13	mRNA	15832240	15853197	+	Amillepora16246-RA	Amillepora16246
chr13	mRNA	15909102	15919136	+	Amillepora16252-RA	Amillepora16252
chr13	mRNA	15884326	15895466	+	Amillepora16250-RA	Amillepora16250
chr13	mRNA	15865329	15879986	+	Amillepora16248-RA	Amillepora16248
chr13	mRNA	15964612	15966629	+	Amillepora16254-RA	Amillepora16254
chr13	mRNA	15901572	15908991	-	Amillepora16251-RA	Amillepora16251
chr13	mRNA	16001994	16017554	+	Amillepora16257-RA	Amillepora16257
chr13	mRNA	15984669	16000983	+	Amillepora16256-RA	Amillepora16256
chr13	mRNA	16066290	16080492	+	Amillepora16263-RA	Amillepora16263
chr13	mRNA	16022675	16024257	+	Amillepora16258-RA	Amillepora16258
chr13	mRNA	15978025	15983951	+	Amillepora16255-RA	Amillepora16255
chr13	mRNA	16036461	16042344	+	Amillepora16260-RA	Amillepora16260
chr13	mRNA	16080899	16085881	-	Amillepora16265-RA	Amillepora16265
chr13	mRNA	16025333	16030393	-	Amillepora16259-RA	Amillepora16259
chr13	mRNA	16046803	16065135	-	Amillepora16261-RA	Amillepora16261
chr13	mRNA	16150333	16151976	+	Amillepora16270-RA	Amillepora16270
chr13	mRNA	16114373	16129662	+	Amillepora16268-RA	Amillepora16268
chr13	mRNA	16132102	16133354	-	Amillepora16269-RA	Amillepora16269
chr13	mRNA	16169429	16173526	-	Amillepora16273-RA	Amillepora16273
chr13	mRNA	16102694	16105745	+	Amillepora16267-RA	Amillepora16267
chr13	mRNA	16156944	16157941	+	Amillepora16272-RA	Amillepora16272
chr13	mRNA	16219992	16221517	+	Amillepora16281-RA	Amillepora16281
chr13	mRNA	16196709	16209853	+	Amillepora16277-RA	Amillepora16277
chr13	mRNA	16175772	16177081	+	Amillepora16274-RA	Amillepora16274
chr13	mRNA	16249197	16254569	+	Amillepora16285-RA	Amillepora16285
chr13	mRNA	16185857	16187119	+	Amillepora16276-RA	Amillepora16276
chr13	mRNA	16257456	16258093	+	Amillepora16286-RA	Amillepora16286
chr13	mRNA	16230978	16234618	-	Amillepora16282-RA	Amillepora16282
chr13	mRNA	16236855	16238779	+	Amillepora16283-RA	Amillepora16283
chr13	mRNA	16272564	16273891	+	Amillepora16287-RA	Amillepora16287
chr13	mRNA	16274034	16274545	+	Amillepora16289-RA	Amillepora16289
chr13	mRNA	16336980	16353147	+	Amillepora16298-RA	Amillepora16298
chr13	mRNA	16354275	16356325	+	Amillepora16299-RA	Amillepora16299
chr13	mRNA	16295968	16300042	+	Amillepora16290-RA	Amillepora16290
chr13	mRNA	16379720	16382477	-	Amillepora16301-RA	Amillepora16301
chr13	mRNA	16358992	16360552	-	Amillepora16300-RA	Amillepora16300
chr13	mRNA	16327205	16336754	-	Amillepora16297-RA	Amillepora16297
chr13	mRNA	16308916	16324043	-	Amillepora16292-RA	Amillepora16292
chr13	mRNA	16305103	16307067	+	Amillepora16291-RA	Amillepora16291
chr13	mRNA	16450442	16455996	+	Amillepora16306-RA	Amillepora16306
chr13	mRNA	16473096	16473866	+	Amillepora16309-RA	Amillepora16309
chr13	mRNA	16471797	16489085	-	Amillepora16308-RA	Amillepora16308
chr13	mRNA	16457627	16468669	-	Amillepora16307-RA	Amillepora16307
chr13	mRNA	16400770	16402477	-	Amillepora16302-RA	Amillepora16302
chr13	mRNA	16429451	16439490	-	Amillepora16305-RA	Amillepora16305
chr13	mRNA	16415212	16417984	-	Amillepora16303-RA	Amillepora16303
chr13	mRNA	16424166	16425699	-	Amillepora16304-RA	Amillepora16304
chr13	mRNA	16574887	16587964	+	Amillepora16321-RA	Amillepora16321
chr13	mRNA	16562387	16566369	+	Amillepora16319-RA	Amillepora16319
chr13	mRNA	16569323	16574141	+	Amillepora16320-RA	Amillepora16320
chr13	mRNA	16542834	16557889	+	Amillepora16318-RA	Amillepora16318
chr13	mRNA	16527275	16534538	+	Amillepora16316-RA	Amillepora16316
chr13	mRNA	16538396	16539913	+	Amillepora16317-RA	Amillepora16317
chr13	mRNA	16493564	16494329	+	Amillepora16311-RA	Amillepora16311
chr13	mRNA	16507275	16509791	-	Amillepora16313-RA	Amillepora16313
chr13	mRNA	16514314	16519769	-	Amillepora16314-RA	Amillepora16314
chr13	mRNA	16499153	16504884	-	Amillepora16312-RA	Amillepora16312
chr13	mRNA	16522334	16524200	-	Amillepora16315-RA	Amillepora16315
chr13	mRNA	16492236	16492544	+	Amillepora16310-RA	Amillepora16310
chr13	mRNA	16614096	16636211	+	Amillepora16322-RA	Amillepora16322
chr13	mRNA	16641202	16660215	+	Amillepora16323-RA	Amillepora16323
chr13	mRNA	16664712	16674869	-	Amillepora16324-RA	Amillepora16324
chr13	mRNA	16679709	16682168	+	Amillepora16325-RA	Amillepora16325
chr13	mRNA	16748083	16753945	+	Amillepora16331-RA	Amillepora16331
chr13	mRNA	16722329	16744462	+	Amillepora16330-RA	Amillepora16330
chr13	mRNA	16692997	16697522	+	Amillepora16326-RA	Amillepora16326
chr13	mRNA	16706875	16721013	+	Amillepora16329-RA	Amillepora16329
chr13	mRNA	16760804	16778516	+	Amillepora16334-RA	Amillepora16334
chr13	mRNA	16697536	16705256	-	Amillepora16328-RA	Amillepora16328
chr13	mRNA	16758159	16760060	-	Amillepora16333-RA	Amillepora16333
chr13	mRNA	16755810	16757126	-	Amillepora16332-RA	Amillepora16332
chr13	mRNA	16882406	16888641	+	Amillepora16344-RA	Amillepora16344
chr13	mRNA	16852599	16856542	-	Amillepora16342-RA	Amillepora16342
chr13	mRNA	16873811	16882279	-	Amillepora16343-RA	Amillepora16343
chr13	mRNA	16782041	16795539	-	Amillepora16336-RA	Amillepora16336
chr13	mRNA	16814155	16814649	-	Amillepora16340-RA	Amillepora16340
chr13	mRNA	16808243	16809027	-	Amillepora16339-RA	Amillepora16339
chr13	mRNA	16895373	16902167	+	Amillepora16345-RA	Amillepora16345
chr13	mRNA	16923580	16931167	-	Amillepora16348-RA	Amillepora16348
chr13	mRNA	16937577	16946159	-	Amillepora16349-RA	Amillepora16349
chr13	mRNA	16948119	16982181	-	Amillepora16350-RA	Amillepora16350
chr13	mRNA	17018032	17024075	+	Amillepora16353-RA	Amillepora16353
chr13	mRNA	17026943	17030778	+	Amillepora16354-RA	Amillepora16354
chr13	mRNA	17067124	17087882	+	Amillepora16357-RA	Amillepora16357
chr13	mRNA	17006555	17012466	-	Amillepora16351-RA	Amillepora16351
chr13	mRNA	17038036	17051121	-	Amillepora16356-RA	Amillepora16356
chr13	mRNA	17032460	17036765	-	Amillepora16355-RA	Amillepora16355
chr13	mRNA	17111150	17126633	+	Amillepora16358-RA	Amillepora16358
chr13	mRNA	17126692	17138264	-	Amillepora16360-RA	Amillepora16360
chr13	mRNA	17173097	17175516	-	Amillepora16363-RA	Amillepora16363
chr13	mRNA	17170482	17172383	-	Amillepora16362-RA	Amillepora16362
chr13	mRNA	17318790	17326738	+	Amillepora16367-RA	Amillepora16367
chr13	mRNA	17290731	17315232	-	Amillepora16366-RA	Amillepora16366
chr13	mRNA	17525563	17530642	+	Amillepora16371-RA	Amillepora16371
chr13	mRNA	17667393	17672954	+	Amillepora16374-RA	Amillepora16374
chr13	mRNA	17653762	17667321	-	Amillepora16372-RA	Amillepora16372
chr13	mRNA	17744633	17757285	+	Amillepora16380-RA	Amillepora16380
chr13	mRNA	17714978	17727341	+	Amillepora16377-RA	Amillepora16377
chr13	mRNA	17680369	17710269	-	Amillepora16376-RA	Amillepora16376
chr13	mRNA	17736114	17752261	-	Amillepora16379-RA	Amillepora16379
chr13	mRNA	17732075	17735407	-	Amillepora16378-RA	Amillepora16378
chr13	mRNA	17773250	17784717	+	Amillepora16383-RA	Amillepora16383
chr13	mRNA	17761562	17770911	+	Amillepora16382-RA	Amillepora16382
chr13	mRNA	17824545	17836303	+	Amillepora16388-RA	Amillepora16388
chr13	mRNA	17795172	17806823	+	Amillepora16385-RA	Amillepora16385
chr13	mRNA	17809626	17818354	+	Amillepora16386-RA	Amillepora16386
chr13	mRNA	17818367	17820648	+	Amillepora16387-RA	Amillepora16387
chr13	mRNA	17790849	17793597	-	Amillepora16384-RA	Amillepora16384
chr13	mRNA	17895987	17900653	+	Amillepora16391-RA	Amillepora16391
chr13	mRNA	18035374	18067121	+	Amillepora16397-RA	Amillepora16397
chr13	mRNA	18017963	18025043	+	Amillepora16396-RA	Amillepora16396
chr13	mRNA	18066888	18071481	-	Amillepora16399-RA	Amillepora16399
chr13	mRNA	18072166	18077639	+	Amillepora16400-RA	Amillepora16400
chr13	mRNA	18120480	18153580	+	Amillepora16404-RA	Amillepora16404
chr13	mRNA	18105479	18107210	+	Amillepora16403-RA	Amillepora16403
chr13	mRNA	18174248	18174955	-	Amillepora16408-RA	Amillepora16408
chr13	mRNA	18078826	18090267	-	Amillepora16401-RA	Amillepora16401
chr13	mRNA	18097667	18102304	-	Amillepora16402-RA	Amillepora16402
chr13	mRNA	18122404	18153679	-	Amillepora16405-RA	Amillepora16405
chr13	mRNA	18217658	18230307	+	Amillepora16413-RA	Amillepora16413
chr13	mRNA	18194676	18201697	+	Amillepora16411-RA	Amillepora16411
chr13	mRNA	18273066	18285351	+	Amillepora16419-RA	Amillepora16419
chr13	mRNA	18238188	18242289	+	Amillepora16415-RA	Amillepora16415
chr13	mRNA	18257746	18259995	+	Amillepora16418-RA	Amillepora16418
chr13	mRNA	18250753	18251286	+	Amillepora16417-RA	Amillepora16417
chr13	mRNA	18189310	18189902	+	Amillepora16409-RA	Amillepora16409
chr13	mRNA	18230786	18235768	-	Amillepora16414-RA	Amillepora16414
chr13	mRNA	18245917	18249868	-	Amillepora16416-RA	Amillepora16416
chr13	mRNA	18205079	18215246	-	Amillepora16412-RA	Amillepora16412
chr13	mRNA	18189924	18191051	+	Amillepora16410-RA	Amillepora16410
chr13	mRNA	18298999	18302226	+	Amillepora16420-RA	Amillepora16420
chr13	mRNA	18349599	18355565	+	Amillepora16426-RA	Amillepora16426
chr13	mRNA	18346704	18349071	+	Amillepora16425-RA	Amillepora16425
chr13	mRNA	18332221	18334802	+	Amillepora16424-RA	Amillepora16424
chr13	mRNA	18308119	18309306	+	Amillepora16422-RA	Amillepora16422
chr13	mRNA	18311130	18312305	+	Amillepora16423-RA	Amillepora16423
chr13	mRNA	18307300	18315566	-	Amillepora16421-RA	Amillepora16421
chr13	mRNA	18383077	18383610	-	Amillepora16429-RA	Amillepora16429
chr13	mRNA	18372455	18383056	-	Amillepora16427-RA	Amillepora16427
chr13	mRNA	18388456	18406320	+	Amillepora16431-RA	Amillepora16431
chr13	mRNA	18437840	18456574	+	Amillepora16435-RA	Amillepora16435
chr13	mRNA	18408247	18433111	-	Amillepora16433-RA	Amillepora16433
chr13	mRNA	18554827	18561150	+	Amillepora16446-RA	Amillepora16446
chr13	mRNA	18573703	18583305	+	Amillepora16448-RA	Amillepora16448
chr13	mRNA	18532340	18534699	+	Amillepora16444-RA	Amillepora16444
chr13	mRNA	18483919	18491602	+	Amillepora16436-RA	Amillepora16436
chr13	mRNA	18522468	18529108	+	Amillepora16442-RA	Amillepora16442
chr13	mRNA	18491995	18497079	-	Amillepora16438-RA	Amillepora16438
chr13	mRNA	18497727	18500510	-	Amillepora16439-RA	Amillepora16439
chr13	mRNA	18501057	18507444	-	Amillepora16440-RA	Amillepora16440
chr13	mRNA	18509293	18519390	-	Amillepora16441-RA	Amillepora16441
chr13	mRNA	18530988	18532042	-	Amillepora16443-RA	Amillepora16443
chr13	mRNA	18637704	18640055	+	Amillepora16452-RA	Amillepora16452
chr13	mRNA	18642949	18650296	+	Amillepora16453-RA	Amillepora16453
chr13	mRNA	18632964	18635236	+	Amillepora16451-RA	Amillepora16451
chr13	mRNA	18654608	18658592	+	Amillepora16455-RA	Amillepora16455
chr13	mRNA	18609287	18610029	+	Amillepora16449-RA	Amillepora16449
chr13	mRNA	18616812	18628149	-	Amillepora16450-RA	Amillepora16450
chr13	mRNA	18742032	18750068	+	Amillepora16459-RA	Amillepora16459
chr13	mRNA	18664340	18723516	+	Amillepora16456-RA	Amillepora16456
chr13	mRNA	18722899	18737611	-	Amillepora16458-RA	Amillepora16458
chr13	mRNA	18801713	18809285	+	Amillepora16463-RA	Amillepora16463
chr13	mRNA	18771216	18781455	-	Amillepora16460-RA	Amillepora16460
chr13	mRNA	18810849	18828513	-	Amillepora16464-RA	Amillepora16464
chr13	mRNA	18782499	18801615	-	Amillepora16461-RA	Amillepora16461
chr13	mRNA	18856934	18877298	-	Amillepora16465-RA	Amillepora16465
chr13	mRNA	18890695	18910338	+	Amillepora16468-RA	Amillepora16468
chr13	mRNA	18937418	18945578	-	Amillepora16469-RA	Amillepora16469
chr13	mRNA	18948647	18957707	-	Amillepora16470-RA	Amillepora16470
chr13	mRNA	19011372	19024829	+	Amillepora16473-RA	Amillepora16473
chr13	mRNA	19028506	19038200	+	Amillepora16475-RA	Amillepora16475
chr13	mRNA	19038247	19063405	-	Amillepora16476-RA	Amillepora16476
chr13	mRNA	18999641	19007666	-	Amillepora16472-RA	Amillepora16472
chr13	mRNA	19143424	19145609	+	Amillepora16487-RA	Amillepora16487
chr13	mRNA	19182118	19188136	+	Amillepora16489-RA	Amillepora16489
chr13	mRNA	19097557	19105642	+	Amillepora16483-RA	Amillepora16483
chr13	mRNA	19088228	19094003	+	Amillepora16482-RA	Amillepora16482
chr13	mRNA	19075988	19088128	-	Amillepora16478-RA	Amillepora16478
chr13	mRNA	19172678	19182042	-	Amillepora16488-RA	Amillepora16488
chr13	mRNA	19106316	19139616	-	Amillepora16484-RA	Amillepora16484
chr13	mRNA	19141545	19143374	-	Amillepora16486-RA	Amillepora16486
chr13	mRNA	19255826	19260505	+	Amillepora16496-RA	Amillepora16496
chr13	mRNA	19252080	19255212	-	Amillepora16495-RA	Amillepora16495
chr13	mRNA	19189662	19213531	-	Amillepora16490-RA	Amillepora16490
chr13	mRNA	19215071	19223640	-	Amillepora16492-RA	Amillepora16492
chr13	mRNA	19236376	19244977	-	Amillepora16493-RA	Amillepora16493
chr13	mRNA	19261836	19263389	+	Amillepora16497-RA	Amillepora16497
