chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr12	11758318	11759845	DNA_5139	49	47	39	25	28	41	18	19	7	16	22	16	171	156	119	129	114	209	70	41	68	55	68	98
chr12	11758318	11759845	DNA_5140	49	47	39	25	28	41	18	19	7	16	22	16	171	156	119	129	114	209	70	41	68	55	68	98
chr12	11778459	11779070	DNA_5141	114	59	42	46	25	46	24	35	25	32	26	35	192	193	121	116	116	191	101	60	84	76	85	143
chr12	11778459	11779070	DNA_5142	114	59	42	46	25	46	24	35	25	32	26	35	192	193	121	116	116	191	101	60	84	76	85	143
chr12	11784512	11785043	DNA_5143	1	0	2	2	2	0	0	7	2	2	2	8	36	30	18	29	21	29	31	11	16	25	15	43
chr12	11784512	11785043	DNA_5144	1	0	2	2	2	0	0	7	2	2	2	8	36	30	18	29	21	29	31	11	16	25	15	43
chr12	11822786	11823358	DNA_5145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0
chr12	11822786	11823358	DNA_5146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0
chr12	11823586	11823733	DNA_5147	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr12	11823586	11823733	DNA_5148	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr12	11859909	11860456	DNA_5149	7	0	0	0	0	0	3	0	0	0	0	0	4	3	0	2	0	1	2	0	0	0	2	6
chr12	11859909	11860456	DNA_5150	7	0	0	0	0	0	3	0	0	0	0	0	4	3	0	2	0	1	2	0	0	0	2	6
chr12	11860676	11861104	DNA_5151	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	2	2	0	0	0	1
chr12	11860676	11861104	DNA_5152	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	2	2	0	0	0	1
chr12	11870296	11870449	DNA_5153	3	4	1	1	1	1	0	1	1	3	1	2	18	13	12	4	8	12	5	12	7	5	6	9
chr12	11870296	11870449	DNA_5154	3	4	1	1	1	1	0	1	1	3	1	2	18	13	12	4	8	12	5	12	7	5	6	9
chr12	11881894	11884714	DNA_5155	8	0	1	1	1	2	2	2	0	3	8	0	13	2	2	8	0	8	19	8	3	5	2	11
chr12	11881894	11884714	DNA_5156	8	0	1	1	1	2	2	2	0	3	8	0	13	2	2	8	0	8	19	8	3	5	2	11
chr12	11885182	11886297	DNA_5157	35	20	18	37	31	17	30	25	16	18	28	18	36	17	12	13	9	25	33	11	14	21	25	39
chr12	11885182	11886297	DNA_5158	35	20	18	37	31	17	30	25	16	18	28	18	36	17	12	13	9	25	33	11	14	21	25	39
chr12	11898585	11900000	DNA_5159	11	9	5	7	2	6	6	4	3	6	7	2	35	41	43	39	19	47	50	21	49	35	53	69
chr12	11898585	11900000	DNA_5160	11	9	5	7	2	6	6	4	3	6	7	2	35	41	43	39	19	47	50	21	49	35	53	69
chr12	11900001	11900143	DNA_5161	2	0	0	0	0	1	0	0	0	0	0	0	2	6	2	4	1	6	12	3	3	3	3	5
chr12	11900001	11900143	DNA_5162	2	0	0	0	0	1	0	0	0	0	0	0	2	6	2	4	1	6	12	3	3	3	3	5
chr12	11917793	11918745	DNA_5163	11	6	12	7	13	12	71	53	52	64	78	56	37	33	27	13	12	18	52	42	38	43	57	90
chr12	11917793	11918745	DNA_5164	11	6	12	7	13	12	71	53	52	64	78	56	37	33	27	13	12	18	52	42	38	43	57	90
chr12	11929646	11929731	DNA_5165	47	34	23	37	28	41	1	3	0	3	0	0	8	14	8	10	14	16	1	2	8	4	1	9
chr12	11929646	11929731	DNA_5166	47	34	23	37	28	41	1	3	0	3	0	0	8	14	8	10	14	16	1	2	8	4	1	9
chr12	11929868	11930281	DNA_5167	57	48	35	55	44	67	25	52	43	41	30	49	52	50	29	29	28	45	22	10	15	18	17	28
chr12	11929868	11930281	DNA_5168	57	48	35	55	44	67	25	52	43	41	30	49	52	50	29	29	28	45	22	10	15	18	17	28
chr12	11942804	11943095	DNA_5169	6	1	0	0	0	0	4	10	8	6	2	6	7	6	2	14	3	2	3	3	1	3	3	6
chr12	11942804	11943095	DNA_5170	6	1	0	0	0	0	4	10	8	6	2	6	7	6	2	14	3	2	3	3	1	3	3	6
chr12	12045776	12046021	DNA_5171	2	0	0	0	1	1	1	1	0	3	0	1	15	4	0	5	3	4	31	8	8	6	9	9
chr12	12045776	12046021	DNA_5172	2	0	0	0	1	1	1	1	0	3	0	1	15	4	0	5	3	4	31	8	8	6	9	9
chr12	12055297	12055791	DNA_5173	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	2	6	1	5	2	0	3	0	4
chr12	12055297	12055791	DNA_5174	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	2	6	1	5	2	0	3	0	4
chr12	12154364	12154453	DNA_5175	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
chr12	12154364	12154453	DNA_5176	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
chr12	12162232	12164560	DNA_5177	25	8	9	3	2	9	3	3	13	2	2	0	49	32	32	20	30	43	55	19	35	25	43	65
chr12	12162232	12164560	DNA_5178	25	8	9	3	2	9	3	3	13	2	2	0	49	32	32	20	30	43	55	19	35	25	43	65
chr12	12211427	12212305	DNA_5179	8	3	0	3	1	9	13	19	9	10	12	11	58	74	66	60	43	78	41	28	43	37	18	50
chr12	12211427	12212305	DNA_5180	8	3	0	3	1	9	13	19	9	10	12	11	58	74	66	60	43	78	41	28	43	37	18	50
chr12	12213153	12213296	DNA_5181	41	30	13	23	10	27	19	16	8	29	23	14	28	21	18	12	17	31	38	22	21	20	23	48
chr12	12213153	12213296	DNA_5182	41	30	13	23	10	27	19	16	8	29	23	14	28	21	18	12	17	31	38	22	21	20	23	48
chr12	12215647	12217621	DNA_5183	45	33	31	38	24	29	17	28	18	25	35	37	44	62	49	55	57	91	91	33	79	64	55	114
chr12	12215647	12217621	DNA_5184	45	33	31	38	24	29	17	28	18	25	35	37	44	62	49	55	57	91	91	33	79	64	55	114
chr12	12226450	12226558	DNA_5185	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3
chr12	12226450	12226558	DNA_5186	5	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3
chr12	12233737	12234051	DNA_5187	13	66	68	32	54	74	2	2	0	2	3	2	73	78	47	44	54	63	80	39	38	44	40	91
chr12	12233737	12234051	DNA_5188	13	66	68	32	54	74	2	2	0	2	3	2	73	78	47	44	54	63	80	39	38	44	40	91
chr12	12330803	12331150	DNA_5189	0	0	0	1	0	0	0	0	0	0	0	2	4	0	2	0	2	3	4	7	0	4	1	3
chr12	12330803	12331150	DNA_5190	0	0	0	1	0	0	0	0	0	0	0	2	4	0	2	0	2	3	4	7	0	4	1	3
chr12	12371015	12371429	DNA_5191	0	2	0	1	1	2	4	1	0	0	0	1	10	7	3	3	2	5	9	7	7	4	5	12
chr12	12371015	12371429	DNA_5192	0	2	0	1	1	2	4	1	0	0	0	1	10	7	3	3	2	5	9	7	7	4	5	12
chr12	12403582	12405805	DNA_5193	79	26	1	8	6	9	16	7	13	6	19	10	32	18	5	8	6	11	13	10	15	14	14	14
chr12	12403582	12405805	DNA_5194	79	26	1	8	6	9	16	7	13	6	19	10	32	18	5	8	6	11	13	10	15	14	14	14
chr12	12500166	12500334	DNA_5195	2	4	0	0	0	0	1	0	0	0	2	0	9	5	1	3	3	0	1	0	1	2	2	0
chr12	12500166	12500334	DNA_5196	2	4	0	0	0	0	1	0	0	0	2	0	9	5	1	3	3	0	1	0	1	2	2	0
chr12	12580434	12582320	DNA_5197	137	99	111	113	88	140	72	38	43	56	21	41	117	96	79	69	71	102	53	29	31	23	35	66
chr12	12580434	12582320	DNA_5198	137	99	111	113	88	140	72	38	43	56	21	41	117	96	79	69	71	102	53	29	31	23	35	66
chr12	12584402	12584562	DNA_5199	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	3	1	0	0	0	1	0	1
chr12	12584402	12584562	DNA_5200	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	3	1	0	0	0	1	0	1
chr12	12585170	12585256	DNA_5201	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	12585170	12585256	DNA_5202	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	12787847	12788166	DNA_5203	0	0	0	0	0	0	0	0	2	0	0	0	1	2	5	7	2	3	1	1	0	0	3	1
chr12	12787847	12788166	DNA_5204	0	0	0	0	0	0	0	0	2	0	0	0	1	2	5	7	2	3	1	1	0	0	3	1
chr12	12887916	12888024	DNA_5205	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr12	12887916	12888024	DNA_5206	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr12	12979039	12979163	DNA_5207	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
chr12	12979039	12979163	DNA_5208	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
chr12	13035011	13035450	DNA_5209	15	15	11	10	10	10	0	0	0	0	0	0	27	26	10	11	13	25	9	0	0	2	1	1
chr12	13035011	13035450	DNA_5210	15	15	11	10	10	10	0	0	0	0	0	0	27	26	10	11	13	25	9	0	0	2	1	1
chr12	13079149	13079934	DNA_5211	17	36	5	5	10	25	8	2	1	7	5	6	126	75	57	62	43	48	89	42	44	54	42	84
chr12	13079149	13079934	DNA_5212	17	36	5	5	10	25	8	2	1	7	5	6	126	75	57	62	43	48	89	42	44	54	42	84
chr12	13096412	13096990	DNA_5213	8	0	0	3	0	1	0	1	0	0	1	3	5	11	0	5	6	0	8	4	5	6	5	16
chr12	13096412	13096990	DNA_5214	8	0	0	3	0	1	0	1	0	0	1	3	5	11	0	5	6	0	8	4	5	6	5	16
chr12	13097176	13097282	DNA_5215	0	0	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	4	1	0	4	0	3
chr12	13097176	13097282	DNA_5216	0	0	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	4	1	0	4	0	3
chr12	13104722	13104906	DNA_5217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	1	0	1
chr12	13104722	13104906	DNA_5218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	1	0	1
chr12	13111417	13111601	DNA_5219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	2	1	4
chr12	13111417	13111601	DNA_5220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	2	1	4
chr12	13115664	13115948	DNA_5221	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	2	0	1	1	0	0
chr12	13115664	13115948	DNA_5222	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	2	0	1	1	0	0
chr12	13177917	13178179	DNA_5223	17	6	4	2	2	5	2	0	0	0	0	0	26	31	18	18	20	36	5	0	2	3	1	0
chr12	13177917	13178179	DNA_5224	17	6	4	2	2	5	2	0	0	0	0	0	26	31	18	18	20	36	5	0	2	3	1	0
chr12	13201985	13202077	DNA_5225	0	7	3	1	3	4	0	0	0	1	0	0	5	9	5	2	5	2	2	0	2	0	1	0
chr12	13201985	13202077	DNA_5226	0	7	3	1	3	4	0	0	0	1	0	0	5	9	5	2	5	2	2	0	2	0	1	0
chr12	13204364	13204460	DNA_5227	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1
chr12	13204364	13204460	DNA_5228	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1
chr12	13208582	13209612	DNA_5229	69	38	37	48	27	41	35	43	30	25	36	25	108	98	103	91	55	91	94	52	90	53	64	115
chr12	13208582	13209612	DNA_5230	69	38	37	48	27	41	35	43	30	25	36	25	108	98	103	91	55	91	94	52	90	53	64	115
chr12	13275633	13275746	DNA_5231	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	4	0	1	0	1	1
chr12	13275633	13275746	DNA_5232	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	4	0	1	0	1	1
chr12	13384686	13384937	DNA_5233	107	88	113	117	135	143	158	112	77	136	170	151	115	134	102	94	108	153	120	121	127	113	110	179
chr12	13384686	13384937	DNA_5234	107	88	113	117	135	143	158	112	77	136	170	151	115	134	102	94	108	153	120	121	127	113	110	179
chr12	13390639	13391524	DNA_5235	422	240	216	275	179	229	315	211	153	201	351	280	85	47	42	63	33	48	67	28	52	41	33	68
chr12	13390639	13391524	DNA_5236	422	240	216	275	179	229	315	211	153	201	351	280	85	47	42	63	33	48	67	28	52	41	33	68
chr12	13392817	13393250	DNA_5237	20	4	1	1	2	3	5	2	0	6	5	5	14	9	9	12	6	14	9	4	9	6	9	8
chr12	13392817	13393250	DNA_5238	20	4	1	1	2	3	5	2	0	6	5	5	14	9	9	12	6	14	9	4	9	6	9	8
chr12	13457519	13457602	DNA_5239	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0
chr12	13457519	13457602	DNA_5240	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0
chr12	13516877	13517710	DNA_5241	141	85	40	72	66	77	132	65	40	82	143	82	62	78	56	67	79	88	67	71	72	46	64	111
chr12	13516877	13517710	DNA_5242	141	85	40	72	66	77	132	65	40	82	143	82	62	78	56	67	79	88	67	71	72	46	64	111
chr12	13517871	13519746	DNA_5243	21	19	22	21	6	12	7	15	25	15	14	10	70	63	44	64	55	60	34	39	50	41	48	60
chr12	13517871	13519746	DNA_5244	21	19	22	21	6	12	7	15	25	15	14	10	70	63	44	64	55	60	34	39	50	41	48	60
chr12	13533867	13534195	DNA_5245	45	24	56	48	43	38	40	36	15	30	50	41	11	29	19	15	12	25	17	16	22	29	25	36
chr12	13533867	13534195	DNA_5246	45	24	56	48	43	38	40	36	15	30	50	41	11	29	19	15	12	25	17	16	22	29	25	36
chr12	13545278	13545592	DNA_5247	3	0	0	0	0	1	0	2	2	0	0	2	0	0	1	0	2	0	0	1	1	3	0	4
chr12	13545278	13545592	DNA_5248	3	0	0	0	0	1	0	2	2	0	0	2	0	0	1	0	2	0	0	1	1	3	0	4
chr12	13556728	13557056	DNA_5249	31	10	9	18	16	14	7	15	8	6	20	10	11	10	12	26	10	16	15	20	19	16	15	23
chr12	13556728	13557056	DNA_5250	31	10	9	18	16	14	7	15	8	6	20	10	11	10	12	26	10	16	15	20	19	16	15	23
chr12	13644545	13646659	DNA_5251	15	3	4	2	8	5	0	2	0	1	0	4	19	9	17	10	8	21	8	4	9	5	3	13
chr12	13644545	13646659	DNA_5252	15	3	4	2	8	5	0	2	0	1	0	4	19	9	17	10	8	21	8	4	9	5	3	13
chr12	13670363	13670515	DNA_5253	0	13	29	14	12	26	4	18	19	12	4	9	59	79	49	55	44	63	82	37	52	47	52	64
chr12	13670363	13670515	DNA_5254	0	13	29	14	12	26	4	18	19	12	4	9	59	79	49	55	44	63	82	37	52	47	52	64
chr12	13675245	13675585	DNA_5255	4	4	0	0	0	0	2	0	0	0	0	0	16	10	6	3	4	6	11	0	1	6	2	6
chr12	13675245	13675585	DNA_5256	4	4	0	0	0	0	2	0	0	0	0	0	16	10	6	3	4	6	11	0	1	6	2	6
chr12	13780389	13780484	DNA_5257	10	5	0	3	1	4	4	1	0	3	4	0	11	9	3	11	4	5	9	7	6	7	4	12
chr12	13780389	13780484	DNA_5258	10	5	0	3	1	4	4	1	0	3	4	0	11	9	3	11	4	5	9	7	6	7	4	12
chr12	13877499	13877619	DNA_5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1
chr12	13877499	13877619	DNA_5260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1
chr12	13884787	13884908	DNA_5261	1	1	0	1	0	0	0	0	0	2	0	0	22	16	8	11	8	18	18	8	10	10	11	23
chr12	13884787	13884908	DNA_5262	1	1	0	1	0	0	0	0	0	2	0	0	22	16	8	11	8	18	18	8	10	10	11	23
chr12	13891740	13891960	DNA_5263	41	193	134	128	119	171	32	98	83	108	43	84	146	139	81	101	92	129	118	82	109	79	74	168
chr12	13891740	13891960	DNA_5264	41	193	134	128	119	171	32	98	83	108	43	84	146	139	81	101	92	129	118	82	109	79	74	168
chr12	13938513	13939557	DNA_5265	6	2	1	2	2	2	13	6	10	15	15	8	16	12	11	5	7	8	11	6	5	3	5	9
chr12	13938513	13939557	DNA_5266	6	2	1	2	2	2	13	6	10	15	15	8	16	12	11	5	7	8	11	6	5	3	5	9
chr12	13949620	13949990	DNA_5267	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	4	0	2	4	2	2	2	0	4
chr12	13949620	13949990	DNA_5268	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	4	0	2	4	2	2	2	0	4
chr12	13955402	13956115	DNA_5269	31	14	10	19	16	19	13	24	14	19	43	22	31	18	6	14	11	13	23	7	14	7	12	18
chr12	13955402	13956115	DNA_5270	31	14	10	19	16	19	13	24	14	19	43	22	31	18	6	14	11	13	23	7	14	7	12	18
chr12	14039599	14039719	DNA_5271	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	6	0	0	2	0	4
chr12	14039599	14039719	DNA_5272	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	6	0	0	2	0	4
chr12	14058456	14058532	DNA_5273	3	5	12	3	2	7	3	0	1	1	5	1	24	19	12	16	7	17	24	9	14	14	6	8
chr12	14058456	14058532	DNA_5274	3	5	12	3	2	7	3	0	1	1	5	1	24	19	12	16	7	17	24	9	14	14	6	8
chr12	14143757	14145133	DNA_5275	19	2	0	0	0	2	3	3	4	1	4	0	10	10	4	18	9	4	25	2	14	7	6	16
chr12	14143757	14145133	DNA_5276	19	2	0	0	0	2	3	3	4	1	4	0	10	10	4	18	9	4	25	2	14	7	6	16
chr12	14229049	14229535	DNA_5277	4	0	2	0	1	0	3	3	4	3	1	0	19	12	12	20	25	15	8	11	17	14	7	46
chr12	14229049	14229535	DNA_5278	4	0	2	0	1	0	3	3	4	3	1	0	19	12	12	20	25	15	8	11	17	14	7	46
chr12	14236669	14237592	DNA_5279	12	4	8	8	2	8	1	0	1	0	2	0	21	15	7	12	13	17	11	5	5	4	2	10
chr12	14236669	14237592	DNA_5280	12	4	8	8	2	8	1	0	1	0	2	0	21	15	7	12	13	17	11	5	5	4	2	10
chr12	14237635	14238307	DNA_5281	13	6	0	0	2	1	3	0	0	1	2	0	3	7	2	1	1	3	10	4	12	9	14	13
chr12	14237635	14238307	DNA_5282	13	6	0	0	2	1	3	0	0	1	2	0	3	7	2	1	1	3	10	4	12	9	14	13
chr12	14285400	14285606	DNA_5283	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	5	2	2	0	3	5
chr12	14285400	14285606	DNA_5284	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	5	2	2	0	3	5
chr12	14292173	14292378	DNA_5285	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	2	0	1	1	0	4
chr12	14292173	14292378	DNA_5286	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	2	0	1	1	0	4
chr12	14515113	14516235	DNA_5287	21	4	0	0	0	0	4	0	0	0	1	0	9	0	2	8	4	5	11	0	1	4	3	10
chr12	14515113	14516235	DNA_5288	21	4	0	0	0	0	4	0	0	0	1	0	9	0	2	8	4	5	11	0	1	4	3	10
chr12	14521735	14524481	DNA_5289	55	35	28	32	18	34	4	0	2	4	2	2	49	44	16	42	28	49	40	6	19	13	18	32
chr12	14521735	14524481	DNA_5290	55	35	28	32	18	34	4	0	2	4	2	2	49	44	16	42	28	49	40	6	19	13	18	32
chr12	14536581	14536768	DNA_5291	15	1	2	0	0	1	8	2	0	2	3	1	2	4	0	3	2	2	7	4	0	4	4	3
chr12	14536581	14536768	DNA_5292	15	1	2	0	0	1	8	2	0	2	3	1	2	4	0	3	2	2	7	4	0	4	4	3
chr12	14537697	14538068	DNA_5293	66	36	35	42	26	56	48	59	39	73	73	72	24	30	19	21	8	41	45	39	37	28	28	84
chr12	14537697	14538068	DNA_5294	66	36	35	42	26	56	48	59	39	73	73	72	24	30	19	21	8	41	45	39	37	28	28	84
chr12	14653772	14653849	DNA_5295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	6
chr12	14653772	14653849	DNA_5296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	6
chr12	14678135	14678350	DNA_5297	0	0	0	0	0	0	0	0	0	0	0	0	4	6	4	2	2	0	4	2	4	0	1	2
chr12	14678135	14678350	DNA_5298	0	0	0	0	0	0	0	0	0	0	0	0	4	6	4	2	2	0	4	2	4	0	1	2
chr12	14680775	14681713	DNA_5299	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	4	2	1	2	0	1
chr12	14680775	14681713	DNA_5300	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	4	2	1	2	0	1
chr12	14856256	14856320	DNA_5301	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
chr12	14856256	14856320	DNA_5302	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
chr12	14901660	14902044	DNA_5303	19	6	31	26	21	22	13	55	71	42	29	29	46	56	55	37	22	45	50	15	36	36	38	59
chr12	14901660	14902044	DNA_5304	19	6	31	26	21	22	13	55	71	42	29	29	46	56	55	37	22	45	50	15	36	36	38	59
chr12	14913318	14913730	DNA_5305	13	3	0	0	1	4	1	11	5	9	3	6	2	1	1	3	2	3	3	2	0	2	8	1
chr12	14913318	14913730	DNA_5306	13	3	0	0	1	4	1	11	5	9	3	6	2	1	1	3	2	3	3	2	0	2	8	1
chr12	14941808	14943391	DNA_5307	2	0	0	2	0	0	31	14	1	16	14	15	5	1	2	4	2	3	61	19	20	18	16	67
chr12	14941808	14943391	DNA_5308	2	0	0	2	0	0	31	14	1	16	14	15	5	1	2	4	2	3	61	19	20	18	16	67
chr12	14947530	14949171	DNA_5309	20	2	0	0	0	0	53	14	6	21	58	25	2	2	0	0	1	5	55	14	20	23	20	45
chr12	14947530	14949171	DNA_5310	20	2	0	0	0	0	53	14	6	21	58	25	2	2	0	0	1	5	55	14	20	23	20	45
chr12	14958758	14959366	DNA_5311	3	0	0	0	0	0	0	0	0	0	0	0	9	0	5	2	2	5	7	1	3	1	4	9
chr12	14958758	14959366	DNA_5312	3	0	0	0	0	0	0	0	0	0	0	0	9	0	5	2	2	5	7	1	3	1	4	9
chr12	14961061	14962386	DNA_5313	12	7	8	9	0	10	14	7	10	5	8	1	29	28	12	8	23	28	18	11	29	19	30	22
chr12	14961061	14962386	DNA_5314	12	7	8	9	0	10	14	7	10	5	8	1	29	28	12	8	23	28	18	11	29	19	30	22
chr12	14966382	14966795	DNA_5315	21	2	13	4	7	5	6	11	2	6	5	11	6	6	0	7	4	8	18	9	10	7	7	18
chr12	14966382	14966795	DNA_5316	21	2	13	4	7	5	6	11	2	6	5	11	6	6	0	7	4	8	18	9	10	7	7	18
chr12	14967003	14967195	DNA_5317	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
chr12	14967003	14967195	DNA_5318	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
chr12	14990435	14990733	DNA_5319	1	0	0	0	0	0	0	0	0	0	0	0	8	6	6	2	6	6	17	3	4	5	4	10
chr12	14990435	14990733	DNA_5320	1	0	0	0	0	0	0	0	0	0	0	0	8	6	6	2	6	6	17	3	4	5	4	10
chr12	15006062	15006373	DNA_5321	24	16	6	10	0	6	4	0	0	0	4	4	44	25	26	20	12	31	17	16	11	22	21	28
chr12	15006062	15006373	DNA_5322	24	16	6	10	0	6	4	0	0	0	4	4	44	25	26	20	12	31	17	16	11	22	21	28
chr12	15076122	15076259	DNA_5323	0	3	7	5	5	11	0	0	0	1	0	0	16	13	9	15	7	23	11	3	2	1	8	7
chr12	15076122	15076259	DNA_5324	0	3	7	5	5	11	0	0	0	1	0	0	16	13	9	15	7	23	11	3	2	1	8	7
chr12	15156263	15156901	DNA_5325	198	125	70	118	63	123	189	44	16	87	105	117	78	78	52	75	41	58	94	25	43	45	26	77
chr12	15156263	15156901	DNA_5326	198	125	70	118	63	123	189	44	16	87	105	117	78	78	52	75	41	58	94	25	43	45	26	77
chr12	15175286	15176276	DNA_5327	52	70	77	11	42	75	27	30	13	33	9	15	318	251	167	187	141	190	233	124	159	153	103	263
chr12	15175286	15176276	DNA_5328	52	70	77	11	42	75	27	30	13	33	9	15	318	251	167	187	141	190	233	124	159	153	103	263
chr12	15193138	15194112	DNA_5329	22	13	18	34	18	40	12	7	7	10	10	11	75	70	52	43	36	73	28	9	12	18	20	41
chr12	15193138	15194112	DNA_5330	22	13	18	34	18	40	12	7	7	10	10	11	75	70	52	43	36	73	28	9	12	18	20	41
chr12	15210955	15211356	DNA_5331	49	32	36	47	36	32	49	32	30	40	55	48	13	20	8	13	7	7	17	11	8	7	7	20
chr12	15210955	15211356	DNA_5332	49	32	36	47	36	32	49	32	30	40	55	48	13	20	8	13	7	7	17	11	8	7	7	20
chr12	15223215	15223334	DNA_5333	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
chr12	15223215	15223334	DNA_5334	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
chr12	15244661	15245571	DNA_5335	47	25	24	27	14	20	37	9	7	35	24	26	70	72	54	59	52	108	74	51	55	58	67	138
chr12	15244661	15245571	DNA_5336	47	25	24	27	14	20	37	9	7	35	24	26	70	72	54	59	52	108	74	51	55	58	67	138
chr12	15448715	15452420	DNA_5337	74	87	67	50	57	78	124	126	103	136	146	117	130	106	61	95	93	114	107	96	109	103	124	218
chr12	15448715	15452420	DNA_5338	74	87	67	50	57	78	124	126	103	136	146	117	130	106	61	95	93	114	107	96	109	103	124	218
chr12	15465280	15465374	DNA_5339	73	46	18	24	22	45	47	26	13	21	49	33	21	24	10	25	15	22	18	11	9	19	15	29
chr12	15465280	15465374	DNA_5340	73	46	18	24	22	45	47	26	13	21	49	33	21	24	10	25	15	22	18	11	9	19	15	29
chr12	16018784	16018857	DNA_5341	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
chr12	16018784	16018857	DNA_5342	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
